cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-7i7W22,ACH-000853,1,,,NCIH661,PT-qQLBGU1T,,,gs://ccle_bams/raindance/G16640/NCI-H661/current/NCI-H661.bam,gs://ccle_bams/raindance/G16640/NCI-H661/current/NCI-H661.bai,,Male,,lymph_node,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,0Y8AMQ==,,,,,,,,,,
CDS-Ilw5j2,ACH-000089,1,,,NCIH684,PT-ZC24WmGW,,,gs://ccle_bams/raindance/G16640/NCI-H684/current/NCI-H684.bam,gs://ccle_bams/raindance/G16640/NCI-H684/current/NCI-H684.bai,,Male,,liver,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,I93pEQ==,,,,,,,,,,
CDS-nH2YDf,ACH-000358,1,,,NCIH69,PT-s0gVvVOB,,,gs://ccle_bams/raindance/G16640/NCI-H69/current/NCI-H69.bam,gs://ccle_bams/raindance/G16640/NCI-H69/current/NCI-H69.bai,,Male,,pleural_effusion,Lung Cancer,SCLC,,lung,,,raindance,,,CCLE line,CCLE2,24/3/2012,,,,IVnmXw==,,,,,,,,,,
CDS-MdVHxx,ACH-000491,1,,,NCIH716,PT-48SMbevN,,,gs://ccle_bams/raindance/G16640/NCI-H716/current/NCI-H716.bam,gs://ccle_bams/raindance/G16640/NCI-H716/current/NCI-H716.bai,,Male,,ascites,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,ZEazTg==,,,,,,,,,,
CDS-Od6a2D,ACH-000775,1,,,NCIH727,PT-BUyTm2YE,,,gs://ccle_bams/raindance/G16640/NCI-H727/current/NCI-H727.bam,gs://ccle_bams/raindance/G16640/NCI-H727/current/NCI-H727.bai,,Female,,lung,Lung Cancer,lung_carcinoid,,lung,,,raindance,,,CCLE line; lung_carcinoid,CCLE2,24/3/2012,,,,2AQ24Q==,,,,,,,,,,
CDS-FUuqXc,ACH-000403,1,,,NCIH747,PT-zLJSbQMN,,,gs://ccle_bams/raindance/G16640/NCI-H747/current/NCI-H747.bam,gs://ccle_bams/raindance/G16640/NCI-H747/current/NCI-H747.bai,,Male,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,U3W9VA==,,,,,,,,,,
CDS-xSQsj7,ACH-000416,1,,,NCIH838,PT-WMUbreG3,,,gs://ccle_bams/raindance/G16640/NCI-H838/current/NCI-H838.bam,gs://ccle_bams/raindance/G16640/NCI-H838/current/NCI-H838.bai,,Male,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,A5ymJw==,,,,,,,,,,
CDS-hb76xn,ACH-000710,1,,,NCIH854,PT-QZ3qkneU,,,gs://ccle_bams/raindance/G16640/NCI-H854/current/NCI-H854.bam,gs://ccle_bams/raindance/G16640/NCI-H854/current/NCI-H854.bai,,Male,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,eC2DTw==,,,,,,,,,,
CDS-7G9KOX,ACH-000050,1,,,NCIH929,PT-bYDnxfe5,,,gs://ccle_bams/raindance/G16640/NCI-H929/current/NCI-H929.bam,gs://ccle_bams/raindance/G16640/NCI-H929/current/NCI-H929.bai,,Female,,pleural_effusion,Myeloma,multiple_myeloma,plasmacytoma,plasma_cell,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,OtTsiw==,,,,,,,,,,
CDS-U7A33B,ACH-000427,1,,,NCIN87,PT-ZLEQndfQ,,,gs://ccle_bams/raindance/G16640/NCI-N87/current/NCI-N87.bam,gs://ccle_bams/raindance/G16640/NCI-N87/current/NCI-N87.bai,,Male,,liver,Gastric Cancer,gastric_adenocarcinoma,tubular,gastric,,,raindance,,,CCLE line; tubular_adenocarcinoma,CCLE2,24/3/2012,,,,CHD7dA==,,,,,,,,,,
CDS-coqfLq,ACH-000076,1,,,NCO2,PT-QF5OZrc4,,,gs://ccle_bams/raindance/G16640/NCO2/current/NCO2.bam,gs://ccle_bams/raindance/G16640/NCO2/current/NCO2.bai,,Female,,haematopoietic_and_lymphoid_tissue,Leukemia,CML,,blood,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,zeGgXQ==,,,,,,,,,,
CDS-F1pIDl,ACH-000203,1,,,NH6,PT-mXKC2twf,,,gs://ccle_bams/raindance/G16640/NH-6/current/NH-6.bam,gs://ccle_bams/raindance/G16640/NH-6/current/NH-6.bai,,Female,,autonomic_ganglia,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,raindance,,,CCLE line; MYCN amp; adrengenic/mesenchymal; 1p -,CCLE2,19/3/2012,,,,l5PAPA==,,,,,,,,,,
CDS-ybhdRU,ACH-000001,1,,,NIHOVCAR3,PT-VPEr3Syq,,,gs://ccle_bams/raindance/G16640/NIH_OVCAR-3/current/NIH_OVCAR-3.bam,gs://ccle_bams/raindance/G16640/NIH_OVCAR-3/current/NIH_OVCAR-3.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,raindance,,,CCLE line; High grade ovarian serous adenocarcinoma; Identical lines: NIH:OVCAR-3 and ONCO-DG-1 share high SNP identity,CCLE2,24/3/2012,,,,hmySmA==,,,,,,,,,,
CDS-1tPyaY,ACH-000200,1,,,NMCG1,PT-GzvKgB02,,,gs://ccle_bams/raindance/G16640/NMC-G1/current/NMC-G1.bam,gs://ccle_bams/raindance/G16640/NMC-G1/current/NMC-G1.bai,,Female,,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,raindance,,,CCLE line,CCLE2,24/3/2012,,,,/HoP5A==,,,,,,,,,,
CDS-sn4flL,ACH-000388,1,,,NUDHL1,PT-CyN568Ly,,,gs://ccle_bams/raindance/G16640/NU-DHL-1/current/NU-DHL-1.bam,gs://ccle_bams/raindance/G16640/NU-DHL-1/current/NU-DHL-1.bai,,Male,,lymph_node,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,ECmp0g==,,,,,,,,,,
CDS-gMQtWn,ACH-000287,1,,,NUDUL1,PT-BE4b5QbU,,,gs://ccle_bams/raindance/G16640/NU-DUL-1/current/NU-DUL-1.bam,gs://ccle_bams/raindance/G16640/NU-DUL-1/current/NU-DUL-1.bai,,Male,,central_nervous_system,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,oNKbTw==,,,,,,,,,,
CDS-IEILNI,ACH-000911,1,,,NUGC3,PT-CqURgHoN,,,gs://ccle_bams/raindance/G16640/NUGC-3/current/NUGC-3.bam,gs://ccle_bams/raindance/G16640/NUGC-3/current/NUGC-3.bai,,Male,,soft_tissue,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,raindance,,,CCLE line,CCLE2,24/3/2012,,,,wTp64A==,,,,,,,,,,
CDS-VWQFlV,ACH-000674,1,,,NUGC4,PT-nfMVST2D,,,gs://ccle_bams/raindance/G16640/NUGC-4/current/NUGC-4.bam,gs://ccle_bams/raindance/G16640/NUGC-4/current/NUGC-4.bai,,Female,,lymph_node,Gastric Cancer,gastric_adenocarcinoma,diffuse_gastric,gastric,,,raindance,,,CCLE line; Diffuse gastric cancer,CCLE2,18/3/2012,,,,40yhIw==,,,,,,,,,,
CDS-RItzt5,ACH-000116,1,,,OAW28,PT-hYj6Qxhv,,,gs://ccle_bams/raindance/G16640/OAW28/current/OAW28.bam,gs://ccle_bams/raindance/G16640/OAW28/current/OAW28.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,raindance,,,CCLE line,CCLE2,18/3/2012,,,,codtzQ==,,,,,,,,,,
CDS-z4j7AI,ACH-000704,1,,,OAW42,PT-81Gv9Ry6,,,gs://ccle_bams/raindance/G16640/OAW42/current/OAW42.bam,gs://ccle_bams/raindance/G16640/OAW42/current/OAW42.bai,,Female,,ascites,Ovarian Cancer,ovary_carcinoma,,ovary,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,t3UEhQ==,,,,,,,,,,
CDS-zJEqdu,ACH-000113,1,,,OCIAML2,PT-qEa2rVra,,,gs://ccle_bams/raindance/G16640/OCI-AML2/current/OCI-AML2.bam,gs://ccle_bams/raindance/G16640/OCI-AML2/current/OCI-AML2.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M4,blood,,,raindance,,,CCLE line; no known fusion; p53 WT; NRAS mut; DNMT3A mut,CCLE2,2/4/2012,,,,746hNA==,,,,,,,,,,
CDS-yegPpU,ACH-000336,1,,,OCIAML3,PT-m1wC6PYG,,,gs://ccle_bams/raindance/G16640/OCI-AML3/current/OCI-AML3.bam,gs://ccle_bams/raindance/G16640/OCI-AML3/current/OCI-AML3.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M4,blood,,,raindance,,,CCLE line; CALM-AF10; p53 mut; NRAS mut; p10 mut,CCLE2,19/3/2012,,,,keHysw==,,,,,,,,,,
CDS-7QVLvc,ACH-000065,1,,,OCIAML5,PT-ePyUSrmn,,,gs://ccle_bams/raindance/G16640/OCI-AML5/current/OCI-AML5.bam,gs://ccle_bams/raindance/G16640/OCI-AML5/current/OCI-AML5.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,,blood,,,raindance,,,CCLE line; no known fusion; p53 WT; RAS WT; PTPN11 mut,CCLE2,19/3/2012,,,,eren2g==,,,,,,,,,,
CDS-CejLG4,ACH-000124,1,,,OCILY19,PT-DXkqDJ8Y,,,gs://ccle_bams/raindance/G16640/OCI-LY-19/current/OCI-LY-19.bam,gs://ccle_bams/raindance/G16640/OCI-LY-19/current/OCI-LY-19.bai,,Female,,bone_marrow,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,q6vqMw==,,,,,,,,,,
CDS-hAL1gD,ACH-000751,1,,,OCIM1,PT-5y75Ffpw,,,gs://ccle_bams/raindance/G16640/OCI-M1/current/OCI-M1.bam,gs://ccle_bams/raindance/G16640/OCI-M1/current/OCI-M1.bai,,Unknown,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M6,blood,,,raindance,,,"CCLE line; no known fusion; p53 mut; RAS WT; EVI high; JAK1 mut, JAK3 mut",CCLE2,19/3/2012,,,,umBy/g==,,,,,,,,,,
CDS-YD3t0J,ACH-000247,1,,,OCUM1,PT-PGk0mLZH,,,gs://ccle_bams/raindance/G16640/OCUM-1/current/OCUM-1.bam,gs://ccle_bams/raindance/G16640/OCUM-1/current/OCUM-1.bai,,Female,,stomach,Gastric Cancer,gastric_adenocarcinoma,diffuse_gastric,gastric,,,raindance,,,"CCLE line; poorly differentiated, Borrmann Type IV; Diffuse gastric cancer",CCLE2,18/3/2012,,,,ic/rQA==,,,,,,,,,,
CDS-Cp8jmz,ACH-000776,1,,,ONS76,PT-NvdmCxE0,,,gs://ccle_bams/raindance/G16640/ONS-76/current/ONS-76.bam,gs://ccle_bams/raindance/G16640/ONS-76/current/ONS-76.bai,,Female,,central_nervous_system,Brain Cancer,medulloblastoma,,central_nervous_system,,,raindance,,,CCLE line; non-MYC,CCLE2,24/3/2012,,,,q86t+Q==,,,,,,,,,,
CDS-1Jvb2q,ACH-000024,1,,,OPM2,PT-g3hDCeWP,,,gs://ccle_bams/raindance/G16640/OPM-2/current/OPM-2.bam,gs://ccle_bams/raindance/G16640/OPM-2/current/OPM-2.bai,,Female,,haematopoietic_and_lymphoid_tissue,Myeloma,multiple_myeloma,,plasma_cell,,,raindance,,,CCLE line; same patient as OPM-1,CCLE2,19/3/2012,,,,UKQgWQ==,,,,,,,,,,
CDS-dawhh5,ACH-000159,1,,,OSRC2,PT-WIJs1WIe,,,gs://ccle_bams/raindance/G16640/OS-RC-2/current/OS-RC-2.bam,gs://ccle_bams/raindance/G16640/OS-RC-2/current/OS-RC-2.bai,,Male,,kidney,Kidney Cancer,renal_cell_carcinoma,,kidney,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,CLeSfA==,,,,,,,,,,
CDS-FHgrdh,ACH-000296,1,,,OUMS23,PT-ARCAAmFN,,,gs://ccle_bams/raindance/G16640/OUMS-23/current/OUMS-23.bam,gs://ccle_bams/raindance/G16640/OUMS-23/current/OUMS-23.bai,,Male,,pericardial_effusion,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,TbOqkg==,,,,,,,,,,
CDS-vcSLsj,ACH-000291,1,,,OV90,PT-YZ5K2zbX,,,gs://ccle_bams/raindance/G16640/OV-90/current/OV-90.bam,gs://ccle_bams/raindance/G16640/OV-90/current/OV-90.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,raindance,,,CCLE line; papillary serous adenocarcinoma,CCLE2,18/4/2012,,,,60S07Q==,,,,,,,,,,
CDS-Jo4FjJ,ACH-000091,1,,,OV56,PT-WDnE3Zsm,,,gs://ccle_bams/raindance/G16640/OV56/current/OV56.bam,gs://ccle_bams/raindance/G16640/OV56/current/OV56.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,serous,ovary,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,dkXb0w==,,,,,,,,,,
CDS-WsYl90,ACH-000696,1,,,OVCAR8,PT-lYsCMlZ7,,,gs://ccle_bams/raindance/G16640/OVCAR-8/current/OVCAR-8.bam,gs://ccle_bams/raindance/G16640/OVCAR-8/current/OVCAR-8.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,VYdpzQ==,,,,,,,,,,
CDS-dqTVUN,ACH-000527,1,,,OVISE,PT-viihlr3c,,,gs://ccle_bams/raindance/G16640/OVISE/current/OVISE.bam,gs://ccle_bams/raindance/G16640/OVISE/current/OVISE.bai,,Female,,bone,Ovarian Cancer,ovary_adenocarcinoma,clear_cell,ovary,,,raindance,,,CCLE line; clear cell adenocarcinoma,CCLE2,19/3/2012,,,,aw9uXA==,,,,,,,,,,
CDS-2Jxe4n,ACH-000947,1,,,OVK18,PT-50Uf01MO,,,gs://ccle_bams/raindance/G16640/OVK18/current/OVK18.bam,gs://ccle_bams/raindance/G16640/OVK18/current/OVK18.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,endometrioid,ovary,,,raindance,,,CCLE line; hypermutated,CCLE2,18/3/2012,,,,GfLa0w==,,,,,,,,,,
CDS-d74PTM,ACH-000443,1,,,OVKATE,PT-vTz856OJ,,,gs://ccle_bams/raindance/G16640/OVKATE/current/OVKATE.bam,gs://ccle_bams/raindance/G16640/OVKATE/current/OVKATE.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,raindance,,,CCLE line; high grade serous papillary adenocarcinoma,CCLE2,2/4/2012,,,,X6O1eQ==,,,,,,,,,,
CDS-9iWONW,ACH-000646,1,,,OVMANA,PT-LqRbsPzN,,,gs://ccle_bams/raindance/G16640/OVMANA/current/OVMANA.bam,gs://ccle_bams/raindance/G16640/OVMANA/current/OVMANA.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,clear_cell,ovary,,,raindance,,,CCLE line; clear cell adenocarcinoma,CCLE2,19/3/2012,,,,moRx4w==,,,,,,,,,,
CDS-DLeoqF,ACH-000663,1,,,OVTOKO,PT-inzvFK6Y,,,gs://ccle_bams/raindance/G16640/OVTOKO/current/OVTOKO.bam,gs://ccle_bams/raindance/G16640/OVTOKO/current/OVTOKO.bai,,Female,,spleen,Ovarian Cancer,ovary_adenocarcinoma,clear_cell,ovary,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,v61Pjg==,,,,,,,,,,
CDS-0YIUxN,ACH-000770,1,,,P31FUJ,PT-CWCoRRzl,,,gs://ccle_bams/raindance/G16640/P31_FUJ/current/P31_FUJ.bam,gs://ccle_bams/raindance/G16640/P31_FUJ/current/P31_FUJ.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M5,blood,,,raindance,,,"CCLE line; no known fusion; p53 WT; RAS WT; BRAF mut, DNMT3A mut",CCLE2,2/4/2012,,,,xt5e7g==,,,,,,,,,,
CDS-R8axrO,ACH-000707,1,,,P3HR1,PT-N1eRWmmg,,,gs://ccle_bams/raindance/G16640/P3HR-1/current/P3HR-1.bam,gs://ccle_bams/raindance/G16640/P3HR-1/current/P3HR-1.bai,,Male,,ascites,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,raindance,,,CCLE line; The 2B8 cell line is a HAT sensitive fusion cell line derived from the P3HR-1 Burkitt&#39;s lymphoma cell line. The P3HR-1 line is a clonally derived subline of Jiyoye (ATCC) .,CCLE2,19/3/2012,,,,6i/PCg==,,,,,,,,,,
CDS-FZlowI,ACH-000599,1,,,PATU8902,PT-9094NUYc,,,gs://ccle_bams/raindance/G16640/PA-TU-8902/current/PA-TU-8902.bam,gs://ccle_bams/raindance/G16640/PA-TU-8902/current/PA-TU-8902.bai,,Female,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line; exocrine adenocarcinoma,CCLE2,19/3/2012,,,,D6hELw==,,,,,,,,,,
CDS-7p4rev,ACH-000022,1,,,PATU8988S,PT-8ekPbQyK,,,gs://ccle_bams/raindance/G16640/PA-TU-8988S/current/PA-TU-8988S.bam,gs://ccle_bams/raindance/G16640/PA-TU-8988S/current/PA-TU-8988S.bai,,Female,,liver,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line; PA-TU-8988T &amp; PA-TU-8988S derived from the same patient (DSMZ).,CCLE2,19/3/2012,,,,totF3A==,,,,,,,,,,
CDS-dxekPO,ACH-000023,1,,,PATU8988T,PT-8ekPbQyK,,,gs://ccle_bams/raindance/G16640/PA-TU-8988T/current/PA-TU-8988T.bam,gs://ccle_bams/raindance/G16640/PA-TU-8988T/current/PA-TU-8988T.bai,,Female,,liver,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line; PA-TU-8988T &amp; PA-TU-8988S derived from the same patient (DSMZ).,CCLE2,19/3/2012,,,,6/Kaqg==,,,,,,,,,,
CDS-8HdhPm,ACH-000164,1,,,PANC1,PT-5xYdQU9u,,,gs://ccle_bams/raindance/G16640/PANC-1/current/PANC-1.bam,gs://ccle_bams/raindance/G16640/PANC-1/current/PANC-1.bai,,Male,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,rVut3Q==,,,,,,,,,,
CDS-WP7WJV,ACH-000030,1,,,PC14,PT-XVQ1Y2oE,,,gs://ccle_bams/raindance/G16640/PC-14/current/PC-14.bam,gs://ccle_bams/raindance/G16640/PC-14/current/PC-14.bai,,Male,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line; PC-14 was originally deposited with the Riken BioResource Center as a cell line derived from human lung adenocarcinoma (undifferentiated type) in 1989. The RIKEN BioResource Center subsequently informed the European Collection of Cell Cultures (ECACC) tha,CCLE2,2/4/2012,,,,jvZv/w==,,,,,,,,,,
CDS-iuZYHL,ACH-000090,1,,,PC3,PT-nhGSPPvm,,,gs://ccle_bams/raindance/G16640/PC-3/current/PC-3.bam,gs://ccle_bams/raindance/G16640/PC-3/current/PC-3.bai,,Male,,bone,Prostate Cancer,prostate_adenocarcinoma,,prostate,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,hqoGVw==,,,,,,,,,,
CDS-D9yQ94,ACH-001162,1,,,PCM6,PT-wTysRSvG,,,gs://ccle_bams/raindance/G16640/PCM6/current/PCM6.bam,gs://ccle_bams/raindance/G16640/PCM6/current/PCM6.bai,,Female,,haematopoietic_and_lymphoid_tissue,Myeloma,multiple_myeloma,,plasma_cell,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,KMK9lw==,,,,,,,,,,
CDS-Mm25n2,ACH-000519,1,,,PEER,PT-q44O3eG3,,,gs://ccle_bams/raindance/G16640/PEER/current/PEER.bam,gs://ccle_bams/raindance/G16640/PEER/current/PEER.bai,,Female,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,t_cell,blood,,,raindance,,,"CCLE line; Established from the peripheral blood of a 4-year-old girl with T cell acute lymphoblastic leukemia (T-ALL) in second relapse in 1977; cell lines BE-13 and PEER show identical DNA fingerprints (DSMZ) and hence share common origin, presumably due to cross-",CCLE2,18/3/2012,,,,WVfl2A==,,,,,,,,,,
CDS-PVCnpl,ACH-000732,1,,,PECAPJ41CLONED2,PT-u16MajQZ,,,gs://ccle_bams/raindance/G16640/PE_CA-PJ41__clone_D2_/current/PE_CA-PJ41__clone_D2_.bam,gs://ccle_bams/raindance/G16640/PE_CA-PJ41__clone_D2_/current/PE_CA-PJ41__clone_D2_.bai,,Female,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,N8mf7g==,,,,,,,,,,
CDS-73WHof,ACH-000735,1,,,PECAPJ49,PT-AQcjM14E,,,gs://ccle_bams/raindance/G16640/PE_CA-PJ49/current/PE_CA-PJ49.bam,gs://ccle_bams/raindance/G16640/PE_CA-PJ49/current/PE_CA-PJ49.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,2jDWcg==,,,,,,,,,,
CDS-nlyD1M,ACH-000937,1,,,PF382,PT-xcAvzyDx,,,gs://ccle_bams/raindance/G16640/PF-382/current/PF-382.bam,gs://ccle_bams/raindance/G16640/PF-382/current/PF-382.bai,,Female,,pleural_effusion,Leukemia,ALL,t_cell,blood,,,raindance,,,Received from Kim Stegmaier,CCLE2,2/4/2012,,,,+2CVOQ==,,,,,,,,,,
CDS-eI7nwq,ACH-000307,1,,,PK1,PT-PXuM29Rz,,,gs://ccle_bams/raindance/G16640/PK-1/current/PK-1.bam,gs://ccle_bams/raindance/G16640/PK-1/current/PK-1.bai,,Male,,liver,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line; exocrine pancreatic adenocarcinoma,CCLE2,18/3/2012,,,,xssvjw==,,,,,,,,,,
CDS-v8D66S,ACH-000468,1,,,PK45H,PT-s52vpLro,,,gs://ccle_bams/raindance/G16640/PK-45H/current/PK-45H.bam,gs://ccle_bams/raindance/G16640/PK-45H/current/PK-45H.bai,,Unknown,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line,CCLE2,24/3/2012,,,,+k17jQ==,,,,,,,,,,
CDS-5sgZ5y,ACH-000205,1,,,PK59,PT-TML2uR8a,,,gs://ccle_bams/raindance/G16640/PK-59/current/PK-59.bam,gs://ccle_bams/raindance/G16640/PK-59/current/PK-59.bai,,Female,,liver,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,1JqObA==,,,,,,,,,,
CDS-mqxdHT,ACH-000218,1,,,PL21,PT-rUFvp1ZM,,,gs://ccle_bams/raindance/G16640/PL-21/current/PL-21.bam,gs://ccle_bams/raindance/G16640/PL-21/current/PL-21.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M3,blood,,,raindance,,,CCLE line; no known fusion; p53 WT; KRAS mut; (DSMZ) FLT3-ITD,CCLE2,19/3/2012,,,,LCcjRA==,,,,,,,,,,
CDS-1wYidJ,ACH-000320,1,,,PSN1,PT-aorCg58B,,,gs://ccle_bams/raindance/G16640/PSN1/current/PSN1.bam,gs://ccle_bams/raindance/G16640/PSN1/current/PSN1.bai,,Male,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line; Identical lines: GR-M and PSN1 share high SNP identity and are likely to be really PSN1 (pancreas),CCLE2,19/3/2012,,,,cDcXfQ==,,,,,,,,,,
CDS-qg73hT,ACH-000031,1,,,PANC0213,PT-ZtuTrfvE,,,gs://ccle_bams/raindance/G16640/Panc_02.13/current/Panc_02.13.bam,gs://ccle_bams/raindance/G16640/Panc_02.13/current/Panc_02.13.bai,,Female,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line,CCLE2,24/3/2012,,,,ZA/k2g==,,,,,,,,,,
CDS-51BZtu,ACH-000139,1,,,PANC0327,PT-ZxJmK9lC,,,gs://ccle_bams/raindance/G16640/Panc_03.27/current/Panc_03.27.bam,gs://ccle_bams/raindance/G16640/Panc_03.27/current/Panc_03.27.bai,,Female,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,Z92Rdg==,,,,,,,,,,
CDS-NGHAUi,ACH-000235,1,,,PANC0403,PT-BkZr4ol9,,,gs://ccle_bams/raindance/G16640/Panc_04.03/current/Panc_04.03.bam,gs://ccle_bams/raindance/G16640/Panc_04.03/current/Panc_04.03.bai,,Male,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,lldozQ==,,,,,,,,,,
CDS-rcqNL8,ACH-000093,1,,,PANC0504,PT-KgBgRvCR,,,gs://ccle_bams/raindance/G16640/Panc_05.04/current/Panc_05.04.bam,gs://ccle_bams/raindance/G16640/Panc_05.04/current/Panc_05.04.bai,,Female,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,1MNQ7A==,,,,,,,,,,
CDS-ufYgVa,ACH-000417,1,,,PANC0813,PT-OhPNyCJo,,,gs://ccle_bams/raindance/G16640/Panc_08.13/current/Panc_08.13.bam,gs://ccle_bams/raindance/G16640/Panc_08.13/current/Panc_08.13.bai,,Male,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,N092iw==,,,,,,,,,,
CDS-d3f6jh,ACH-000140,1,,,PFEIFFER,PT-tm0RhrBA,,,gs://ccle_bams/raindance/G16640/Pfeiffer/current/Pfeiffer.bam,gs://ccle_bams/raindance/G16640/Pfeiffer/current/Pfeiffer.bai,,Male,,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,lH7ktg==,,,,,,,,,,
