cds_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,stripped_cell_line_name,gender,notes,primary_site,primary_disease,subtype,comments,arxspan_id,ccle_name,version,sm_id,source,datatype,sequencing_type,sequencing_date,baits,origin,subsubtype,patient_id,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-Npa5Um,,gs://ccle_bams/raindance/G16640/SNU-475/current/SNU-475.bam,gs://ccle_bams/raindance/G16640/SNU-475/current/SNU-475.bai,,SNU475,Male,Male,liver,Liver Cancer,hepatocellular_carcinoma,CCLE line,ACH-000422,,1,,CCLE2,raindance,,734502.0,,liver,,PT-zp7v3a33,,,,I3t5Qw==,,,,,,,,,,
CDS-SJi0jJ,,gs://ccle_bams/raindance/G16640/SNU-478/current/SNU-478.bam,gs://ccle_bams/raindance/G16640/SNU-478/current/SNU-478.bai,,SNU478,Unknown,Unknown,biliary_tract,Bile Duct Cancer,cholangiocarcinoma,CCLE line,ACH-000377,,1,,CCLE2,raindance,,734489.0,,bile_duct,extrahepatic,PT-2mqxWwhY,,,,iuIejg==,,,,,,,,,,
CDS-8fB4eQ,,gs://ccle_bams/raindance/G16640/SNU-489/current/SNU-489.bam,gs://ccle_bams/raindance/G16640/SNU-489/current/SNU-489.bai,,SNU489,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000543,,1,,CCLE2,raindance,,734502.0,,central_nervous_system,glioblastoma,PT-dJtaqFCx,,,,eCVaOg==,,,,,,,,,,
CDS-reP8N1,,gs://ccle_bams/raindance/G16640/SNU-5/current/SNU-5.bam,gs://ccle_bams/raindance/G16640/SNU-5/current/SNU-5.bai,,SNU5,Female,Female,ascites,Gastric Cancer,gastric_adenocarcinoma,CCLE line; Undifferentiated adenocarcinoma,ACH-000303,,1,,CCLE2,raindance,,734502.0,,gastric,,PT-WBramP7n,,,,sSP/2g==,,,,,,,,,,
CDS-louQRa,,gs://ccle_bams/raindance/G16640/SNU-503/current/SNU-503.bam,gs://ccle_bams/raindance/G16640/SNU-503/current/SNU-503.bai,,SNU503,Male,Male,abdomen,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000683,,1,,CCLE2,raindance,,734489.0,,colorectal,,PT-rAh7cJMA,,,,J1oIUg==,,,,,,,,,,
CDS-1HzOhS,,gs://ccle_bams/raindance/G16640/SNU-520/current/SNU-520.bam,gs://ccle_bams/raindance/G16640/SNU-520/current/SNU-520.bai,,SNU520,Female,Female,stomach,Gastric Cancer,gastric_adenocarcinoma,CCLE line,ACH-000908,,1,,CCLE2,raindance,,734503.5,,gastric,,PT-Acgql0MW,,,,YKqhQw==,,,,,,,,,,
CDS-oakbRo,,gs://ccle_bams/raindance/G16640/SNU-601/current/SNU-601.bam,gs://ccle_bams/raindance/G16640/SNU-601/current/SNU-601.bai,,SNU601,Male,Male,ascites,Gastric Cancer,gastric_adenocarcinoma,CCLE line,ACH-000736,,1,,CCLE2,raindance,,734502.0,,gastric,signet_ring_cell,PT-RWLJ56sU,,,,jN7j8A==,,,,,,,,,,
CDS-MWzVbm,,gs://ccle_bams/raindance/G16640/SNU-61/current/SNU-61.bam,gs://ccle_bams/raindance/G16640/SNU-61/current/SNU-61.bai,,SNU61,Male,Male,liver,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000532,,1,,CCLE2,raindance,,734489.0,,colorectal,,PT-jAwmRXyd,,,,EM58FQ==,,,,,,,,,,
CDS-b4XGaK,,gs://ccle_bams/raindance/G16640/SNU-620/current/SNU-620.bam,gs://ccle_bams/raindance/G16640/SNU-620/current/SNU-620.bai,,SNU620,Female,Female,ascites,Gastric Cancer,gastric_adenocarcinoma,CCLE line,ACH-000325,,1,,CCLE2,raindance,,734489.0,,gastric,,PT-lVRpV640,,,,KNcGiw==,,,,,,,,,,
CDS-hLZ18a,,gs://ccle_bams/raindance/G16640/SNU-626/current/SNU-626.bam,gs://ccle_bams/raindance/G16640/SNU-626/current/SNU-626.bai,,SNU626,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000370,,1,,CCLE2,raindance,,734494.0,,central_nervous_system,glioblastoma,PT-pVp4Cim6,,,,QjSJtQ==,,,,,,,,,,
CDS-An0bCJ,,gs://ccle_bams/raindance/G16640/SNU-668/current/SNU-668.bam,gs://ccle_bams/raindance/G16640/SNU-668/current/SNU-668.bai,,SNU668,Male,Male,ascites,Gastric Cancer,gastric_adenocarcinoma,CCLE line; Diffuse gastric cancer,ACH-000344,,1,,CCLE2,raindance,,734489.0,,gastric,diffuse_gastric,PT-ghfpedPI,,,,gvYLNg==,,,,,,,,,,
CDS-LcvQ4R,,gs://ccle_bams/raindance/G16640/SNU-685/current/SNU-685.bam,gs://ccle_bams/raindance/G16640/SNU-685/current/SNU-685.bai,,SNU685,Female,Female,endometrium,Endometrial/Uterine Cancer,MMMT,CCLE line,ACH-000407,,1,,CCLE2,raindance,,734489.0,,uterus,,PT-nhZKTNJH,,,,Zumi+A==,,,,,,,,,,
CDS-WGOHPe,,gs://ccle_bams/raindance/G16640/SNU-719/current/SNU-719.bam,gs://ccle_bams/raindance/G16640/SNU-719/current/SNU-719.bai,,SNU719,Male,Male,stomach,Gastric Cancer,gastric_adenocarcinoma,CCLE line; tubular adenocarcinoma,ACH-000898,,1,,CCLE2,raindance,,734489.0,,gastric,tubular,PT-eB3HaK0w,,,,SFW97Q==,,,,,,,,,,
CDS-wyjlgQ,,gs://ccle_bams/raindance/G16640/SNU-738/current/SNU-738.bam,gs://ccle_bams/raindance/G16640/SNU-738/current/SNU-738.bai,,SNU738,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000807,,1,,CCLE2,raindance,,734518.0,,central_nervous_system,oligodendroglioma,PT-QG4j7zbN,,,,P+1tNQ==,,,,,,,,,,
CDS-9PN5Ud,,gs://ccle_bams/raindance/G16640/SNU-761/current/SNU-761.bam,gs://ccle_bams/raindance/G16640/SNU-761/current/SNU-761.bai,,SNU761,Male,Male,liver,Liver Cancer,hepatocellular_carcinoma,CCLE line,ACH-000537,,1,,CCLE2,raindance,,734518.0,,liver,,PT-glODFsN4,,,,qwUAyA==,,,,,,,,,,
CDS-aMNSgV,,gs://ccle_bams/raindance/G16640/SNU-840/current/SNU-840.bam,gs://ccle_bams/raindance/G16640/SNU-840/current/SNU-840.bai,,SNU840,Female,Female,ovary,Ovarian Cancer,brenner_tumor,CCLE line,ACH-000280,,1,,CCLE2,raindance,,734494.0,,ovary,,PT-Q8uBc80y,,,,4E/gyA==,,,,,,,,,,
CDS-E5KtqR,,gs://ccle_bams/raindance/G16640/SNU-869/current/SNU-869.bam,gs://ccle_bams/raindance/G16640/SNU-869/current/SNU-869.bai,,SNU869,Unknown,Unknown,biliary_tract,Bile Duct Cancer,cholangiocarcinoma,CCLE line,ACH-000182,,1,,CCLE2,raindance,,734489.0,,bile_duct,extrahepatic,PT-hpQrMpPR,,,,Y0oaJQ==,,,,,,,,,,
CDS-6EAe3V,,gs://ccle_bams/raindance/G16640/SNU-878/current/SNU-878.bam,gs://ccle_bams/raindance/G16640/SNU-878/current/SNU-878.bai,,SNU878,Female,Female,liver,Liver Cancer,hepatocellular_carcinoma,CCLE line; was annotated as ovarian,ACH-000686,,1,,CCLE2,raindance,,734494.0,,liver,,PT-FBFXZjy6,,,,mVdhfg==,,,,,,,,,,
CDS-xFuTQg,,gs://ccle_bams/raindance/G16640/SNU-899/current/SNU-899.bam,gs://ccle_bams/raindance/G16640/SNU-899/current/SNU-899.bai,,SNU899,Male,Male,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,CCLE line,ACH-000692,,1,,CCLE2,raindance,,734488.0,,upper_aerodigestive,laryngeal,PT-jSyCLaW9,,,,1dgz6A==,,,,,,,,,,
CDS-Z6uBLn,,gs://ccle_bams/raindance/G16640/SNU-C2A/current/SNU-C2A.bam,gs://ccle_bams/raindance/G16640/SNU-C2A/current/SNU-C2A.bai,,SNUC2A,Female,Female,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000967,,1,,CCLE2,raindance,,734494.0,,colorectal,,PT-VBNZOdXI,,,,Hkkvzg==,,,,,,,,,,
CDS-YH7eMJ,,gs://ccle_bams/raindance/G16640/SNU-C4/current/SNU-C4.bam,gs://ccle_bams/raindance/G16640/SNU-C4/current/SNU-C4.bai,,SNUC4,Male,Male,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000959,,1,,CCLE2,raindance,,734489.0,,colorectal,,PT-bJ4HocMZ,,,,R9Ss3w==,,,,,,,,,,
CDS-afZ2h1,,gs://ccle_bams/raindance/G16640/SNU-C5/current/SNU-C5.bam,gs://ccle_bams/raindance/G16640/SNU-C5/current/SNU-C5.bai,,SNUC5,Female,Female,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000970,,1,,CCLE2,raindance,,734488.0,,colorectal,,PT-8B2K78TN,,,,Rpsw3Q==,,,,,,,,,,
CDS-z0EkQE,,gs://ccle_bams/raindance/G16640/SR-786/current/SR-786.bam,gs://ccle_bams/raindance/G16640/SR-786/current/SR-786.bai,,SR786,Male,Male,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,,ACH-000338,,1,,CCLE2,raindance,,734489.0,,lymphocyte,t_cell_ALCL,PT-0iNzDSvR,,,,Squ74A==,,,,,,,,,,
CDS-ZErXs9,,gs://ccle_bams/raindance/G16640/ST486/current/ST486.bam,gs://ccle_bams/raindance/G16640/ST486/current/ST486.bai,,ST486,Female,Female,ascites,Lymphoma,non_hodgkin_lymphoma,CCLE line,ACH-000567,,1,,CCLE2,raindance,,734489.0,,lymphocyte,b_cell_burkitt,PT-VAvS7Gze,,,,7Q2NCA==,,,,,,,,,,
CDS-Rt13qN,,gs://ccle_bams/raindance/G16640/SU-DHL-1/current/SU-DHL-1.bam,gs://ccle_bams/raindance/G16640/SU-DHL-1/current/SU-DHL-1.bai,,SUDHL1,Male,Male,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,,ACH-000664,,1,,CCLE2,raindance,,734488.0,,lymphocyte,t_cell_ALCL,PT-zw1W2MkB,,,,OszQqQ==,,,,,,,,,,
CDS-g9MeWs,,gs://ccle_bams/raindance/G16640/SU-DHL-10/current/SU-DHL-10.bam,gs://ccle_bams/raindance/G16640/SU-DHL-10/current/SU-DHL-10.bai,,SUDHL10,Male,Male,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,CCLE line,ACH-000271,,1,,CCLE2,raindance,,734489.0,,lymphocyte,DLBCL,PT-wZ8B12rH,,,,RRrsPA==,,,,,,,,,,
CDS-2yAyQM,,gs://ccle_bams/raindance/G16640/SU-DHL-4/current/SU-DHL-4.bam,gs://ccle_bams/raindance/G16640/SU-DHL-4/current/SU-DHL-4.bai,,SUDHL4,Male,Male,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,CCLE line,ACH-000365,,1,,CCLE2,raindance,,734518.0,,lymphocyte,DLBCL,PT-7OY9jJXu,,,,Md7kWA==,,,,,,,,,,
CDS-AVuF7S,,gs://ccle_bams/raindance/G16640/SU-DHL-5/current/SU-DHL-5.bam,gs://ccle_bams/raindance/G16640/SU-DHL-5/current/SU-DHL-5.bai,,SUDHL5,Female,Female,lymph_node,Lymphoma,non_hodgkin_lymphoma,CCLE line,ACH-000660,,1,,CCLE2,raindance,,734502.0,,lymphocyte,DLBCL,PT-W2tqUEbI,,,,y6xCEQ==,,,,,,,,,,
CDS-Wfd8wS,,gs://ccle_bams/raindance/G16640/SU-DHL-6/current/SU-DHL-6.bam,gs://ccle_bams/raindance/G16640/SU-DHL-6/current/SU-DHL-6.bai,,SUDHL6,Male,Male,ascites,Lymphoma,non_hodgkin_lymphoma,CCLE line,ACH-000611,,1,,CCLE2,raindance,,734518.0,,lymphocyte,DLBCL,PT-2oTO0tYE,,,,NnMWqg==,,,,,,,,,,
CDS-ckaEDi,,gs://ccle_bams/raindance/G16640/SU-DHL-8/current/SU-DHL-8.bam,gs://ccle_bams/raindance/G16640/SU-DHL-8/current/SU-DHL-8.bai,,SUDHL8,Male,Male,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,CCLE line,ACH-000656,,1,,CCLE2,raindance,,734489.0,,lymphocyte,DLBCL,PT-SkxJ958Y,,,,swj6Cw==,,,,,,,,,,
CDS-JYDDMu,,gs://ccle_bams/raindance/G16640/SU.86.86/current/SU.86.86.bam,gs://ccle_bams/raindance/G16640/SU.86.86/current/SU.86.86.bai,,SU8686,Female,Female,liver,Pancreatic Cancer,exocrine,CCLE line,ACH-000114,,1,,CCLE2,raindance,,734502.0,,pancreas,exocrine_adenocarcinoma,PT-PztFvGAF,,,,u/RXcg==,,,,,,,,,,
CDS-zE4D1e,,gs://ccle_bams/raindance/G16640/SUIT-2/current/SUIT-2.bam,gs://ccle_bams/raindance/G16640/SUIT-2/current/SUIT-2.bai,,SUIT2,Male,Male,liver,Pancreatic Cancer,exocrine,CCLE line; moderately differentiated,ACH-000652,,1,,CCLE2,raindance,,734489.0,,pancreas,exocrine_adenocarcinoma,PT-pnHOetVF,,,,1nXWlQ==,,,,,,,,,,
CDS-Twvlq7,,gs://ccle_bams/raindance/G16640/SUP-B15/current/SUP-B15.bam,gs://ccle_bams/raindance/G16640/SUP-B15/current/SUP-B15.bai,,SUPB15,Male,Male,bone_marrow,Leukemia,ALL,CCLE line,ACH-000059,,1,,CCLE2,raindance,,734502.0,,blood,b_cell,PT-tnmOQZuo,,,,pGsPyw==,,,,,,,,,,
CDS-EG0HyV,,gs://ccle_bams/raindance/G16640/SUP-HD1/current/SUP-HD1.bam,gs://ccle_bams/raindance/G16640/SUP-HD1/current/SUP-HD1.bai,,SUPHD1,Male,Male,pleural_effusion,Lymphoma,hodgkin_lymphoma,CCLE line,ACH-001203,,1,,CCLE2,raindance,,734489.0,,lymphocyte,,PT-4of9Yqi6,,,,kPlNiQ==,,,,,,,,,,
CDS-PnWCxn,,gs://ccle_bams/raindance/G16640/SUP-M2/current/SUP-M2.bam,gs://ccle_bams/raindance/G16640/SUP-M2/current/SUP-M2.bai,,SUPM2,Female,Female,central_nervous_system,Lymphoma,non_hodgkin_lymphoma,,ACH-000226,,1,,CCLE2,raindance,,734502.0,,lymphocyte,t_cell_ALCL,PT-J0HbgkcN,,,,h02zIA==,,,,,,,,,,
CDS-whh8E4,,gs://ccle_bams/raindance/G16640/SUP-T1/current/SUP-T1.bam,gs://ccle_bams/raindance/G16640/SUP-T1/current/SUP-T1.bai,,SUPT1,Male,Male,pleural_effusion,Leukemia,ALL,CCLE line; T cell lymphoblastic leukemia,ACH-000953,,1,,CCLE2,raindance,,734488.0,,blood,t_cell,PT-5GDS5cM4,,,,wdn6MA==,,,,,,,,,,
CDS-fEuHXM,,gs://ccle_bams/raindance/G16640/SW1116/current/SW1116.bam,gs://ccle_bams/raindance/G16640/SW1116/current/SW1116.bai,,SW1116,Male,Male,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000489,,1,,CCLE2,raindance,,734502.0,,colorectal,,PT-AsPpPp2w,,,,oX/EUA==,,,,,,,,,,
CDS-2E72XI,,gs://ccle_bams/raindance/G16640/SW1417/current/SW1417.bam,gs://ccle_bams/raindance/G16640/SW1417/current/SW1417.bai,,SW1417,Female,Female,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000236,,1,,CCLE2,raindance,,734489.0,,colorectal,,PT-Lx8Sqjm8,,,,JWeJGg==,,,,,,,,,,
CDS-x0uesH,,gs://ccle_bams/raindance/G16640/SW1463/current/SW1463.bam,gs://ccle_bams/raindance/G16640/SW1463/current/SW1463.bai,,SW1463,Female,Female,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000470,,1,,CCLE2,raindance,,734489.0,,colorectal,,PT-AlArB6j8,,,,dW7F1Q==,,,,,,,,,,
CDS-debAtQ,,gs://ccle_bams/raindance/G16640/SW403/current/SW403.bam,gs://ccle_bams/raindance/G16640/SW403/current/SW403.bai,,SW403,Female,Female,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000820,,1,,CCLE2,raindance,,734502.0,,colorectal,,PT-vjtmZPdN,,,,/1kVig==,,,,,,,,,,
CDS-FH7Ge8,,gs://ccle_bams/raindance/G16640/SW48/current/SW48.bam,gs://ccle_bams/raindance/G16640/SW48/current/SW48.bai,,SW48,Female,Female,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000958,,1,,CCLE2,raindance,,734518.0,,colorectal,,PT-SeOiITmp,,,,yYznfw==,,,,,,,,,,
CDS-v1gu6V,,gs://ccle_bams/raindance/G16640/SW480/current/SW480.bam,gs://ccle_bams/raindance/G16640/SW480/current/SW480.bai,,SW480,Male,Male,lymph_node,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line; Metastatic pair: SW620 and SW480 were derived from the same patient,ACH-000842,,1,,CCLE2,raindance,,734502.0,,colorectal,,PT-6MB6LNcZ,,,,1tOp7A==,,,,,,,,,,
CDS-55Q5qD,,gs://ccle_bams/raindance/G16640/SW579/current/SW579.bam,gs://ccle_bams/raindance/G16640/SW579/current/SW579.bai,,SW579,Unknown,Male,thyroid,Thyroid Cancer,thyroid_squamous,CCLE line; Identical lines: SW579 and CGTH-W-1 share high SNP identity. CGTH-W-1 really is SW579.,ACH-000163,,1,,CCLE2,raindance,,734502.0,,thyroid,,PT-bkkho4xG,,,,qqrwsA==,,,,,,,,,,
CDS-gsMI8w,,gs://ccle_bams/raindance/G16640/SW620/current/SW620.bam,gs://ccle_bams/raindance/G16640/SW620/current/SW620.bai,,SW620,Male,Male,lymph_node,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line; Metastatic pair: SW620 and SW480 were derived from the same patient,ACH-000651,,1,,CCLE2,raindance,,734489.0,,colorectal,,PT-Uis5So7F,,,,dBGg1Q==,,,,,,,,,,
CDS-WLoLhz,,gs://ccle_bams/raindance/G16640/SW837/current/SW837.bam,gs://ccle_bams/raindance/G16640/SW837/current/SW837.bai,,SW837,Male,Male,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000421,,1,,CCLE2,raindance,,734518.0,,colorectal,,PT-W9UeD43F,,,,15ThhQ==,,,,,,,,,,
CDS-NGPLn2,,gs://ccle_bams/raindance/G16640/SW948/current/SW948.bam,gs://ccle_bams/raindance/G16640/SW948/current/SW948.bai,,SW948,Female,Female,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000680,,1,,CCLE2,raindance,,734502.0,,colorectal,,PT-yQEqmHB0,,,,zn6jWw==,,,,,,,,,,
CDS-Kr0JNN,,gs://ccle_bams/raindance/G16640/SW_1088/current/SW_1088.bam,gs://ccle_bams/raindance/G16640/SW_1088/current/SW_1088.bai,,SW1088,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000437,,1,,CCLE2,raindance,,734494.0,,central_nervous_system,astrocytoma,PT-22wPUmWS,,,,Sf/c7Q==,,,,,,,,,,
CDS-L0xDMc,,gs://ccle_bams/raindance/G16640/SW_1271/current/SW_1271.bam,gs://ccle_bams/raindance/G16640/SW_1271/current/SW_1271.bai,,SW1271,Male,Male,lung,Lung Cancer,SCLC,CCLE line,ACH-000890,,1,,CCLE2,raindance,,734502.0,,lung,,PT-a7rG9fcn,,,,3opUnA==,,,,,,,,,,
CDS-J5Bbwy,,gs://ccle_bams/raindance/G16640/SW_1353/current/SW_1353.bam,gs://ccle_bams/raindance/G16640/SW_1353/current/SW_1353.bai,,SW1353,Female,Female,bone,Bone Cancer,chondrosarcoma,CCLE line; IDH1 mutant,ACH-000418,,1,,CCLE2,raindance,,734488.0,,bone,,PT-6uJFGIdy,,,,SkX4hw==,,,,,,,,,,
CDS-BTpCu2,,gs://ccle_bams/raindance/G16640/SW_1783/current/SW_1783.bam,gs://ccle_bams/raindance/G16640/SW_1783/current/SW_1783.bai,,SW1783,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000883,,1,,CCLE2,raindance,,734502.0,,central_nervous_system,astrocytoma,PT-rChfh7H1,,,,pz3E+Q==,,,,,,,,,,
CDS-7f36MS,,gs://ccle_bams/raindance/G16640/SW_1990/current/SW_1990.bam,gs://ccle_bams/raindance/G16640/SW_1990/current/SW_1990.bai,,SW1990,Male,Male,spleen,Pancreatic Cancer,exocrine,CCLE line,ACH-000155,,1,,CCLE2,raindance,,734502.0,,pancreas,exocrine_adenocarcinoma,PT-fyTE1Nf0,,,,jbBKWA==,,,,,,,,,,
CDS-ALukDp,,gs://ccle_bams/raindance/G16640/SW_780/current/SW_780.bam,gs://ccle_bams/raindance/G16640/SW_780/current/SW_780.bai,,SW780,Female,Female,urinary_tract,Bladder Cancer,bladder_carcinoma,CCLE line,ACH-000384,,1,,CCLE2,raindance,,734502.0,,urinary_tract,bladder_transitional_cell,PT-cXYu1gVD,,,,0vqpFw==,,,,,,,,,,
CDS-PdYjOt,,gs://ccle_bams/raindance/G16640/SW_900/current/SW_900.bam,gs://ccle_bams/raindance/G16640/SW_900/current/SW_900.bai,,SW900,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000669,,1,,CCLE2,raindance,,734494.0,,lung,NSCLC_squamous,PT-pms3OpXH,,,,uRHY4g==,,,,,,,,,,
CDS-RrmfYo,,gs://ccle_bams/raindance/G16640/Set-2/current/Set-2.bam,gs://ccle_bams/raindance/G16640/Set-2/current/Set-2.bai,,SET2,Female,Female,haematopoietic_and_lymphoid_tissue,Leukemia,AML,CCLE line,ACH-000195,,1,,CCLE2,raindance,,734489.0,,blood,,PT-Ftjkb7Jw,,,,eTCqcg==,,,,,,,,,,
CDS-gJtQhu,,gs://ccle_bams/raindance/G16640/Sq-1/current/Sq-1.bam,gs://ccle_bams/raindance/G16640/Sq-1/current/Sq-1.bai,,SQ1,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000553,,1,,CCLE2,raindance,,734502.0,,lung,NSCLC_squamous,PT-j1Wpverg,,,,E9HfMA==,,,,,,,,,,
CDS-rvxpov,,gs://ccle_bams/raindance/G16640/T-47D/current/T-47D.bam,gs://ccle_bams/raindance/G16640/T-47D/current/T-47D.bai,,T47D,Female,Female,pleural_effusion,Breast Cancer,breast_ductal_carcinoma,CCLE line; Luminal; ERpos,ACH-000147,,1,,CCLE2,raindance,,734489.0,,breast,ERpos_HER2neg,PT-lEZLAepZ,,,,T+LEiA==,,,,,,,,,,
CDS-9xi61W,,gs://ccle_bams/raindance/G16640/T.T/current/T.T.bam,gs://ccle_bams/raindance/G16640/T.T/current/T.T.bai,,TDOTT,Male,Male,bone,Esophageal Cancer,esophagus_squamous,CCLE line,ACH-000561,,1,,CCLE2,raindance,,734489.0,,esophagus,,PT-BliRJdLK,,,,jTBxxA==,,,,,,,,,,
CDS-9wfYSe,,gs://ccle_bams/raindance/G16640/T1-73/current/T1-73.bam,gs://ccle_bams/raindance/G16640/T1-73/current/T1-73.bai,,T173,Unknown,Unknown,fibroblast,Fibroblast,fibroblast_bone,CCLE line,ACH-000529,,1,,CCLE2,raindance,,734502.0,,fibroblast,,PT-JgBeK1ma,,,,SqRNgA==,,,,,,,,,,
CDS-vTp8jF,,gs://ccle_bams/raindance/G16640/T3M-10/current/T3M-10.bam,gs://ccle_bams/raindance/G16640/T3M-10/current/T3M-10.bai,,T3M10,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000813,,1,,CCLE2,raindance,,734518.0,,lung,NSCLC_large_cell,PT-ss7HkgzQ,,,,8FQgOg==,,,,,,,,,,
CDS-7iiPbt,,gs://ccle_bams/raindance/G16640/T3M-4/current/T3M-4.bam,gs://ccle_bams/raindance/G16640/T3M-4/current/T3M-4.bai,,T3M4,Male,Male,lymph_node,Pancreatic Cancer,exocrine,CCLE line,ACH-000085,,1,,CCLE2,raindance,,734489.0,,pancreas,exocrine_adenocarcinoma,PT-DjXL5czp,,,,R7w47w==,,,,,,,,,,
CDS-BPSYNd,,gs://ccle_bams/raindance/G16640/T84/current/T84.bam,gs://ccle_bams/raindance/G16640/T84/current/T84.bai,,T84,Male,Male,lung,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000381,,1,,CCLE2,raindance,,734489.0,,colorectal,,PT-j6ZpDmy0,,,,peEGYQ==,,,,,,,,,,
CDS-ZC7WIp,,gs://ccle_bams/raindance/G16640/T98G/current/T98G.bam,gs://ccle_bams/raindance/G16640/T98G/current/T98G.bai,,T98G,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000571,,1,,CCLE2,raindance,,734494.0,,central_nervous_system,glioblastoma,PT-jxtiRa8v,,,,jDd/PA==,,,,,,,,,,
CDS-fwNpXv,,gs://ccle_bams/raindance/G16640/TALL-1/current/TALL-1.bam,gs://ccle_bams/raindance/G16640/TALL-1/current/TALL-1.bai,,TALL1,Male,Male,bone_marrow,Leukemia,ALL,CCLE line,ACH-000197,,1,,CCLE2,raindance,,734489.0,,blood,t_cell,PT-dzVv32I5,,,,pKJKAw==,,,,,,,,,,
CDS-hzHEt5,,gs://ccle_bams/raindance/G16640/TCC-PAN2/current/TCC-PAN2.bam,gs://ccle_bams/raindance/G16640/TCC-PAN2/current/TCC-PAN2.bai,,TCCPAN2,Female,Female,ascites,Pancreatic Cancer,exocrine,CCLE line; exocrine adenocarcinoma,ACH-000502,,1,,CCLE2,raindance,,734494.0,,pancreas,exocrine_adenocarcinoma,PT-0vesSl6y,,,,5lfQWQ==,,,,,,,,,,
CDS-4XtQfO,,gs://ccle_bams/raindance/G16640/TE-11/current/TE-11.bam,gs://ccle_bams/raindance/G16640/TE-11/current/TE-11.bai,,TE11,Male,Male,oesophagus,Esophageal Cancer,esophagus_squamous,CCLE line,ACH-000488,,1,,CCLE2,raindance,,734489.0,,esophagus,,PT-cSI0dVN3,,,,I7YKPQ==,,,,,,,,,,
CDS-bQoHE4,,gs://ccle_bams/raindance/G16640/TE-14/current/TE-14.bam,gs://ccle_bams/raindance/G16640/TE-14/current/TE-14.bai,,TE14,Male,Male,oesophagus,Esophageal Cancer,esophagus_squamous,CCLE line,ACH-000726,,1,,CCLE2,raindance,,734489.0,,esophagus,,PT-wIjiXfSh,,,,9xSh1w==,,,,,,,,,,
CDS-HMYdgJ,,gs://ccle_bams/raindance/G16640/TE-4/current/TE-4.bam,gs://ccle_bams/raindance/G16640/TE-4/current/TE-4.bai,,TE4,Female,Female,lymph_node,Esophageal Cancer,esophagus_squamous,CCLE line,ACH-000917,,1,,CCLE2,raindance,,734489.0,,esophagus,,PT-WJUnlYaq,,,,VENSgg==,,,,,,,,,,
CDS-NxuHrb,,gs://ccle_bams/raindance/G16640/TE-5/current/TE-5.bam,gs://ccle_bams/raindance/G16640/TE-5/current/TE-5.bai,,TE5,Female,Female,oesophagus,Esophageal Cancer,esophagus_squamous,CCLE line,ACH-000408,,1,,CCLE2,raindance,,734518.0,,esophagus,,PT-uRuUbxFK,,,,GZVxfA==,,,,,,,,,,
CDS-wLlHXe,,gs://ccle_bams/raindance/G16640/TE-6/current/TE-6.bam,gs://ccle_bams/raindance/G16640/TE-6/current/TE-6.bai,,TE6,Male,Male,oesophagus,Esophageal Cancer,esophagus_squamous,CCLE line,ACH-000605,,1,,CCLE2,raindance,,734488.0,,esophagus,,PT-zyudk6Da,,,,Nqs8Fw==,,,,,,,,,,
