,index,unknown,v1,v2,v3,v4,v5,v6,current
1900,L-540,,gs://ccle_bams/rna/G29750/L-540/v1/L-540.bam,,,,,,gs://ccle_bams/rna/G16640/L-540/current/L-540.bam
1901,L3.3,,gs://ccle_bams/wes/G16640/L3.3/current/L3.3.bam,gs://ccle_bams/rna/G29750/L3.3/v2/L3.3.bam,,,,,
1902,L82,,gs://ccle_bams/wes/RP-1211/Exome/L82/current/L82.bam,,,,,,
1903,L82_1,,gs://ccle_bams/wes/G131709/L82_1/current/L82_1.bam,,,,,,
1904,LAMA-84,,gs://ccle_bams/rna/G32831/LAMA-84/v1/LAMA-84.bam,gs://ccle_bams/rna/G29750/LAMA-84/v2/LAMA-84.bam,,,,,
1905,LAN2,,gs://ccle_bams/wes/LAN2.bam,gs://ccle_bams/wes/G141708/LAN2/v2/LAN2.bam,,,,,
1906,LC-1F,,gs://ccle_bams/rna/G29750/LC-1F/v1/LC-1F.bam,gs://ccle_bams/wes/G32831/LC-1F/v2/LC-1F.bam,,,,,gs://ccle_bams/rna/G16640/LC-1F/current/LC-1F.bam
1907,LC-1_sq-SF,,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_Aug2019/RP-1561/RNA/LC-1_sq-SF/v1/LC-1_sq-SF.bam,,,,,,
1908,LCLC-103H,,gs://ccle_bams/rna/G29750/LCLC-103H/v1/LCLC-103H.bam,,,,,,gs://ccle_bams/wes/C1926/LCLC-103H/current/LCLC-103H.bam
1909,LCLC-97TM1,,gs://ccle_bams/rna/G16640/LCLC-97TM1/current/LCLC-97TM1.bam,gs://ccle_bams/wes/G29750/LCLC-97TM1/v2/LCLC-97TM1.bam,,,,,
1910,LCLC97TM1,,gs://ccle_bams/wes/RP-1561/Exome/LCLC97TM1/current/LCLC97TM1.bam,,,,,,
1911,LK-2,,gs://ccle_bams/rna/C1926/LK-2/current/LK-2.bam,gs://ccle_bams/wes/G32831/LK-2/v2/LK-2.bam,,,,,
1912,LMSU,,gs://ccle_bams/wes/G16640/LMSU/current/LMSU.bam,gs://ccle_bams/rna/G29750/LMSU/v2/LMSU.bam,,,,,
1913,LN-18,,gs://ccle_bams/rna/G16640/LN-18/current/LN-18.bam,gs://ccle_bams/rna/G32831/LN-18/v2/LN-18.bam,gs://ccle_bams/wes/G29750/LN-18/v3/LN-18.bam,,,,
1914,LN-215,,gs://ccle_bams/wes/RP-1211/Exome/LN-215/v1/LN-215.bam,,,,,,gs://ccle_bams/rna/G131709/LN-215/current/LN-215.bam
1915,LN-229,,gs://ccle_bams/rna/G29750/LN-229/v1/LN-229.bam,gs://ccle_bams/wes/G32831/LN-229/v2/LN-229.bam,,,,,gs://ccle_bams/rna/G16640/LN-229/current/LN-229.bam
1916,LN-235,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/LN-235/v1/LN-235.bam,,,,,,gs://ccle_bams/rna/G41762/LN-235/current/LN-235.bam
1917,LN-340,,gs://ccle_bams/wes/Getz_IBM_CellLine_WES_Batch2_April2019/RP-1561/Exome/LN-340/v1/LN-340.bam,,,,,,gs://ccle_bams/rna/G41755/LN-340/current/LN-340.bam
1918,LN-382,,gs://ccle_bams/rna/G41767/LN-382/current/LN-382.bam,,,,,,
1919,LN-428,,gs://ccle_bams/wes/RP-1211/Exome/LN-428/v1/LN-428.bam,,,,,,gs://ccle_bams/wes/G131709/LN-428/current/LN-428.bam
1920,LN-443,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/LN-443/v1/LN-443.bam,,,,,,gs://ccle_bams/wes/G41758/LN-443/current/LN-443.bam
1921,LN-464,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G41757/NA/LN-464/v1/LN-464.bam,gs://ccle_bams/wes/RP-1211/Exome/LN-464/v2/LN-464.bam,,,,,
1922,LN-Z308,,gs://ccle_bams/rna/G41781/LN-Z308/current/LN-Z308.bam,,,,,,
1923,LN319,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/LN319/v1/LN319.bam,,,,,,
1924,LN382,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/LN382/v1/LN382.bam,,,,,,
1925,LNCaP_clone_FGC,,gs://ccle_bams/wes/G16640/LNCaP_clone_FGC/current/LNCaP_clone_FGC.bam,gs://ccle_bams/wes/G29750/LNCaP_clone_FGC/v2/LNCaP_clone_FGC.bam,,,,,
1926,LNZ308,,gs://ccle_bams/wes/LNZ308/current/LNZ308.bam,,,,,,
1927,LOU-NH91,,gs://ccle_bams/wes/C1926/LOU-NH91/current/LOU-NH91.bam,,gs://ccle_bams/wes/G29750/LOU-NH91/v3/LOU-NH91.bam,,,,
1928,LOX_IMVI,,gs://ccle_bams/wes/G16464/LOX_IMVI/v1/LOX_IMVI.bam,,,,,,gs://ccle_bams/wes/G48942/LOX_IMVI/current/LOX_IMVI.bam
1929,LP-1,,gs://ccle_bams/wes/G16640/LP-1/current/LP-1.bam,gs://ccle_bams/wes/G29750/LP-1/v2/LP-1.bam,,,,,
1930,LPS067,gs://ccle_bams/rna/LPS067.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_Sept2019/RP-1561/Exome/LPS067/v1/LPS067.bam,,,,,,
1931,LPS141,gs://ccle_bams/rna/LPS141.bam,gs://ccle_bams/wes/RP-1561/Exome/LPS141/v1/LPS141.bam,,,,,,
1932,LPS27,gs://ccle_bams/wes/LPS27.bam,gs://ccle_bams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/LPS27/v1/LPS27.bam,,,,,,
1933,LPS510,gs://ccle_bams/rna/LPS510.bam,gs://ccle_bams/wes/RP-1561/Exome/LPS510/v1/LPS510.bam,gs://ccle_bams/rna/RNA/LPS510/v2/LPS510.bam,,,,,
1934,LPS6,,gs://ccle_bams/rna/G146344/LPS6/current/LPS6.bam,,,,,,
1935,LPS6_1,,gs://ccle_bams/wes/RP-1561/Exome/LPS6_1/current/LPS6_1.bam,,,,,,
1936,LPS853,gs://ccle_bams/rna/LPS853.bam,gs://ccle_bams/wes/RP-1561/Exome/LPS853/v1/LPS853.bam,,,,,,
1937,LS,,gs://ccle_bams/wes/LS.bam,,,,,,gs://ccle_bams/rna/RP-1561/RNA/LS/current/LS.bam
1938,LS1034,,gs://ccle_bams/rna/C1926/LS1034/current/LS1034.bam,,gs://ccle_bams/rna/G29750/LS1034/v3/LS1034.bam,,,,
1939,LS123,,gs://ccle_bams/wes/G16640/LS123/current/LS123.bam,gs://ccle_bams/wes/G29750/LS123/v2/LS123.bam,,,,,
1940,LS411N,,gs://ccle_bams/rna/G32831/LS411N/v1/LS411N.bam,,,,,,gs://ccle_bams/wes/G16640/LS411N/current/LS411N.bam
1941,LS513,,gs://ccle_bams/wes/LS513.bam,gs://ccle_bams/rna/G29750/LS513/v2/LS513.bam,,,gs://ccle_bams/wes/G32831/LS513/v5/LS513.bam,,gs://ccle_bams/rna/G16640/LS513/current/LS513.bam
1942,LS_180,,gs://ccle_bams/wes/G29750/LS_180/v1/LS_180.bam,,,,,,gs://ccle_bams/rna/G16640/LS_180/current/LS_180.bam
1943,LU135,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_8samples_013119/RP-1561/RNA/LU135/v1/LU135.bam,,,,,,gs://ccle_bams/wes/LU135/current/LU135.bam
1944,LU65,,gs://ccle_bams/wes/G29750/LU65/v1/LU65.bam,,,,,,gs://ccle_bams/wes/G16640/LU65/current/LU65.bam
1945,LU99,,gs://ccle_bams/rna/G29750/LU99/v1/LU99.bam,,gs://ccle_bams/wes/G32831/LU99/v3/LU99.bam,,,,gs://ccle_bams/rna/G16640/LU99/current/LU99.bam
1946,LUDLU-1,,gs://ccle_bams/rna/G29750/LUDLU-1/v1/LUDLU-1.bam,,,,,,gs://ccle_bams/rna/G16640/LUDLU-1/current/LUDLU-1.bam
1947,LXF-289,,gs://ccle_bams/wes/G16640/LXF-289/current/LXF-289.bam,gs://ccle_bams/rna/G29750/LXF-289/v2/LXF-289.bam,,,,,
1948,Li-7,,gs://ccle_bams/wes/G29750/Li-7/v1/Li-7.bam,,,,,,gs://ccle_bams/rna/G16640/Li-7/current/Li-7.bam
1949,LoVo,,gs://ccle_bams/wes/G29750/LoVo/v1/LoVo.bam,,,,,,
1950,Loucy,,gs://ccle_bams/rna/G29750/Loucy/v1/Loucy.bam,,,,,,gs://ccle_bams/rna/G16640/Loucy/current/Loucy.bam
1951,M-07e,,gs://ccle_bams/wes/G16640/M-07e/current/M-07e.bam,,gs://ccle_bams/rna/G29750/M-07e/v3/M-07e.bam,,,,
1952,M040416_1,,gs://ccle_bams/wes/M040416_1.bam,,,,,,
1953,M059K,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/M059K/v1/M059K.bam,,,,,,gs://ccle_bams/wes/M059K/current/M059K.bam
1954,M140325_1,,gs://ccle_bams/wes/M140325_1.bam,,,,,,
1955,MAC2A_1,,gs://ccle_bams/wes/RP-1003/Exome/MAC2A_1/current/MAC2A_1.bam,,,,,,
1956,MB1,,gs://ccle_bams/wes/MB1.bam,,,,,,gs://ccle_bams/rna/G141708/MB1/current/MB1.bam
1957,MC116,,gs://ccle_bams/wes/G29750/MC116/v1/MC116.bam,,,,,,gs://ccle_bams/rna/G16640/MC116/current/MC116.bam
1958,MCAS,,gs://ccle_bams/rna/G16640/MCAS/current/MCAS.bam,gs://ccle_bams/wes/G29750/MCAS/v2/MCAS.bam,,,,,
1959,MCC13_1,,gs://ccle_bams/wes/RP-1500/Exome/MCC13_1/current/MCC13_1.bam,,,,,,
1960,MCC142_1,,gs://ccle_bams/wes/RP-1500/Exome/MCC142_1/current/MCC142_1.bam,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_39sample_10262017/G134624/NA/MCC142_1/v4/MCC142_1.bam,,,
1961,MCC26_1,,gs://ccle_bams/wes/RP-1500/Exome/MCC26_1/current/MCC26_1.bam,,,,,,
1962,MCF7,gs://ccle_bams/wes/MCF7.bam,gs://ccle_bams/wes/G32831/MCF7/v1/MCF7.bam,gs://ccle_bams/wes/G29750/MCF7/v2/MCF7.bam,,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_19samples_02012018/G41726/NA/MCF7/v6/MCF7.bam,
1963,MDA-MB-134-VI,,gs://ccle_bams/rna/G32831/MDA-MB-134-VI/v1/MDA-MB-134-VI.bam,,,,,,gs://ccle_bams/wes/G48942/MDA-MB-134-VI/current/MDA-MB-134-VI.bam
1964,MDA-MB-157,,,gs://ccle_bams/rna/G29750/MDA-MB-157/v2/MDA-MB-157.bam,gs://ccle_bams/rna/G32831/MDA-MB-157/v3/MDA-MB-157.bam,,,,
1965,MDA-MB-175-VII,,gs://ccle_bams/rna/G16640/MDA-MB-175-VII/current/MDA-MB-175-VII.bam,gs://ccle_bams/wes/G29750/MDA-MB-175-VII/v2/MDA-MB-175-VII.bam,,,,,
1966,MDA-MB-231,,gs://ccle_bams/wes/G16640/MDA-MB-231/current/MDA-MB-231.bam,gs://ccle_bams/rna/G32831/MDA-MB-231/v2/MDA-MB-231.bam,,,,,
1967,MDA-MB-361,,gs://ccle_bams/rna/G29750/MDA-MB-361/v1/MDA-MB-361.bam,gs://ccle_bams/rna/G32831/MDA-MB-361/v2/MDA-MB-361.bam,,,,,gs://ccle_bams/wes/G16640/MDA-MB-361/current/MDA-MB-361.bam
1968,MDA-MB-415,,,gs://ccle_bams/rna/G29750/MDA-MB-415/v2/MDA-MB-415.bam,,,,,
1969,MDA-MB-435S,,gs://ccle_bams/wes/G29750/MDA-MB-435S/v1/MDA-MB-435S.bam,,,,,,gs://ccle_bams/wes/MDA-MB-435S/current/MDA-MB-435S.bam
1970,MDA-MB-436,,gs://ccle_bams/wes/G16640/MDA-MB-436/current/MDA-MB-436.bam,gs://ccle_bams/wes/G29750/MDA-MB-436/v2/MDA-MB-436.bam,,,,,
1971,MDA-MB-453,,gs://ccle_bams/rna/G32831/MDA-MB-453/v1/MDA-MB-453.bam,,,,,,gs://ccle_bams/wes/G16640/MDA-MB-453/current/MDA-MB-453.bam
1972,MDA-MB-468,,gs://ccle_bams/wes/G48942/MDA-MB-468/current/MDA-MB-468.bam,,,,,,
1973,MDA_PCa_2b,,gs://ccle_bams/rna/G16640/MDA_PCa_2b/current/MDA_PCa_2b.bam,gs://ccle_bams/wes/G29750/MDA_PCa_2b/v2/MDA_PCa_2b.bam,,,,,
1974,MDST8,,gs://ccle_bams/rna/G16640/MDST8/current/MDST8.bam,gs://ccle_bams/rna/G29750/MDST8/v2/MDST8.bam,,,,,
1975,ME-1,,,,gs://ccle_bams/rna/G29750/ME-1/v3/ME-1.bam,,,,
1976,MEC-1,,gs://ccle_bams/rna/G16640/MEC-1/current/MEC-1.bam,gs://ccle_bams/wes/G29750/MEC-1/v2/MEC-1.bam,,,,,
1977,MEG-01,,gs://ccle_bams/rna/G29750/MEG-01/v1/MEG-01.bam,,,,,,gs://ccle_bams/rna/G16640/MEG-01/current/MEG-01.bam
1978,MEL-HO,,gs://ccle_bams/wes/G16640/MEL-HO/current/MEL-HO.bam,,gs://ccle_bams/wes/G29750/MEL-HO/v3/MEL-HO.bam,,,,
1979,MEL-JUSO,,gs://ccle_bams/wes/G29750/MEL-JUSO/v1/MEL-JUSO.bam,,,,,,gs://ccle_bams/wes/G16640/MEL-JUSO/current/MEL-JUSO.bam
1980,MEL202_1,,gs://ccle_bams/wes/RP-1500/Exome/MEL202_1/current/MEL202_1.bam,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_39sample_10262017/G134624/NA/MEL202_1/v4/MEL202_1.bam,,,
1981,MEL285,,gs://ccle_bams/wes/RP-1561/Exome/MEL285/v1/MEL285.bam,,,,,,gs://ccle_bams/rna/MEL285/current/MEL285.bam
1982,MEL290,,gs://ccle_bams/rna/MEL290.bam,gs://ccle_bams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/MEL290/v2/MEL290.bam,,,,,gs://ccle_bams/wes/MEL290/current/MEL290.bam
1983,MERO14_1,,gs://ccle_bams/wes/RP-1500/Exome/MERO14_1/current/MERO14_1.bam,,,,,,
1984,MERO25_1,,gs://ccle_bams/wes/RP-1500/Exome/MERO25_1/current/MERO25_1.bam,,,,,,
1985,MERO41_1,,gs://ccle_bams/wes/RP-1500/Exome/MERO41_1/current/MERO41_1.bam,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_39sample_10262017/G134624/NA/MERO41_1/v4/MERO41_1.bam,,,
1986,MERO48A_1,,gs://ccle_bams/wes/RP-1500/Exome/MERO48A_1/current/MERO48A_1.bam,,,gs://ccle_bams/wes/G134624/MERO48A_1/v4/MERO48A_1.bam,,,
1987,MERO82_1,,gs://ccle_bams/wes/RP-1500/Exome/MERO82_1/current/MERO82_1.bam,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_39sample_10262017/G134624/NA/MERO82_1/v4/MERO82_1.bam,,,
1988,MERO83_1,,gs://ccle_bams/wes/RP-1500/Exome/MERO83_1/current/MERO83_1.bam,,,,,,
1989,MERO84_1,,gs://ccle_bams/wes/RP-1500/Exome/MERO84_1/current/MERO84_1.bam,,,,,,
1990,MERO95_1,,gs://ccle_bams/wes/RP-1500/Exome/MERO95_1/current/MERO95_1.bam,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_39sample_10262017/G134624/NA/MERO95_1/v4/MERO95_1.bam,,,
1991,MES-SA,,gs://ccle_bams/wes/G29750/MES-SA/v1/MES-SA.bam,,,,,,gs://ccle_bams/wes/G16640/MES-SA/current/MES-SA.bam
1992,MFE-280,,gs://ccle_bams/rna/G32831/MFE-280/v1/MFE-280.bam,,,,,,gs://ccle_bams/rna/G16640/MFE-280/current/MFE-280.bam
1993,MFE-296,,gs://ccle_bams/wes/G29750/MFE-296/v1/MFE-296.bam,,,,,,gs://ccle_bams/wes/G16640/MFE-296/current/MFE-296.bam
1994,MFE-319,,gs://ccle_bams/wes/G29750/MFE-319/v1/MFE-319.bam,gs://ccle_bams/rna/G32831/MFE-319/v2/MFE-319.bam,,,,,gs://ccle_bams/wes/G16640/MFE-319/current/MFE-319.bam
1995,MFM223,gs://ccle_bams/rna/MFM223.bam,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/MFM223/v1/MFM223.bam,,,,,,
1996,MG-63,,gs://ccle_bams/wes/G29750/MG-63/v1/MG-63.bam,,,,,,gs://ccle_bams/rna/G16640/MG-63/current/MG-63.bam
1997,MHH-CALL-2,,gs://ccle_bams/wes/G29750/MHH-CALL-2/v1/MHH-CALL-2.bam,,,,,,gs://ccle_bams/wes/G16640/MHH-CALL-2/current/MHH-CALL-2.bam
1998,MHH-CALL-3,,gs://ccle_bams/rna/G16640/MHH-CALL-3/current/MHH-CALL-3.bam,,gs://ccle_bams/wes/G29750/MHH-CALL-3/v3/MHH-CALL-3.bam,,,,
1999,MHH-CALL-4,,gs://ccle_bams/rna/G16640/MHH-CALL-4/current/MHH-CALL-4.bam,gs://ccle_bams/rna/G29750/MHH-CALL-4/v2/MHH-CALL-4.bam,,,,,
2000,MHH-ES-1,,gs://ccle_bams/wes/G29750/MHH-ES-1/v1/MHH-ES-1.bam,,,,,,gs://ccle_bams/rna/G16640/MHH-ES-1/current/MHH-ES-1.bam
2001,MHH-NB-11,,gs://ccle_bams/wes/G29750/MHH-NB-11/v1/MHH-NB-11.bam,,,,,,gs://ccle_bams/wes/G16640/MHH-NB-11/current/MHH-NB-11.bam
2002,MIA_PaCa-2,,gs://ccle_bams/wes/G32831/MIA_PaCa-2/v1/MIA_PaCa-2.bam,,gs://ccle_bams/rna/G29750/MIA_PaCa-2/v3/MIA_PaCa-2.bam,,,,
2003,MJ,,gs://ccle_bams/rna/G16640/MJ/current/MJ.bam,gs://ccle_bams/wes/G29750/MJ/v2/MJ.bam,,,,,
2004,MKN-45,,gs://ccle_bams/wes/G29750/MKN-45/v1/MKN-45.bam,,,,,,gs://ccle_bams/wes/G16640/MKN-45/current/MKN-45.bam
2005,MKN1,,gs://ccle_bams/rna/G29750/MKN1/v1/MKN1.bam,gs://ccle_bams/wes/G32831/MKN1/v2/MKN1.bam,,,,,
2006,MKN7,,gs://ccle_bams/rna/G16640/MKN7/current/MKN7.bam,gs://ccle_bams/rna/G16447/MKN7/v2/MKN7.bam,gs://ccle_bams/wes/G29750/MKN7/v3/MKN7.bam,,,,
2007,MKN74,,gs://ccle_bams/rna/G25201/NA/MKN74/v1/MKN74.bam,gs://ccle_bams/wes/G29750/MKN74/v2/MKN74.bam,,,,,gs://ccle_bams/rna/G16640/MKN74/current/MKN74.bam
2008,ML-1,,gs://ccle_bams/rna/G16640/ML-1/current/ML-1.bam,gs://ccle_bams/rna/G29750/ML-1/v2/ML-1.bam,,,,,
2009,MM1-S,,gs://ccle_bams/rna/G16433/MM1-S/v1/MM1-S.bam,gs://ccle_bams/wes/G29750/MM1-S/v2/MM1-S.bam,,,,,gs://ccle_bams/wes/C1926/MM1-S/current/MM1-S.bam
2010,MM127_1,,gs://ccle_bams/wes/RP-1500/Exome/MM127_1/current/MM127_1.bam,,,gs://ccle_bams/rna/G134624/MM127_1/v4/MM127_1.bam,,,
2011,MM370_1,,gs://ccle_bams/wes/RP-1500/Exome/MM370_1/current/MM370_1.bam,,,,,,
2012,MM383_1,,gs://ccle_bams/wes/RP-1500/Exome/MM383_1/current/MM383_1.bam,,,gs://ccle_bams/rna/G134624/MM383_1/v4/MM383_1.bam,,,
2013,MM386_1,,gs://ccle_bams/wes/RP-1500/Exome/MM386_1/current/MM386_1.bam,,,gs://ccle_bams/wes/G134624/MM386_1/v4/MM386_1.bam,,,
2014,MM415_1,,gs://ccle_bams/wes/RP-1500/Exome/MM415_1/current/MM415_1.bam,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_39sample_10262017/G134624/NA/MM415_1/v4/MM415_1.bam,,,
2015,MM426_1,,gs://ccle_bams/wes/RP-1500/Exome/MM426_1/current/MM426_1.bam,,,gs://ccle_bams/wes/G134624/MM426_1/v4/MM426_1.bam,,,
2016,MOLM-13,,gs://ccle_bams/wes/G16640/MOLM-13/current/MOLM-13.bam,gs://ccle_bams/rna/G29750/MOLM-13/v2/MOLM-13.bam,,,,,
2017,MOLM-16,,gs://ccle_bams/wes/G16640/MOLM-16/current/MOLM-16.bam,gs://ccle_bams/wes/G29750/MOLM-16/v2/MOLM-16.bam,,,,,
2018,MOLM-6,,gs://ccle_bams/wes/G29750/MOLM-6/v1/MOLM-6.bam,,,,,,gs://ccle_bams/rna/G16640/MOLM-6/current/MOLM-6.bam
2019,MOLM1,,gs://ccle_bams/wes/RP-1561/Exome/MOLM1/current/MOLM1.bam,,,,,,
2020,MOLP-2,,gs://ccle_bams/wes/G16640/MOLP-2/current/MOLP-2.bam,gs://ccle_bams/rna/G29750/MOLP-2/v2/MOLP-2.bam,,,,,
2021,MOLP-8,,gs://ccle_bams/wes/G16640/MOLP-8/current/MOLP-8.bam,gs://ccle_bams/rna/G29750/MOLP-8/v2/MOLP-8.bam,,,,,
2022,MOLT-13,,gs://ccle_bams/rna/G29750/MOLT-13/v1/MOLT-13.bam,,,,,,gs://ccle_bams/rna/G16640/MOLT-13/current/MOLT-13.bam
2023,MOLT-16,,gs://ccle_bams/rna/G29750/MOLT-16/v1/MOLT-16.bam,,,,,,gs://ccle_bams/wes/G16640/MOLT-16/current/MOLT-16.bam
2024,MOLT-3,,,gs://ccle_bams/wes/G29750/MOLT-3/v2/MOLT-3.bam,,,,,
2025,MON,,gs://ccle_bams/wes/RP-1211/Exome/MON/v1/MON.bam,,,,,,
2026,MONO-MAC-1,,gs://ccle_bams/rna/G29750/MONO-MAC-1/v1/MONO-MAC-1.bam,gs://ccle_bams/rna/G32831/MONO-MAC-1/v2/MONO-MAC-1.bam,gs://ccle_bams/wes/G26187/MONO-MAC-1/v3/MONO-MAC-1.bam,,,,gs://ccle_bams/wes/RP-1561/Exome/MONO-MAC-1/current/MONO-MAC-1.bam
2027,MONO-MAC-6,,gs://ccle_bams/wes/G29750/MONO-MAC-6/v1/MONO-MAC-6.bam,,,,,,gs://ccle_bams/rna/G16640/MONO-MAC-6/current/MONO-MAC-6.bam
2028,MON_01,,gs://ccle_bams/wes/G77556/MON_01/current/MON_01.bam,,,,,,
2029,MOR_CPR,,gs://ccle_bams/wes/G48942/MOR_CPR/current/MOR_CPR.bam,,,,,,
2030,MOTN-1,,,gs://ccle_bams/wes/G29750/MOTN-1/v2/MOTN-1.bam,,,,,
2031,MP46,,gs://ccle_bams/rna/MP46.bam,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/MP46/v2/MP46.bam,,,,,
2032,MPP_89,,gs://ccle_bams/wes/G29750/MPP_89/v1/MPP_89.bam,,,,,,gs://ccle_bams/wes/RP-1561/Exome/MPP_89/current/MPP_89.bam
2033,MS751,,gs://ccle_bams/wes/RP-1561/Exome/MS751/current/MS751.bam,gs://ccle_bams/wes/G141708/MS751/v2/MS751.bam,,,,,
2034,MSKB9_1,,gs://ccle_bams/wes/RP-1420/Exome/MSKB9_1/current/MSKB9_1.bam,gs://ccle_bams/rna/G136933/MSKB9_1/v2/MSKB9_1.bam,,,,,
2035,MSTO-211H,,gs://ccle_bams/wes/G16452/MSTO-211H/v1/MSTO-211H.bam,,,,,,gs://ccle_bams/wes/G16640/MSTO-211H/current/MSTO-211H.bam
2036,MTA_1,,gs://ccle_bams/wes/RP-1003/Exome/MTA_1/current/MTA_1.bam,,,,,,
2037,MUTZ-5,,gs://ccle_bams/rna/G16640/MUTZ-5/current/MUTZ-5.bam,,,,,,
2038,MUTZ8,gs://ccle_bams/rna/MUTZ8.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/MUTZ8/v1/MUTZ8.bam,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/MUTZ8/v2/MUTZ8.bam,,,,,
2039,MV-4-11,,gs://ccle_bams/wes/G32831/MV-4-11/v1/MV-4-11.bam,gs://ccle_bams/wes/G29750/MV-4-11/v2/MV-4-11.bam,,,,,gs://ccle_bams/rna/G16640/MV-4-11/current/MV-4-11.bam
2040,Malme-3M,,gs://ccle_bams/wes/C1926/Malme-3M/current/Malme-3M.bam,,,,gs://ccle_bams/rna/G29750/Malme-3M/v5/Malme-3M.bam,,
2041,MeWo,,gs://ccle_bams/wes/G29750/MeWo/v1/MeWo.bam,,,,,,gs://ccle_bams/wes/G16640/MeWo/current/MeWo.bam
2042,Mino,,gs://ccle_bams/rna/G29750/Mino/v1/Mino.bam,,,,,,gs://ccle_bams/rna/G16640/Mino/current/Mino.bam
2043,My-La,,gs://ccle_bams/wes/RP-1211/Exome/My-La/current/My-La.bam,,,,,,
2044,My-La_1,,gs://ccle_bams/wes/G131709/My-La_1/current/My-La_1.bam,,,,,,
2045,NALM-1,,gs://ccle_bams/wes/G16640/NALM-1/current/NALM-1.bam,,gs://ccle_bams/rna/G29750/NALM-1/v3/NALM-1.bam,,,,
2046,NALM-19,,gs://ccle_bams/rna/G16640/NALM-19/current/NALM-19.bam,,gs://ccle_bams/wes/G29750/NALM-19/v3/NALM-19.bam,,,,
2047,NALM-6,,gs://ccle_bams/rna/G29750/NALM-6/v1/NALM-6.bam,,,,,,gs://ccle_bams/wes/G16640/NALM-6/current/NALM-6.bam
2048,NALM16,,gs://ccle_bams/rna/NALM16.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_July2019/RP-1561/Exome/NALM16/v2/NALM16.bam,,,,,
2049,NAMALWA,,,gs://ccle_bams/wes/G29750/NAMALWA/v2/NAMALWA.bam,,,,,
2050,NB-1,,gs://ccle_bams/rna/G16640/NB-1/current/NB-1.bam,gs://ccle_bams/rna/G29750/NB-1/v2/NB-1.bam,,,,,
2051,NB-4,,gs://ccle_bams/rna/G16640/NB-4/current/NB-4.bam,gs://ccle_bams/wes/G29750/NB-4/v2/NB-4.bam,,,,,
2052,NB1643_1,,gs://ccle_bams/wes/RP-1211/Exome/NB1643_1/v1/NB1643_1.bam,,,,,,gs://ccle_bams/wes/G130264/NB1643_1/current/NB1643_1.bam
2053,NCC-StC-K140,,gs://ccle_bams/wes/G16640/NCC-StC-K140/current/NCC-StC-K140.bam,gs://ccle_bams/wes/G29750/NCC-StC-K140/v2/NCC-StC-K140.bam,,,,,
2054,NCI-H1048,,gs://ccle_bams/wes/G16341/NCI-H1048/v1/NCI-H1048.bam,,,,,,gs://ccle_bams/wes/RP-1500/Exome/NCI-H1048/current/NCI-H1048.bam
2055,NCI-H1092,,gs://ccle_bams/rna/G29750/NCI-H1092/v1/NCI-H1092.bam,,,,,,gs://ccle_bams/wes/RP-1500/Exome/NCI-H1092/current/NCI-H1092.bam
2056,NCI-H1105,,gs://ccle_bams/wes/G29750/NCI-H1105/v1/NCI-H1105.bam,,,,,,gs://ccle_bams/rna/G16640/NCI-H1105/current/NCI-H1105.bam
2057,NCI-H1155,,gs://ccle_bams/wes/G48942/NCI-H1155/current/NCI-H1155.bam,,,,,,
2058,NCI-H1184,,gs://ccle_bams/rna/G16358/NCI-H1184/v1/NCI-H1184.bam,,gs://ccle_bams/rna/G29750/NCI-H1184/v3/NCI-H1184.bam,,,,gs://ccle_bams/wes/G16640/NCI-H1184/current/NCI-H1184.bam
2059,NCI-H1299,,gs://ccle_bams/wes/G16346/NCI-H1299/v1/NCI-H1299.bam,,,,,,gs://ccle_bams/rna/G16640/NCI-H1299/current/NCI-H1299.bam
