index,unknown,v1,v2,v3,v4,v5,v6,current
OACM51_1,,,,,gs://ccle_bams/rna/G134624/OACM51_1/v4/OACM51_1.bam,,,gs://ccle_bams/wes/RP-1500/Exome/OACM51_1/current/OACM51_1.bam
OAW28,,,gs://ccle_bams/wes/G29750/OAW28/v2/OAW28.bam,,,,,gs://ccle_bams/rna/G16640/OAW28/current/OAW28.bam
OAW42,,,gs://ccle_bams/rna/G32831/OAW42/v2/OAW42.bam,,,,,gs://ccle_bams/wes/G16640/OAW42/current/OAW42.bam
OC316,,gs://ccle_bams/wes/RP-1561/Exome/OC316/v1/OC316.bam,,,,,,gs://ccle_bams/wes/G143832/OC316/current/OC316.bam
OCI-AML2,,,gs://ccle_bams/wes/G29750/OCI-AML2/v2/OCI-AML2.bam,,,,,gs://ccle_bams/wes/G16640/OCI-AML2/current/OCI-AML2.bam
OCI-AML3,,,gs://ccle_bams/rna/G29750/OCI-AML3/v2/OCI-AML3.bam,,,,,gs://ccle_bams/rna/G16640/OCI-AML3/current/OCI-AML3.bam
OCI-AML5,,,gs://ccle_bams/wes/G29750/OCI-AML5/v2/OCI-AML5.bam,,,,,gs://ccle_bams/rna/G16640/OCI-AML5/current/OCI-AML5.bam
OCI-LY-19,,,gs://ccle_bams/rna/G29750/OCI-LY-19/v2/OCI-LY-19.bam,,,,,gs://ccle_bams/wes/G16640/OCI-LY-19/current/OCI-LY-19.bam
OCI-LY3,,,gs://ccle_bams/wes/G29750/OCI-LY3/v2/OCI-LY3.bam,,,,,
OCI-M1,,gs://ccle_bams/rna/G29750/OCI-M1/v1/OCI-M1.bam,,,,,,gs://ccle_bams/rna/G16640/OCI-M1/current/OCI-M1.bam
OCIAML4,gs://ccle_bams/rna/OCIAML4.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_Batch2_Sept2019/RP-1561/Exome/OCIAML4/v1/OCIAML4.bam,,,,,,
OCIC4P,,gs://ccle_bams/wes/Getz_IBM_CellLine_WES_Batch2_April2019/RP-1561/Exome/OCIC4P/v1/OCIC4P.bam,,,,,,
OCIC5X,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_39samples_08102018/G141708/NA/OCIC5X/v2/OCIC5X.bam,gs://ccle_bams/wes/RP-1561/Exome/OCIC5X/v3/OCIC5X.bam,,,,
OCILY12_1,,,,,,,,gs://ccle_bams/wes/RP-1003/Exome/OCILY12_1/current/OCILY12_1.bam
OCILY132_1,,,,,,,,gs://ccle_bams/wes/RP-1003/Exome/OCILY132_1/current/OCILY132_1.bam
OCILY18,,gs://ccle_bams/wes/Getz_IBM_CellLine_WES_March2019/RP-1561/Exome/OCILY18/v1/OCILY18.bam,,,,,,
OCILY7,gs://ccle_bams/rna/OCILY7.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_Batch2_April2019/RP-1561/Exome/OCILY7/v1/OCILY7.bam,,,,,,
OCIM2,gs://ccle_bams/rna/OCIM2.bam,gs://ccle_bams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/OCIM2/v1/OCIM2.bam,,,,,,gs://ccle_bams/wes/OCIM2/current/OCIM2.bam
OCIP5X,gs://ccle_bams/wes/OCIP5X.bam,,,,,,,
OCUG1,gs://ccle_bams/rna/OCUG1.bam,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/OCUG1/v2/OCUG1.bam,,,,,gs://ccle_bams/rna/OCUG1/current/OCUG1.bam
OCUM-1,,gs://ccle_bams/wes/G16468/OCUM-1/v1/OCUM-1.bam,,,,,,gs://ccle_bams/wes/RP-1500/Exome/OCUM-1/current/OCUM-1.bam
OC_314,,,gs://ccle_bams/wes/G29750/OC_314/v2/OC_314.bam,,,,,
OE19,,,gs://ccle_bams/rna/G32831/OE19/v2/OE19.bam,,,,,
OE21,gs://ccle_bams/wes/OE21.bam,,,gs://ccle_bams/rna/G29750/OE21/v3/OE21.bam,,,,
OE33,,,gs://ccle_bams/rna/G29750/OE33/v2/OE33.bam,,,,,
OELE,,,,,,,,gs://ccle_bams/wes/G41782/OELE/current/OELE.bam
OMM1,gs://ccle_bams/rna/OMM1.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_Batch2_June2019/RP-1561/Exome/OMM1/v1/OMM1.bam,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/OMM1/v2/OMM1.bam,,,,,
OMM25,gs://ccle_bams/rna/OMM25.bam,gs://ccle_bams/wes/RP-1561/Exome/OMM25/v1/OMM25.bam,,,,,,
ONCO-DG-1,,,gs://ccle_bams/rna/G29750/ONCO-DG-1/v2/ONCO-DG-1.bam,,,,,
ONDA7,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_8samples_013119/RP-1561/RNA/ONDA7/v1/ONDA7.bam,,,,,,gs://ccle_bams/wes/ONDA7/current/ONDA7.bam
ONDA8,,gs://ccle_bams/wes/Getz_IBM_CellLine_WES_Batch2_April2019/RP-1561/Exome/ONDA8/v1/ONDA8.bam,,,,,,
ONDA9,,gs://ccle_bams/wes/RP-1561/Exome/ONDA9/v1/ONDA9.bam,,,,,,
ONS-76,,gs://ccle_bams/rna/G16439/ONS-76/v1/ONS-76.bam,,,,,,gs://ccle_bams/wes/G48942/ONS-76/current/ONS-76.bam
OPM-2,,,gs://ccle_bams/wes/G29750/OPM-2/v2/OPM-2.bam,,,,,gs://ccle_bams/wes/G16640/OPM-2/current/OPM-2.bam
OS-RC-2,,gs://ccle_bams/rna/G32831/OS-RC-2/v1/OS-RC-2.bam,,,,,,gs://ccle_bams/rna/G16640/OS-RC-2/current/OS-RC-2.bam
OS252,,,,,,,,gs://ccle_bams/rna/G146344/OS252/current/OS252.bam
OS252_1,,,,,,,,gs://ccle_bams/wes/RP-1561/Exome/OS252_1/current/OS252_1.bam
OUMS-23,,gs://ccle_bams/wes/G29750/OUMS-23/v1/OUMS-23.bam,,,,,,gs://ccle_bams/wes/OUMS-23/current/OUMS-23.bam
OUMS-27,,,gs://ccle_bams/rna/G29750/OUMS-27/v2/OUMS-27.bam,,,,,
OV-90,,,gs://ccle_bams/wes/G32831/OV-90/v2/OV-90.bam,,,,,gs://ccle_bams/rna/G16640/OV-90/current/OV-90.bam
OV17R,,,gs://ccle_bams/wes/G141708/OV17R/v2/OV17R.bam,,,,,
OV17R_1,,,gs://ccle_bams/wes/Getz_IBM_CellLines_Exomes_11samples_04122018/RP-1561/Exome/OV17R_1/v2/OV17R_1.bam,,,,,gs://ccle_bams/wes/RP-1561/Exome/OV17R_1/current/OV17R_1.bam
OV56,,,gs://ccle_bams/rna/G32831/OV56/v2/OV56.bam,,,,,gs://ccle_bams/wes/G16640/OV56/current/OV56.bam
OV7,,gs://ccle_bams/wes/G32831/OV7/v1/OV7.bam,gs://ccle_bams/wes/G29750/OV7/v2/OV7.bam,,,,,
OVCAR-4,,,gs://ccle_bams/wes/G29750/OVCAR-4/v2/OVCAR-4.bam,,,,,
OVCAR-5,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/OVCAR-5/v1/OVCAR-5.bam,gs://ccle_bams/wes/G29750/OVCAR-5/v2/OVCAR-5.bam,,,,,
OVCAR-8,,gs://ccle_bams/rna/G29750/OVCAR-8/v1/OVCAR-8.bam,gs://ccle_bams/wes/G32831/OVCAR-8/v2/OVCAR-8.bam,,,,,gs://ccle_bams/wes/G16640/OVCAR-8/current/OVCAR-8.bam
OVISE,,,gs://ccle_bams/wes/G29750/OVISE/v2/OVISE.bam,,,,,gs://ccle_bams/wes/RP-1561/Exome/OVISE/current/OVISE.bam
OVK18,,,gs://ccle_bams/rna/G32831/OVK18/v2/OVK18.bam,,,,,gs://ccle_bams/wes/G16640/OVK18/current/OVK18.bam
OVKATE,,,,gs://ccle_bams/rna/G29750/OVKATE/v3/OVKATE.bam,,,,gs://ccle_bams/wes/G35070/OVKATE/current/OVKATE.bam
OVMANA,,gs://ccle_bams/wes/G29750/OVMANA/v1/OVMANA.bam,,,,,,gs://ccle_bams/wes/G16640/OVMANA/current/OVMANA.bam
OVSAHO,,gs://ccle_bams/rna/G16443/OVSAHO/v1/OVSAHO.bam,gs://ccle_bams/wes/G29750/OVSAHO/v2/OVSAHO.bam,,,,,
OVTOKO,,,,,,gs://ccle_bams/rna/G29750/OVTOKO/v5/OVTOKO.bam,,gs://ccle_bams/rna/G16640/OVTOKO/current/OVTOKO.bam
P12-ICHIKAWA,,gs://ccle_bams/rna/G29750/P12-ICHIKAWA/v1/P12-ICHIKAWA.bam,,,,,,
P30OHK,gs://ccle_bams/rna/P30OHK.bam,,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_May2019/RP-1561/RNA/P30OHK/v2/P30OHK.bam,,,,,
P30OHK_1,,gs://ccle_bams/wes/DepMap_CellLine_WES_May2019/RP-1561/Exome/P30OHK_1/v1/P30OHK_1.bam,,,,,,
P31_FUJ,,,gs://ccle_bams/wes/G29750/P31_FUJ/v2/P31_FUJ.bam,,,,,gs://ccle_bams/wes/G16640/P31_FUJ/current/P31_FUJ.bam
P3HR-1,,,gs://ccle_bams/wes/G29750/P3HR-1/v2/P3HR-1.bam,,,,,gs://ccle_bams/rna/G16640/P3HR-1/current/P3HR-1.bam
P4E6,gs://ccle_bams/wes/P4E6.bam,,,,,,,
PA-1,,,,,,,,gs://ccle_bams/wes/RP-1561/Exome/PA-1/current/PA-1.bam
PA-TU-8902,,,gs://ccle_bams/wes/G29750/PA-TU-8902/v2/PA-TU-8902.bam,,,,,gs://ccle_bams/wes/G16640/PA-TU-8902/current/PA-TU-8902.bam
PA-TU-8988S,,,gs://ccle_bams/rna/G29750/PA-TU-8988S/v2/PA-TU-8988S.bam,,,,,gs://ccle_bams/wes/PA-TU-8988S/current/PA-TU-8988S.bam
PA-TU-8988T,,,gs://ccle_bams/wes/G32831/PA-TU-8988T/v2/PA-TU-8988T.bam,,,,,gs://ccle_bams/rna/G16640/PA-TU-8988T/current/PA-TU-8988T.bam
PA1,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_19samples_02012018/G141708/NA/PA1/v2/PA1.bam,,,,,gs://ccle_bams/wes/G141708/PA1/current/PA1.bam
PACADD119,gs://ccle_bams/wes/PACADD119.bam,,,,,,,gs://ccle_bams/wes/G141708/PACADD119/current/PACADD119.bam
PACADD135,gs://ccle_bams/wes/PACADD135.bam,,gs://ccle_bams/wes/G141708/PACADD135/v2/PACADD135.bam,,,,,
PACADD137,gs://ccle_bams/wes/PACADD137.bam,,gs://ccle_bams/rna/G141708/PACADD137/v2/PACADD137.bam,,,,,
PACADD159,,gs://ccle_bams/wes/RP-1561/Exome/PACADD159/v1/PACADD159.bam,,,,,,gs://ccle_bams/wes/G144159/PACADD159/current/PACADD159.bam
PACADD161,gs://ccle_bams/wes/PACADD161.bam,,,,,,,gs://ccle_bams/rna/G141708/PACADD161/current/PACADD161.bam
PACADD165,gs://ccle_bams/wes/PACADD165.bam,,gs://ccle_bams/wes/G141708/PACADD165/v2/PACADD165.bam,,,,,
PACADD188,gs://ccle_bams/wes/PACADD188.bam,,,,,,,gs://ccle_bams/wes/G141708/PACADD188/current/PACADD188.bam
PANC-1,,,gs://ccle_bams/wes/G29750/PANC-1/v2/PANC-1.bam,,,,,gs://ccle_bams/rna/G16640/PANC-1/current/PANC-1.bam
PC-14,,,,gs://ccle_bams/wes/G29750/PC-14/v3/PC-14.bam,,,,gs://ccle_bams/wes/G16640/PC-14/current/PC-14.bam
PC-3,,gs://ccle_bams/wes/G16483/PC-3/v1/PC-3.bam,,,,,,gs://ccle_bams/rna/G16640/PC-3/current/PC-3.bam
PC-9,,,gs://ccle_bams/wes/RP-1211/Exome/PC-9/v2/PC-9.bam,,,,,gs://ccle_bams/wes/G41808/PC-9/current/PC-9.bam
PCM6,,,,gs://ccle_bams/rna/G29750/PCM6/v3/PCM6.bam,,,,gs://ccle_bams/rna/G16640/PCM6/current/PCM6.bam
PEA1,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_23samples_10312018/RP-1561/RNA/PEA1/v1/PEA1.bam,,,,,,gs://ccle_bams/wes/RP-1561/Exome/PEA1/current/PEA1.bam
PEDS005PTFAD_1,,,,,,,,gs://ccle_bams/wes/G102426/PEDS005PTFAD_1/current/PEDS005PTFAD_1.bam
PEDS005T_SUSP_LUA-4502_1,,,,,,,,gs://ccle_bams/rna/G146346/PEDS005T_SUSP_LUA-4502_1/current/PEDS005T_SUSP_LUA-4502_1.bam
PEDS015T_1,,,gs://ccle_bams/wes/RP-1211/Exome/PEDS015T_1/v2/PEDS015T_1.bam,,,,,
PEDS018T,,,,,,,,gs://ccle_bams/rna/G116620/PEDS018T/current/PEDS018T.bam
PEDS092T__1,,gs://ccle_bams/wes/RP-1211/Exome/PEDS092T__1/v1/PEDS092T__1.bam,,,,,,gs://ccle_bams/wes/G130264/PEDS092T__1/current/PEDS092T__1.bam
PEDS172_1,gs://ccle_bams/rna/PEDS172_1.bam,,,,,,,gs://ccle_bams/wes/RP-1420/Exome/PEDS172_1/current/PEDS172_1.bam
PEER,,gs://ccle_bams/wes/G29750/PEER/v1/PEER.bam,,,,,,gs://ccle_bams/wes/G16640/PEER/current/PEER.bam
PEO1,,,gs://ccle_bams/wes/G146853/PEO1/v2/PEO1.bam,,,,,gs://ccle_bams/wes/RP-1561/Exome/PEO1/current/PEO1.bam
PEO4,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_23samples_10312018/RP-1561/RNA/PEO4/v1/PEO4.bam,,,,,,gs://ccle_bams/wes/RP-1561/Exome/PEO4/current/PEO4.bam
PE_CA-PJ15,,,gs://ccle_bams/wes/G29750/PE_CA-PJ15/v2/PE_CA-PJ15.bam,,,,,
PE_CA-PJ34__clone_C12_,,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/PE_CA-PJ34__clone_C12_/v2/PE_CA-PJ34__clone_C12_.bam,,,,,gs://ccle_bams/wes/PE_CA-PJ34__clone_C12_/current/PE_CA-PJ34__clone_C12_.bam
PE_CA-PJ41__clone_D2_,,gs://ccle_bams/wes/G29750/PE_CA-PJ41__clone_D2_/v1/PE_CA-PJ41__clone_D2_.bam,,,,,,gs://ccle_bams/rna/G16640/PE_CA-PJ41__clone_D2_/current/PE_CA-PJ41__clone_D2_.bam
PE_CA-PJ49,,gs://ccle_bams/wes/G29750/PE_CA-PJ49/v1/PE_CA-PJ49.bam,,,,,,gs://ccle_bams/rna/G16640/PE_CA-PJ49/current/PE_CA-PJ49.bam
PF-382,,gs://ccle_bams/rna/G29750/PF-382/v1/PF-382.bam,,,,,,gs://ccle_bams/wes/RP-1561/Exome/PF-382/current/PF-382.bam
PFSK1,gs://ccle_bams/wes/PFSK1.bam,,,,,,,gs://ccle_bams/rna/RP-1561/RNA/PFSK1/current/PFSK1.bam
PGA1,gs://ccle_bams/wes/PGA1.bam,,,,,,,
PK-1,,,,,,,,gs://ccle_bams/wes/G16640/PK-1/current/PK-1.bam
PK-45H,,,,,gs://ccle_bams/wes/G29750/PK-45H/v4/PK-45H.bam,,,gs://ccle_bams/wes/RP-1211/Exome/PK-45H/current/PK-45H.bam
PK-59,,,gs://ccle_bams/wes/G29750/PK-59/v2/PK-59.bam,,,,,gs://ccle_bams/rna/G16640/PK-59/current/PK-59.bam
PK8,gs://ccle_bams/wes/PK8.bam,gs://ccle_bams/rna/Getz_IBM_CellLine_RNAseq_June2019/RP-1561/RNA/PK8/v1/PK8.bam,,,,,,
PL-21,,,gs://ccle_bams/wes/G29750/PL-21/v2/PL-21.bam,,,,,gs://ccle_bams/wes/G16640/PL-21/current/PL-21.bam
PLC_PRF_5,,,gs://ccle_bams/wes/G16359/PLC_PRF_5/v2/PLC_PRF_5.bam,,,,,
PMFKO14,,gs://ccle_bams/wes/Getz_IBM_CellLine_WES_March2019/RP-1561/Exome/PMFKO14/v1/PMFKO14.bam,,,,,,
PREC_LH,,,,,,,,gs://ccle_bams/rna/G41783/PREC_LH/current/PREC_LH.bam
PSN1,,gs://ccle_bams/rna/G29750/PSN1/v1/PSN1.bam,,,,,,gs://ccle_bams/wes/G16640/PSN1/current/PSN1.bam
Panc_02.03,,,gs://ccle_bams/wes/G29750/Panc_02.03/v2/Panc_02.03.bam,,,,,
Panc_02.13,,,,,gs://ccle_bams/wes/G29750/Panc_02.13/v4/Panc_02.13.bam,,,gs://ccle_bams/rna/G16640/Panc_02.13/current/Panc_02.13.bam
Panc_03.27,,,gs://ccle_bams/wes/G32831/Panc_03.27/v2/Panc_03.27.bam,,,,,gs://ccle_bams/rna/G16640/Panc_03.27/current/Panc_03.27.bam
Panc_04.03,,,gs://ccle_bams/wes/G29750/Panc_04.03/v2/Panc_04.03.bam,,,,,gs://ccle_bams/wes/G16640/Panc_04.03/current/Panc_04.03.bam
Panc_05.04,,,gs://ccle_bams/wes/G29750/Panc_05.04/v2/Panc_05.04.bam,,,,,gs://ccle_bams/rna/G16640/Panc_05.04/current/Panc_05.04.bam
Panc_08.13,,gs://ccle_bams/wes/G29750/Panc_08.13/v1/Panc_08.13.bam,,,,,,gs://ccle_bams/rna/G16640/Panc_08.13/current/Panc_08.13.bam
Panc_10.05,,,gs://ccle_bams/wes/G32831/Panc_10.05/v2/Panc_10.05.bam,,,,,
Peds005T_PF_AD,,,,,,,,gs://ccle_bams/wes/RP-613/Exome/Peds005T_PF_AD/current/Peds005T_PF_AD.bam
Pfeiffer,,,gs://ccle_bams/wes/G29750/Pfeiffer/v2/Pfeiffer.bam,,,,,gs://ccle_bams/rna/G16640/Pfeiffer/current/Pfeiffer.bam
QGP-1,,gs://ccle_bams/wes/QGP-1/v1/QGP-1.bam,gs://ccle_bams/wes/G29750/QGP-1/v2/QGP-1.bam,,,,,gs://ccle_bams/wes/G16640/QGP-1/current/QGP-1.bam
R256,gs://ccle_bams/rna/R256.bam,,gs://ccle_bams/wes/DepMap_CellLine_WES_Batch3_June2019/RP-1561/Exome/R256/v2/R256.bam,,,,,
R262_1,,,,,,,,gs://ccle_bams/wes/RP-1211/Exome/R262_1/current/R262_1.bam
RAMOS,gs://ccle_bams/rna/RAMOS.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_Batch2_April2019/RP-1561/Exome/RAMOS/v1/RAMOS.bam,,,,,,
RBE_,gs://ccle_bams/wes/RBE_.bam,,,,,,,gs://ccle_bams/rna/RP-1561/RNA/RBE_/current/RBE_.bam
RC2,,,,,,,,gs://ccle_bams/rna/G116621/RC2/current/RC2.bam
RCC10RGB,,,,,,,,gs://ccle_bams/wes/G16640/RCC10RGB/current/RCC10RGB.bam
RCH-ACV,,gs://ccle_bams/rna/G29750/RCH-ACV/v1/RCH-ACV.bam,,,,,,gs://ccle_bams/wes/G16640/RCH-ACV/current/RCH-ACV.bam
RCK8,gs://ccle_bams/rna/RCK8.bam,gs://ccle_bams/wes/RP-1561/Exome/RCK8/v1/RCK8.bam,gs://ccle_bams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/RCK8/v2/RCK8.bam,,,,,gs://ccle_bams/rna/RCK8/current/RCK8.bam
RCM-1,,gs://ccle_bams/wes/G29750/RCM-1/v1/RCM-1.bam,,,,,,gs://ccle_bams/wes/G16640/RCM-1/current/RCM-1.bam
RD,,,gs://ccle_bams/rna/G29750/RD/v2/RD.bam,,,,,gs://ccle_bams/wes/G16640/RD/current/RD.bam
RD-ES,,,gs://ccle_bams/wes/G29750/RD-ES/v2/RD-ES.bam,,,,,gs://ccle_bams/wes/C817/RD-ES/current/RD-ES.bam
RD_P3F__14_1,,,gs://ccle_bams/wes/G136933/RD_P3F__14_1/v2/RD_P3F__14_1.bam,,,,,
RD_P3F__14_1.fixed,gs://ccle_bams/wes/RD_P3F__14_1.fixed.bam,,,,,,,
RD_P3F__7_1.fixed,gs://ccle_bams/wes/RD_P3F__7_1.fixed.bam,,,,,,,
RD_P3F__9_1,,,,,,,,gs://ccle_bams/rna/G136933/RD_P3F__9_1/current/RD_P3F__9_1.bam
RD_P3F__9_1.fixed,gs://ccle_bams/wes/RD_P3F__9_1.fixed.bam,,,,,,,
RD_p3F__7_1,,,gs://ccle_bams/wes/G136933/RD_p3F__7_1/v2/RD_p3F__7_1.bam,,,,,
RD_pcDNA1_1,,,gs://ccle_bams/wes/G136933/RD_pcDNA1_1/v2/RD_pcDNA1_1.bam,,,,,gs://ccle_bams/wes/RP-1420/Exome/RD_pcDNA1_1/current/RD_pcDNA1_1.bam
REC-1,,,gs://ccle_bams/wes/G29750/REC-1/v2/REC-1.bam,,,,,gs://ccle_bams/wes/G16640/REC-1/current/REC-1.bam
RERF-GC-1B,,gs://ccle_bams/wes/G29750/RERF-GC-1B/v1/RERF-GC-1B.bam,,,,,,gs://ccle_bams/rna/G16640/RERF-GC-1B/current/RERF-GC-1B.bam
RERF-LC-AI,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/RERF-LC-AI/v1/RERF-LC-AI.bam,,,,,,gs://ccle_bams/wes/RERF-LC-AI/current/RERF-LC-AI.bam
RERF-LC-Ad1,,,gs://ccle_bams/rna/G29750/RERF-LC-Ad1/v2/RERF-LC-Ad1.bam,,,,,gs://ccle_bams/wes/RERF-LC-Ad1/current/RERF-LC-Ad1.bam
RERF-LC-Ad2,,gs://ccle_bams/wes/Getz_IBM_CellLine_WES_Batch3_April2019/RP-1561/Exome/RERF-LC-Ad2/v1/RERF-LC-Ad2.bam,,,,,,gs://ccle_bams/wes/C1926/RERF-LC-Ad2/current/RERF-LC-Ad2.bam
RERF-LC-KJ,,,gs://ccle_bams/rna/G29750/RERF-LC-KJ/v2/RERF-LC-KJ.bam,,,,,gs://ccle_bams/wes/G16640/RERF-LC-KJ/current/RERF-LC-KJ.bam
RERF-LC-MS,,,gs://ccle_bams/wes/G29750/RERF-LC-MS/v2/RERF-LC-MS.bam,,,,,gs://ccle_bams/rna/G16640/RERF-LC-MS/current/RERF-LC-MS.bam
RERF-LC-Sq1,,,,,,,,gs://ccle_bams/wes/C1926/RERF-LC-Sq1/current/RERF-LC-Sq1.bam
RH-18,,gs://ccle_bams/wes/G29750/RH-18/v1/RH-18.bam,,,,,,gs://ccle_bams/wes/G16640/RH-18/current/RH-18.bam
RH-30,,,gs://ccle_bams/rna/G29750/RH-30/v2/RH-30.bam,,,,,gs://ccle_bams/wes/G16640/RH-30/current/RH-30.bam
RH-41,,,,gs://ccle_bams/rna/G29750/RH-41/v3/RH-41.bam,,,,
RH18-DM_1,,,,,,,,gs://ccle_bams/wes/RP-1420/Exome/RH18-DM_1/current/RH18-DM_1.bam
RH28,,,,,,,,gs://ccle_bams/rna/G116621/RH28/current/RH28.bam
RH30_1,,,,,,,,gs://ccle_bams/wes/RP-1420/Exome/RH30_1/current/RH30_1.bam
RH4,,,,,,,,gs://ccle_bams/rna/G116621/RH4/current/RH4.bam
RH41_1,,,,,,,,gs://ccle_bams/wes/RP-1420/Exome/RH41_1/current/RH41_1.bam
RHJT,,,,,,,,gs://ccle_bams/wes/G116621/RHJT/current/RHJT.bam
RI-1,,,gs://ccle_bams/rna/G29750/RI-1/v2/RI-1.bam,,,,,gs://ccle_bams/rna/G16640/RI-1/current/RI-1.bam
RKN,,gs://ccle_bams/wes/G16471/RKN/v1/RKN.bam,,gs://ccle_bams/rna/G29750/RKN/v3/RKN.bam,,,,gs://ccle_bams/wes/G16640/RKN/current/RKN.bam
RKO,,,gs://ccle_bams/wes/G29750/RKO/v2/RKO.bam,,,,,gs://ccle_bams/rna/G16640/RKO/current/RKO.bam
RL,,,gs://ccle_bams/wes/G29750/RL/v2/RL.bam,,,,,gs://ccle_bams/rna/G16640/RL/current/RL.bam
RL95-2,,gs://ccle_bams/wes/G32831/RL95-2/v1/RL95-2.bam,gs://ccle_bams/rna/G29750/RL95-2/v2/RL95-2.bam,,,,,gs://ccle_bams/rna/G16640/RL95-2/current/RL95-2.bam
RMG-I,,,gs://ccle_bams/wes/G29750/RMG-I/v2/RMG-I.bam,,,,,
RMS13,,,,,,,,gs://ccle_bams/rna/G116621/RMS13/current/RMS13.bam
RMUG-S,,,,gs://ccle_bams/rna/G29750/RMUG-S/v3/RMUG-S.bam,,,,gs://ccle_bams/wes/G16640/RMUG-S/current/RMUG-S.bam
RPE1SS111,gs://ccle_bams/rna/RPE1SS111.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS111/v1/RPE1SS111.bam,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS111/v2/RPE1SS111.bam,,,,,
RPE1SS119,gs://ccle_bams/rna/RPE1SS119.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS119/v1/RPE1SS119.bam,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS119/v2/RPE1SS119.bam,,,,,
RPE1SS48,gs://ccle_bams/rna/RPE1SS48.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS48/v1/RPE1SS48.bam,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS48/v2/RPE1SS48.bam,,,,,
RPE1SS51,gs://ccle_bams/rna/RPE1SS51.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS51/v1/RPE1SS51.bam,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS51/v2/RPE1SS51.bam,,,,,
RPE1SS6,gs://ccle_bams/rna/RPE1SS6.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS6/v1/RPE1SS6.bam,,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS6/v3/RPE1SS6.bam,,,,
RPE1SS77,gs://ccle_bams/rna/RPE1SS77.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS77/v1/RPE1SS77.bam,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS77/v2/RPE1SS77.bam,,,,,
RPMI-7951,,,gs://ccle_bams/wes/G29750/RPMI-7951/v2/RPMI-7951.bam,,,,,
RPMI-8402,,,gs://ccle_bams/rna/G29750/RPMI-8402/v2/RPMI-8402.bam,,,,,gs://ccle_bams/wes/G16640/RPMI-8402/current/RPMI-8402.bam
RPMI_6666,,,,,,,,gs://ccle_bams/wes/G16640/RPMI_6666/current/RPMI_6666.bam
RPMI_8226,,gs://ccle_bams/wes/G32831/RPMI_8226/v1/RPMI_8226.bam,gs://ccle_bams/wes/G29750/RPMI_8226/v2/RPMI_8226.bam,,,,,gs://ccle_bams/rna/G16640/RPMI_8226/current/RPMI_8226.bam
RS-5,,,,,,,,gs://ccle_bams/wes/C1926/RS-5/current/RS-5.bam
RS4_11,,,gs://ccle_bams/wes/G29750/RS4_11/v2/RS4_11.bam,,,,,gs://ccle_bams/wes/G16640/RS4_11/current/RS4_11.bam
RT-112,,gs://ccle_bams/wes/G16454/RT-112/v1/RT-112.bam,gs://ccle_bams/rna/G29750/RT-112/v2/RT-112.bam,,,,,gs://ccle_bams/wes/RT-112/current/RT-112.bam
RT112_84,,,,,,,,gs://ccle_bams/rna/G131709/RT112_84/current/RT112_84.bam
RT4,,gs://ccle_bams/wes/G29750/RT4/v1/RT4.bam,,,,,,
RVH-421,,,gs://ccle_bams/wes/G32831/RVH-421/v2/RVH-421.bam,,,,,gs://ccle_bams/rna/G35072/RVH-421/current/RVH-421.bam
