cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,matched_normal,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-yASKKy,ACH-000129,2,,,NCIH1341,PT-vd7h2i1m,CVCL_1463,,gs://cclebams/wes/C836.NCI-H1341.2.bam,gs://cclebams/wes/C836.NCI-H1341.2.bai,,Female,,,cervix,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line,DEPMAP,2/3/2012,,,,cyQYpA==,,,,,,,,,,
CDS-Oybki3,ACH-000129,1,,,NCIH1341,PT-vd7h2i1m,CVCL_1463,,gs://cclebams/rna/G25217.NCI-H1341.1.bam,gs://cclebams/rna/G25217.NCI-H1341.1.bai,,Female,,,cervix,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,LyGn2Q==,,,,,,,,,,
CDS-7tg73p,ACH-000129,1,,,NCIH1341,PT-vd7h2i1m,CVCL_1463,,gs://cclebams/hybrid_capture/NCIH1341_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1341_LUNG.bai,,Female,,,cervix,Lung Cancer,SCLC,,lung,,,hybrid_capture,,,CCLE line,CCLE2,23/6/2010,,,,7RjD6g==,,,,,,,,,,
CDS-oe7EAp,ACH-000129,1,,,NCIH1341,PT-vd7h2i1m,CVCL_1463,,gs://cclebams/wes/SANGER_NCIH1341_LUNG.bam,gs://cclebams/wes/SANGER_NCIH1341_LUNG.bai,,Female,,,cervix,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,11lHlw==,,,,,,,,,,
CDS-wjyp52,ACH-000129,1,,,NCIH1341,PT-vd7h2i1m,CVCL_1463,,gs://cclebams/RRBS/G29750/NCI-H1341/v3/NCI-H1341.bam,gs://cclebams/RRBS/G29750/NCI-H1341/v3/NCI-H1341.bai,,Female,,,cervix,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,10/3/2013,,,,JJ7ROA==,,,,,,,,,,
CDS-OUa0QT,ACH-000737,1,,,NCIH1385,PT-j8FLI3GK,CVCL_1466,,gs://cclebams/hybrid_capture/NCIH1385_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1385_LUNG.bai,,Female,,,lymph_node,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,hybrid_capture,,,CCLE line,CCLE2,6/9/2010,,,,axaCBw==,,,,,,,,,,
CDS-0r8dmY,ACH-000737,1,,,NCIH1385,PT-j8FLI3GK,CVCL_1466,,gs://cclebams/wes/C1926/NCI-H1385/current/NCI-H1385.bam,gs://cclebams/wes/C1926/NCI-H1385/current/NCI-H1385.bai,,Female,,,lymph_node,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wes,,AGILENT,CCLE line,DEPMAP,1/8/2015,,,,s1gGxw==,,,,,,,,,,
CDS-RlJspK,ACH-000737,1,,,NCIH1385,PT-j8FLI3GK,CVCL_1466,,gs://cclebams/rna/G28570.NCI-H1385.1.bam,gs://cclebams/rna/G28570.NCI-H1385.1.bai,,Female,,,lymph_node,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,rna,,polyA,CCLE line,DEPMAP,25/1/2013,,,,6WHxCw==,,,,,,,,,,
CDS-57lw55,ACH-000737,1,,,NCIH1385,PT-j8FLI3GK,CVCL_1466,,gs://cclebams/raindance/G16640/NCI-H1385/current/NCI-H1385.bam,gs://cclebams/raindance/G16640/NCI-H1385/current/NCI-H1385.bai,,Female,,,lymph_node,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,raindance,,,CCLE line,CCLE2,18/3/2012,,,,DFNGpw==,,,,,,,,,,
CDS-A8V27F,ACH-000737,1,,,NCIH1385,PT-j8FLI3GK,CVCL_1466,,gs://cclebams/RRBS/G29750/NCI-H1385/v1/NCI-H1385.bam,gs://cclebams/RRBS/G29750/NCI-H1385/v1/NCI-H1385.bai,,Female,,,lymph_node,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,RRBS,,,CCLE line,CCLE2,5/6/2013,,,,zODp3w==,,,,,,,,,,
CDS-P81lzB,ACH-000892,2,,,NCIH1563,PT-5Gv6FtIe,CVCL_1475,,gs://cclebams/wes/C1926/NCI-H1563/current/NCI-H1563.bam,gs://cclebams/wes/C1926/NCI-H1563/current/NCI-H1563.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line; Derived from never smoker,DEPMAP,1/8/2015,,,,DSHgpQ==,,,,,,,,,,
CDS-rvsSZ0,ACH-000892,1,,,NCIH1563,PT-5Gv6FtIe,CVCL_1475,,gs://cclebams/RRBS/G29750/NCI-H1563/v3/NCI-H1563.bam,gs://cclebams/RRBS/G29750/NCI-H1563/v3/NCI-H1563.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line; Derived from never smoker,CCLE2,13/6/2013,,,,AiXhLA==,,,,,,,,,,
CDS-jeKnnt,ACH-000892,1,,,NCIH1563,PT-5Gv6FtIe,CVCL_1475,,gs://cclebams/rna/G28590.NCI-H1563.1.bam,gs://cclebams/rna/G28590.NCI-H1563.1.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line; Derived from never smoker,DEPMAP,25/1/2013,,,,LmkzRQ==,,,,,,,,,,
CDS-cdJWns,ACH-000892,1,,,NCIH1563,PT-5Gv6FtIe,CVCL_1475,,gs://cclebams/raindance/G16640/NCI-H1563/current/NCI-H1563.bam,gs://cclebams/raindance/G16640/NCI-H1563/current/NCI-H1563.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line; Derived from never smoker,CCLE2,2/4/2012,,,,RQocYw==,,,,,,,,,,
CDS-VACLvB,ACH-000892,1,,,NCIH1563,PT-5Gv6FtIe,CVCL_1475,,gs://cclebams/wes/SANGER_NCIH1563_LUNG.bam,gs://cclebams/wes/SANGER_NCIH1563_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line; Derived from never smoker,SANGER,U,,,,RBF6Mg==,,,,,,,,,,
CDS-B4u50w,ACH-000892,1,,,NCIH1563,PT-5Gv6FtIe,CVCL_1475,,gs://cclebams/hybrid_capture/NCIH1563_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1563_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,hybrid_capture,,,CCLE line; Derived from never smoker,CCLE2,24/6/2010,,,,foqnWA==,,,,,,,,,,
CDS-J38ocy,ACH-000733,1,,,NCIH1838,PT-rCEj199L,CVCL_1499,,gs://cclebams/hybrid_capture/NCIH1838_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1838_LUNG.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,hybrid_capture,,,CCLE line; Derived from never smoker,CCLE2,1/7/2010,,,,QGvizQ==,,,,,,,,,,
CDS-aL4HJW,ACH-000733,2,,,NCIH1838,PT-rCEj199L,CVCL_1499,,gs://cclebams/wes/C1926/NCI-H1838/current/NCI-H1838.bam,gs://cclebams/wes/C1926/NCI-H1838/current/NCI-H1838.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line; Derived from never smoker,DEPMAP,1/8/2015,,,,8QYtiw==,,,,,,,,,,
CDS-4Iymyi,ACH-000733,1,,,NCIH1838,PT-rCEj199L,CVCL_1499,,gs://cclebams/raindance/G16640/NCI-H1838/current/NCI-H1838.bam,gs://cclebams/raindance/G16640/NCI-H1838/current/NCI-H1838.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line; Derived from never smoker,CCLE2,2/4/2012,,,,LdNRpw==,,,,,,,,,,
CDS-AHkr7y,ACH-000733,1,,,NCIH1838,PT-rCEj199L,CVCL_1499,,gs://cclebams/wes/SANGER_NCIH1838_LUNG.bam,gs://cclebams/wes/SANGER_NCIH1838_LUNG.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line; Derived from never smoker,SANGER,U,,,,awSsPQ==,,,,,,,,,,
CDS-LhIyb7,ACH-000733,1,,,NCIH1838,PT-rCEj199L,CVCL_1499,,gs://cclebams/RRBS/G29750/NCI-H1838/v2/NCI-H1838.bam,gs://cclebams/RRBS/G29750/NCI-H1838/v2/NCI-H1838.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line; Derived from never smoker,CCLE2,6/4/2013,,,,KqOERg==,,,,,,,,,,
CDS-ci6rZD,ACH-000733,1,,,NCIH1838,PT-rCEj199L,CVCL_1499,,gs://cclebams/rna/G28553.NCI-H1838.1.bam,gs://cclebams/rna/G28553.NCI-H1838.1.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line; Derived from never smoker,DEPMAP,25/1/2013,,,,HjzHrA==,,,,,,,,,,
CDS-QKcgtc,ACH-001136,1,,,NCIH187,PT-7q8rVUAi,CVCL_1501,,gs://cclebams/wes/SANGER_NCIH187_LUNG.bam,gs://cclebams/wes/SANGER_NCIH187_LUNG.bai,,Male,,,pleural_effusion,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,,SANGER,U,,,,dAXi3w==,,,,,,,,,,
CDS-2P8mMH,ACH-000587,1,,,NCIH1975,PT-E9SGow3g,CVCL_1511,,gs://cclebams/rna/G26264.NCI-H1975.2.bam,gs://cclebams/rna/G26264.NCI-H1975.2.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,KTMqow==,,,,,,,,,,
CDS-nCnoUh,ACH-000587,1,,,NCIH1975,PT-E9SGow3g,CVCL_1511,,gs://cclebams/wes/SANGER_NCIH1975_LUNG.bam,gs://cclebams/wes/SANGER_NCIH1975_LUNG.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,rNXn9A==,,,,,,,,,,
CDS-WOzzTa,ACH-000587,1,,,NCIH1975,PT-E9SGow3g,CVCL_1511,,gs://cclebams/wgs/G32831/NCI-H1975/v2/NCI-H1975.bam,gs://cclebams/wgs/G32831/NCI-H1975/v2/NCI-H1975.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wgs,,,CCLE line,CCLE2,4/4/2013,,,,yZmWaA==,,,,,,,,,,
CDS-dKuivV,ACH-000587,1,,,NCIH1975,PT-E9SGow3g,CVCL_1511,,gs://cclebams/RRBS/G29750/NCI-H1975/v3/NCI-H1975.bam,gs://cclebams/RRBS/G29750/NCI-H1975/v3/NCI-H1975.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line,CCLE2,19/3/2013,,,,+7OikA==,,,,,,,,,,
CDS-zot3nK,ACH-000587,1,,,NCIH1975,PT-E9SGow3g,CVCL_1511,,gs://cclebams/hybrid_capture/NCIH1975_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1975_LUNG.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,hybrid_capture,,,CCLE line,CCLE2,19/1/2010,,,,C/OxeQ==,,,,,,,,,,
CDS-by8tR8,ACH-000533,1,,,NCIH2004RT,PT-SjZKN8bv,CVCL_WS70,,gs://cclebams/rna/G41804.NCI-H2004_RT_2.bam,gs://cclebams/rna/G41804.NCI-H2004_RT_2.bai,,Unknown,,,soft_tissue,Rhabdoid,malignant_rhabdoid_tumor,,soft_tissue,,,rna,,polyA,"Received from Academic lab (Roberts, St. Jude&#39;s Hospital)",DEPMAP,1/9/2013,,,,qmMBSw==,,,,,,,,,,
CDS-CWQbyV,ACH-000533,1,,,NCIH2004RT,PT-SjZKN8bv,CVCL_WS70,,gs://cclebams/wes/RP-1211/Exome/NCI-H2004_RT_1/v1/NCI-H2004_RT_1.bam,gs://cclebams/wes/RP-1211/Exome/NCI-H2004_RT_1/v1/NCI-H2004_RT_1.bai,,Unknown,,,soft_tissue,Rhabdoid,malignant_rhabdoid_tumor,,soft_tissue,,,wes,,ICE,"Received from Academic lab (Roberts, St. Jude&#39;s Hospital)",DEPMAP,7/6/2016,,,,kYmGvw==,,,,,,,,,,
CDS-CyZGey,ACH-000521,1,,,NCIH2030,PT-fdsmQQNm,CVCL_1517,,gs://cclebams/wgs/G32831/NCI-H2030/v3/NCI-H2030.bam,gs://cclebams/wgs/G32831/NCI-H2030/v3/NCI-H2030.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wgs,,,CCLE line,CCLE2,26/3/2013,,,,Ko0QzQ==,,,,,,,,,,
CDS-zdTQm7,ACH-000521,1,,,NCIH2030,PT-fdsmQQNm,CVCL_1517,,gs://cclebams/raindance/G16640/NCI-H2030/current/NCI-H2030.bam,gs://cclebams/raindance/G16640/NCI-H2030/current/NCI-H2030.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,xpFJog==,,,,,,,,,,
CDS-YRgROj,ACH-000521,1,,,NCIH2030,PT-fdsmQQNm,CVCL_1517,,gs://cclebams/RRBS/G29750/NCI-H2030/v1/NCI-H2030.bam,gs://cclebams/RRBS/G29750/NCI-H2030/v1/NCI-H2030.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line,CCLE2,2/6/2013,,,,hsZjgQ==,,,,,,,,,,
CDS-cyVHFm,ACH-000521,1,,,NCIH2030,PT-fdsmQQNm,CVCL_1517,,gs://cclebams/wes/SANGER_NCIH2030_LUNG.bam,gs://cclebams/wes/SANGER_NCIH2030_LUNG.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,QU3QDQ==,,,,,,,,,,
CDS-YP5UuY,ACH-000521,1,,,NCIH2030,PT-fdsmQQNm,CVCL_1517,,gs://cclebams/hybrid_capture/NCIH2030_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2030_LUNG.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,hybrid_capture,,,CCLE line,CCLE2,23/6/2010,,,,j6LP8g==,,,,,,,,,,
CDS-pgFC3w,ACH-000521,1,,,NCIH2030,PT-fdsmQQNm,CVCL_1517,,gs://cclebams/rna/G28611.NCI-H2030.1.bam,gs://cclebams/rna/G28611.NCI-H2030.1.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,25/1/2013,,,,BfPV8A==,,,,,,,,,,
CDS-MpPGAD,ACH-000010,1,,,NCIH2077,PT-KZLC1pWH,CVCL_5157,,gs://cclebams/rna/G41809/NCI-H2077/current/NCI-H2077.bam,gs://cclebams/rna/G41809/NCI-H2077/current/NCI-H2077.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,"Received from Academic lab (Meyerson, Broad) who received from Gazdar",DEPMAP,1/9/2013,,,,9DB4TA==,,,,,,,,,,
CDS-rJi2yU,ACH-000929,1,,,NCIH2110,PT-ogXSNm9w,CVCL_1530,,gs://cclebams/hybrid_capture/NCIH2110_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2110_LUNG.bai,,Unknown,,,pleural_effusion,Lung Cancer,NSCLC,,lung,,,hybrid_capture,,,CCLE line,CCLE2,4/8/2010,,,,E9mHJA==,,,,,,,,,,
CDS-mLKhjj,ACH-000929,1,,,NCIH2110,PT-ogXSNm9w,CVCL_1530,,gs://cclebams/rna/G28608.NCI-H2110.1.bam,gs://cclebams/rna/G28608.NCI-H2110.1.bai,,Unknown,,,pleural_effusion,Lung Cancer,NSCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,25/1/2013,,,,Kds9Rg==,,,,,,,,,,
CDS-7P0iM3,ACH-000929,1,,,NCIH2110,PT-ogXSNm9w,CVCL_1530,,gs://cclebams/RRBS/G29750/NCI-H2110/v3/NCI-H2110.bam,gs://cclebams/RRBS/G29750/NCI-H2110/v3/NCI-H2110.bai,,Unknown,,,pleural_effusion,Lung Cancer,NSCLC,,lung,,,RRBS,,,CCLE line,CCLE2,18/5/2013,,,,obYJgA==,,,,,,,,,,
CDS-RqQGd6,ACH-000929,1,,,NCIH2110,PT-ogXSNm9w,CVCL_1530,,gs://cclebams/raindance/G16640/NCI-H2110/current/NCI-H2110.bam,gs://cclebams/raindance/G16640/NCI-H2110/current/NCI-H2110.bai,,Unknown,,,pleural_effusion,Lung Cancer,NSCLC,,lung,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,L7PgOw==,,,,,,,,,,
CDS-qKbjDi,ACH-000929,2,,,NCIH2110,PT-ogXSNm9w,CVCL_1530,,gs://cclebams/wes/C1926/NCI-H2110/current/NCI-H2110.bam,gs://cclebams/wes/C1926/NCI-H2110/current/NCI-H2110.bai,,Unknown,,,pleural_effusion,Lung Cancer,NSCLC,,lung,,,wes,,AGILENT,CCLE line,DEPMAP,1/8/2015,,,,pHVhWw==,,,,,,,,,,
CDS-TIzjJg,ACH-000929,1,,,NCIH2110,PT-ogXSNm9w,CVCL_1530,,gs://cclebams/wes/SANGER_NCIH2110_LUNG.bam,gs://cclebams/wes/SANGER_NCIH2110_LUNG.bai,,Unknown,,,pleural_effusion,Lung Cancer,NSCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,TimjRw==,,,,,,,,,,
CDS-AVAthC,ACH-000929,3,,,NCIH2110,PT-ogXSNm9w,CVCL_1530,,gs://cclebams/wes/RP-1561/Exome/NCI-H2110/current/NCI-H2110.bam,gs://cclebams/wes/RP-1561/Exome/NCI-H2110/current/NCI-H2110.bai,,Unknown,,,pleural_effusion,Lung Cancer,NSCLC,,lung,,,wes,,ICE,CCLE line,DEPMAP,27/7/2018,,,,KxhuMA==,,,,,,,,,,
CDS-cCbWy7,ACH-001363,1,,,NCIH2135,PT-buQCi5hk,CVCL_1533,,gs://cclebams/wes/SANGER_NCIH2135_LUNG.bam,gs://cclebams/wes/SANGER_NCIH2135_LUNG.bai,,Unknown,,,lung,Lung Cancer,NSCLC,,lung,,,wes,,AGILENT,,SANGER,U,,,,N1B7Ow==,,,,,,,,,,
CDS-HYp2BU,ACH-000481,1,,,NCIH2170,PT-IZKDvG3a,CVCL_1535,,gs://cclebams/wgs/G16355/NCI-H2170/v1/NCI-H2170.bam,gs://cclebams/wgs/G16355/NCI-H2170/v1/NCI-H2170.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wgs,,,CCLE line,CCLE2,7/1/2012,,,,QSTQew==,,,,,,,,,,
CDS-rVcon7,ACH-000481,1,,,NCIH2170,PT-IZKDvG3a,CVCL_1535,,gs://cclebams/RRBS/G29750/NCI-H2170/v2/NCI-H2170.bam,gs://cclebams/RRBS/G29750/NCI-H2170/v2/NCI-H2170.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,RRBS,,,CCLE line,CCLE2,6/4/2013,,,,lXaWIQ==,,,,,,,,,,
CDS-65iYzF,ACH-000481,1,,,NCIH2170,PT-IZKDvG3a,CVCL_1535,,gs://cclebams/rna/G25237.NCI-H2170.1.bam,gs://cclebams/rna/G25237.NCI-H2170.1.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,hKUi6g==,,,,,,,,,,
CDS-BP45df,ACH-000481,2,,,NCIH2170,PT-IZKDvG3a,CVCL_1535,,gs://cclebams/wes/RP-1561/Exome/NCI-H2170/current/NCI-H2170.bam,gs://cclebams/wes/RP-1561/Exome/NCI-H2170/current/NCI-H2170.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wes,,ICE,CCLE line,DEPMAP,27/7/2018,,,,3nK/hg==,,,,,,,,,,
CDS-79d8yM,ACH-000481,1,,,NCIH2170,PT-IZKDvG3a,CVCL_1535,,gs://cclebams/hybrid_capture/NCIH2170_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2170_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,hybrid_capture,,,CCLE line,CCLE2,24/6/2010,,,,Z12gzA==,,,,,,,,,,
CDS-I0yK2Z,ACH-000481,1,,,NCIH2170,PT-IZKDvG3a,CVCL_1535,,gs://cclebams/wes/SANGER_NCIH2170_LUNG.bam,gs://cclebams/wes/SANGER_NCIH2170_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,y6/aEw==,,,,,,,,,,
CDS-FCUGsP,ACH-000924,3,,,NCIH2172,PT-h6ukYv9i,CVCL_1537,,gs://cclebams/wes/C1926/NCI-H2172/current/NCI-H2172.bam,gs://cclebams/wes/C1926/NCI-H2172/current/NCI-H2172.bai,,Female,,,lung,Lung Cancer,NSCLC,,lung,,,wes,,AGILENT,CCLE line,DEPMAP,1/8/2015,,,,GnyR5g==,,,,,,,,,,
CDS-6TiFhU,ACH-000924,1,,,NCIH2172,PT-h6ukYv9i,CVCL_1537,,gs://cclebams/raindance/G16640/NCI-H2172/current/NCI-H2172.bam,gs://cclebams/raindance/G16640/NCI-H2172/current/NCI-H2172.bai,,Female,,,lung,Lung Cancer,NSCLC,,lung,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,eOJCjg==,,,,,,,,,,
CDS-UL3f6t,ACH-000924,1,,,NCIH2172,PT-h6ukYv9i,CVCL_1537,,gs://cclebams/RRBS/G29750/NCI-H2172/v4/NCI-H2172.bam,gs://cclebams/RRBS/G29750/NCI-H2172/v4/NCI-H2172.bai,,Female,,,lung,Lung Cancer,NSCLC,,lung,,,RRBS,,,CCLE line,CCLE2,15/3/2013,,,,4ar2NA==,,,,,,,,,,
CDS-kdQ7UC,ACH-000924,1,,,NCIH2172,PT-h6ukYv9i,CVCL_1537,,gs://cclebams/hybrid_capture/NCIH2172_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2172_LUNG.bai,,Female,,,lung,Lung Cancer,NSCLC,,lung,,,hybrid_capture,,,CCLE line,CCLE2,26/6/2010,,,,UAHdZw==,,,,,,,,,,
CDS-XO5PSR,ACH-000924,1,,,NCIH2172,PT-h6ukYv9i,CVCL_1537,,gs://cclebams/wes/SANGER_NCIH2172_LUNG.bam,gs://cclebams/wes/SANGER_NCIH2172_LUNG.bai,,Female,,,lung,Lung Cancer,NSCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,WuPbKg==,,,,,,,,,,
CDS-Ixsjhf,ACH-000924,1,,,NCIH2172,PT-h6ukYv9i,CVCL_1537,,gs://cclebams/rna/G28559.NCI-H2172.1.bam,gs://cclebams/rna/G28559.NCI-H2172.1.bai,,Female,,,lung,Lung Cancer,NSCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,25/1/2013,,,,BU/+Fg==,,,,,,,,,,
CDS-L5bues,ACH-000924,2,,,NCIH2172,PT-h6ukYv9i,CVCL_1537,,gs://cclebams/wes/C836.NCI-H2172.2.bam,gs://cclebams/wes/C836.NCI-H2172.2.bai,,Female,,,lung,Lung Cancer,NSCLC,,lung,,,wes,,AGILENT,CCLE line,DEPMAP,2/3/2012,,,,/gqHgA==,,,,,,,,,,
CDS-gmE7uH,ACH-000447,1,,,NCIH2228,PT-dcAy0hL9,CVCL_1543,,gs://cclebams/hybrid_capture/NCIH2228_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2228_LUNG.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,hybrid_capture,,,CCLE line,CCLE2,25/6/2010,,,,YxJsaw==,,,,,,,,,,
CDS-jJezFK,ACH-000447,1,,,NCIH2228,PT-dcAy0hL9,CVCL_1543,,gs://cclebams/rna/G28616.NCI-H2228.1.bam,gs://cclebams/rna/G28616.NCI-H2228.1.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,25/1/2013,,,,kovABA==,,,,,,,,,,
CDS-hG6zDR,ACH-000447,1,,,NCIH2228,PT-dcAy0hL9,CVCL_1543,,gs://cclebams/wgs/G32831/NCI-H2228/v2/NCI-H2228.bam,gs://cclebams/wgs/G32831/NCI-H2228/v2/NCI-H2228.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wgs,,,CCLE line,CCLE2,1/4/2013,,,,bDm0Fg==,,,,,,,,,,
CDS-m2q91n,ACH-000447,1,,,NCIH2228,PT-dcAy0hL9,CVCL_1543,,gs://cclebams/RRBS/G29750/NCI-H2228/v2/NCI-H2228.bam,gs://cclebams/RRBS/G29750/NCI-H2228/v2/NCI-H2228.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line,CCLE2,2/4/2013,,,,ApNv1g==,,,,,,,,,,
CDS-2g05ia,ACH-000447,1,,,NCIH2228,PT-dcAy0hL9,CVCL_1543,,gs://cclebams/wes/SANGER_NCIH2228_LUNG.bam,gs://cclebams/wes/SANGER_NCIH2228_LUNG.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,AeiejQ==,,,,,,,,,,
CDS-Tp6vhG,ACH-000367,1,,,NCIH226,PT-jU3QwYEW,CVCL_1544,,gs://cclebams/wes/SANGER_NCIH226_LUNG.bam,gs://cclebams/wes/SANGER_NCIH226_LUNG.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,fAhD+g==,,,,,,,,,,
CDS-vFk5cB,ACH-000367,1,,,NCIH226,PT-jU3QwYEW,CVCL_1544,,gs://cclebams/raindance/G16640/NCI-H226/current/NCI-H226.bam,gs://cclebams/raindance/G16640/NCI-H226/current/NCI-H226.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,ibMpQg==,,,,,,,,,,
CDS-UelZxT,ACH-000367,1,,,NCIH226,PT-jU3QwYEW,CVCL_1544,,gs://cclebams/rna/G41734.NCI-H226.5.bam,gs://cclebams/rna/G41734.NCI-H226.5.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,rna,,polyA,CCLE line,DEPMAP,22/8/2013,,,,udRFjQ==,,,,,,,,,,
