Approved symbol	Previous symbol
SERBP1P2	
SERBP1P3	
SERBP1P4	
SERBP1P5	
SERBP1P6	
SERF1A	SERF1
SERF1AP1	
SERF1B	
SERF2	
SERGEF	
SERHL	
SERHL2	
SERINC1	TDE2
SERINC2	TDE2L
SERINC3	TDE1
SERINC4	
SERINC5	C5orf12
SERP1	
SERP2	C13orf21
SERPINA1	PI
SERPINA2	PIL
SERPINA2	SERPINA2P
SERPINA3	AACT
SERPINA4	PI4
SERPINA5	PLANH3
SERPINA5	PCI
SERPINA6	CBG
SERPINA7	TBG
SERPINA7P1	
SERPINA9	
SERPINA10	
SERPINA11	
SERPINA12	
SERPINA13P	SERPINA13
SERPINA15P	
SERPINB1	ELANH2
SERPINB2	PLANH2
SERPINB2	PAI2
SERPINB2L1	PAI2L1
SERPINB2L2	PAI2L2
SERPINB3	SCC
SERPINB3	SCCA1
SERPINB4	SCCA2
SERPINB5	PI5
SERPINB6	PI6
SERPINB6	DFNB91
SERPINB7	
SERPINB8	PI8
SERPINB8P1	PI8L1
SERPINB8P1	SERPINB11
SERPINB8P1	SERPINBP1
SERPINB9	PI9
SERPINB9-AS1	
SERPINB9P1	
SERPINB10	PI10
SERPINB11	
SERPINB12	
SERPINB13	PI13
SERPINC1	AT3
SERPIND1	HCF2
SERPINE1	PLANH1
SERPINE1	PAI1
SERPINE2	PI7
SERPINE3	
SERPINE4P	
SERPINF1	PEDF
SERPINF2	PLI
SERPING1	C1NH
SERPINH1	CBP1
SERPINH1	CBP2
SERPINH1	SERPINH2
SERPINH1P1	SERPINHP1
SERPINI1	PI12
SERPINI2	PI14
SERTAD1	
SERTAD2	
SERTAD3	
SERTAD3-AS1	
SERTAD4	
SERTAD4-AS1	C1orf133
SERTAD4BP	LINC00643
SERTM1	C13orf36
SERTM2	LINC00890
SESN1	
SESN2	
SESN3	
SESTD1	
SET	
SETBP1	
SETBP1-DT	
SETD1A	
SETD1B	
SETD2	
SETD3	C14orf154
SETD4	C21orf27
SETD4	C21orf18
SETD4-AS1	
SETD5	
SETD6	
SETD6P1	
SETD7	
SETD9	C5orf35
SETDB1	
SETDB2	C13orf4
SETMAR	
SETP1	SETP19
SETP2	
SETP3	SETP13
SETP4	
SETP5	
SETP6	
SETP7	
SETP8	
SETP9	
SETP10	
SETP11	
SETP12	
SETP14	
SETP15	
SETP16	
SETP17	
SETP20	
SETP21	
SETP22	
SETSIP	SETP18
SETX	ALS4
SETX	SCAR1
SEZ6	
SEZ6L	
SEZ6L-AS1	
SEZ6L2	
SF	
SF1	ZNF162
SF1-DT	
SF3A1	
SF3A2	
SF3A3	
SF3A3P1	SF3A3P
SF3A3P2	
SF3B1	
SF3B2	
SF3B3	
SF3B4	
SF3B4P1	SF3B4P
SF3B5	
SF3B6	
SFI1	
SFMBT1	
SFMBT2	
SFN	
SFPQ	
SFPQP1	SFPQP
SFR1	C10orf78
SFR1	MEIR5
SFR1P1	
SFR1P2	
SFRP1	
SFRP2	
SFRP4	
SFRP5	
SFSWAP	SFRS8
SFT2D1	C6orf83
SFT2D2	
SFT2D3	
SFTA1P	SFTPF
SFTA2	SFTPG
SFTA3	SFTPH
SFTPA1	SFTP1
SFTPA2	
SFTPA3P	SFTPP1
SFTPA3P	SFTPAP1
SFTPB	SFTP3
SFTPC	SFTP2
SFTPD	SFTP4
SFTPD-AS1	
SFTPI	
SFXN1	
SFXN2	
SFXN3	
SFXN4	
SFXN4P1	
SFXN5	
SGCA	ADL
SGCB	LGMD2E
SGCD	
SGCE	DYT11
SGCEP1	
SGCG	DMDA1
SGCG	MAM
SGCG	LGMD2C
SGCZ	
SGF29	CCDC101
SGIP1	
SGK1	SGK
SGK2	
SGK3	SGK2
SGK3	SGKL
SGMS1	TMEM23
SGMS1-AS1	
SGMS2	
SGO1	SGOL1
SGO1-AS1	SGOL1-AS1
SGO1P1	SGOL1P1
SGO1P2	SGOL1P2
SGO2	SGOL2
SGPL1	
SGPP1	
SGPP2	
SGSH	
SGSM1	RUTBC2
SGSM2	RUTBC1
SGSM2-AS1	
SGSM3	RUTBC3
SGSM3-AS1	
SGTA	SGT
SGTB	
SH2B1	
SH2B2	
SH2B3	
SH2D1A	IMD5
SH2D1A	LYP
SH2D1B	
SH2D2A	
SH2D3A	
SH2D3C	
SH2D4A	
SH2D4B	
SH2D5	
SH2D6	
SH2D7	
SH3BGR	
SH3BGRL	
SH3BGRL2	
SH3BGRL3	
SH3BP1	
SH3BP2	
SH3BP4	
SH3BP5	
SH3BP5-AS1	
SH3BP5L	
SH3D19	
SH3D21	C1orf113
SH3GL1	
SH3GL1P1	SH3GLP1
SH3GL1P2	SH3GLP2
SH3GL1P3	SH3GLP3
SH3GL2	
SH3GL3	
SH3GLB1	
SH3GLB2	
SH3KBP1	
SH3PXD2A	SH3MD1
SH3PXD2A-AS1	
SH3PXD2B	KIAA1295
SH3RF1	SH3MD2
SH3RF2	PPP1R39
SH3RF3	SH3MD4
SH3RF3-AS1	
SH3TC1	
SH3TC2	
SH3TC2-DT	
SH3YL1	
SHANK1	
SHANK2	CORTBP1
SHANK2-AS1	
SHANK2-AS2	
SHANK2-AS3	C11orf76
SHANK3	
SHARPIN	
SHB	
SHBG	
SHC1	SHC
SHC1P1	
SHC1P2	SHCL1
SHC2	
SHC3	
SHC4	
SHCBP1	
SHCBP1L	C1orf14
SHD	
SHE	
SHF	
SHFL	C19orf66
SHFM2	SHFD2
SHFM5	
SHH	HPE3
SHH	HLP3
SHISA2	C13orf13
SHISA2	TMEM46
SHISA3	
SHISA4	C1orf40
SHISA4	TMEM58
SHISA5	
SHISA5P1	
SHISA5P2	
SHISA6	
SHISA7	
SHISA8	C22orf17
SHISA9	
SHISAL1	KIAA1644
SHISAL2A	FAM159A
SHISAL2B	FAM159B
SHKBP1	
SHLD1	C20orf196
SHLD2	FAM35A
SHLD2P1	FAM35B
SHLD2P1	FAM35EP
SHLD2P1	FAM35BP
SHLD2P2	FAM35AP
SHLD2P2	FAM35A2
SHLD2P2	FAM35CP
SHLD2P3	FAM35B2
SHLD2P3	FAM35DP
SHLD3	
SHMT1	
SHMT1P1	SHMT1P
SHMT2	SHMT
SHOC1	C9orf84
SHOC2	
SHOX	
SHOX2	
SHPK	CARKL
SHPRH	
SHQ1	
SHQ1P1	
SHROOM1	
SHROOM2	APXL
SHROOM2P1	APXLP
SHROOM3	
SHROOM3-AS1	
SHROOM4	
SHTN1	KIAA1598
SI	
SIAE	YSG2
SIAH1	
SIAH1P1	SIAH1L
SIAH2	
SIAH2-AS1	
SIAH3	
SIAT5	
SIDT1	
SIDT1-AS1	
SIDT2	
SIGIRR	
SIGLEC1	SN
SIGLEC5	CD33L2
SIGLEC6	CD33L
SIGLEC6	CD33L1
SIGLEC7	SIGLEC19P
SIGLEC7	SIGLECP2
SIGLEC8	
SIGLEC9	
SIGLEC10	
SIGLEC10-AS1	
SIGLEC11	
SIGLEC12	SIGLECL1
SIGLEC14	
SIGLEC15	CD33L3
SIGLEC16	SIGLECP16
SIGLEC17P	SIGLECP3
SIGLEC18P	SIGLECP1
SIGLEC20P	SIGLECP4
SIGLEC21P	SIGLECP5
SIGLEC22P	SIGLECP6
SIGLEC24P	SIGLECP8
SIGLEC25P	SIGLECP9
SIGLEC26P	SIGLECP10
SIGLEC27P	SIGLECP11
SIGLEC28P	SIGLECP12
SIGLEC29P	SIGLECP13
SIGLEC30P	SIGLECP14
SIGLEC31P	SIGLECP15
SIGLECL1	C19orf75
SIGLECL1	SIGLEC23P
SIGLECL1	SIGLECP7
SIGMAR1	OPRS1
SIK1	SNF1LK
SIK1B	
SIK2	SNF1LK2
SIK3	
SIK3-IT1	
SIKE1	
SIL1	MSS
SILC1	LINC01105
SIM1	
SIM1-AS1	
SIM2	SIM
SIMC1	C5orf25
SIN3A	
SIN3B	
SINHCAF	C12orf14
SINHCAF	FAM60A
SINHCAFP1	FAM60BP
SINHCAFP2	FAM60CP
SINHCAFP3	FAM60DP
SIPA1	
SIPA1L1	
SIPA1L1-AS1	
SIPA1L2	
SIPA1L3	
SIRLNT	
SIRPA	PTPNS1
SIRPAP1	PTPNS1L
SIRPB1	
SIRPB2	PTPN1L
SIRPB2	PTPNS1L3
SIRPB3P	
SIRPD	PTPNS1L2
SIRPG	SIRPB2
SIRPG-AS1	
SIRT1	
SIRT1-AS	
SIRT2	SIR2L
SIRT3	
SIRT4	
SIRT5	
SIRT6	
SIRT7	
SIT1	
SIVA1	
SIX1	DFNA23
SIX2	
SIX3	HPE2
SIX3-AS1	
SIX4	
SIX5	DMAHP
SIX6	OPTX2
SKA1	C18orf24
SKA2	FAM33A
SKA2P1	FAM33B
SKA2P1	SKA2L
SKA3	C13orf3
SKAP1	SCAP1
SKAP1-AS1	
SKAP1-AS2	
SKAP2	SCAP2
SKI	
SKIC2	SKIV2
SKIC2	SKIV2L
SKIC3	KIAA0372
SKIC3	TTC37
SKIC8	WDR61
SKIDA1	C10orf140
SKIL	
SKINT1L	SKINTP
SKINT1L	SKINTL
SKOR1	LBXCOR1
SKOR2	
SKP1	SKP1A
SKP1P1	OCP2
SKP1P1	TCEB1L
SKP1P1	TCEB1P
SKP1P2	SKP1B
SKP1P3	
SKP2	
SKP2P1	
SLA	
SLA2	C20orf156
SLAIN1	C13orf32
SLAIN2	KIAA1458
SLAMF1	SLAM
SLAMF6	
SLAMF6P1	
SLAMF7	
SLAMF8	
SLAMF9	
SLBP	
SLBP-DT	
SLC1A1	
SLC1A2	
SLC1A2-AS1	
SLC1A3	
SLC1A4	
SLC1A5	RDRC
SLC1A5	M7V1
SLC1A6	
SLC1A7	
SLC2A1	GLUT1
SLC2A1	GLUT
SLC2A1	HTLVR
SLC2A1	CSE
SLC2A1-DT	SLC2A1-AS1
SLC2A2	GLUT2
SLC2A3	GLUT3
SLC2A3P1	GLUT6
SLC2A3P1	GLUT3P1
SLC2A3P1	SLC2A3P
SLC2A3P2	
SLC2A3P4	
SLC2A4	GLUT4
SLC2A4RG	
SLC2A5	GLUT5
SLC2A6	
SLC2A7	
SLC2A8	
SLC2A9	
SLC2A9-AS1	
SLC2A10	
SLC2A11	
SLC2A12	
SLC2A13	
SLC2A13P1	
SLC2A14	SLC2A3P3
SLC2AXP1	
SLC3A1	
SLC3A2	MDU1
SLC4A1	EPB3
SLC4A1	AE1
SLC4A1	DI
SLC4A1	WD
SLC4A1AP	
SLC4A1APP1	
SLC4A1APP2	
SLC4A2	EPB3L1
SLC4A2	AE2
SLC4A3	
SLC4A4	SLC4A5
SLC4A5	
SLC4A7	SLC4A6
SLC4A7OS	
SLC4A8	
SLC4A8-AS1	
SLC4A9	
SLC4A10	
SLC4A11	CHED2
SLC4A11	CDPD1
SLC5A1	SGLT1
SLC5A2	SGLT2
SLC5A3	
SLC5A4	
SLC5A4-AS1	
SLC5A4P1	
SLC5A5	
SLC5A6	
SLC5A7	
SLC5A8	
SLC5A9	
SLC5A10	
SLC5A11	
SLC5A12	
SLC6A1	
SLC6A1-AS1	
SLC6A2	NET1
SLC6A2	NAT1
SLC6A2	SLC6A5
SLC6A3	DAT1
SLC6A4	HTT
SLC6A4	OCD1
SLC6A5	NET1
SLC6A6	
SLC6A6P1	SLC6A6P
SLC6A7	
SLC6A8	
SLC6A9	
SLC6A10P	SLC6A10
SLC6A11	
SLC6A12	
SLC6A12-AS1	
SLC6A13	
SLC6A14	
SLC6A14P1	
SLC6A14P2	
SLC6A14P3	
SLC6A15	
SLC6A16	
SLC6A17	
SLC6A17-AS1	
SLC6A18	
SLC6A19	
SLC6A20	
SLC6A21P	SLC6A21
SLC7A1	ERR
SLC7A1	ATRC1
SLC7A2	ATRC2
SLC7A2-IT1	
SLC7A3	
SLC7A4	
SLC7A5	
SLC7A5P1	
SLC7A5P2	
SLC7A6	
SLC7A6OS	
SLC7A7	LPI
SLC7A8	
SLC7A9	CSNU3
SLC7A10	
SLC7A11	
SLC7A11-AS1	
SLC7A13	
SLC7A14	
SLC7A14-AS1	
SLC7A15P	
SLC8A1	NCX1
SLC8A1-AS1	
SLC8A2	
SLC8A3	
SLC8B1	SLC24A6
SLC9A1	APNH
SLC9A1	NHE1
SLC9A1	NHE-1
SLC9A2	NHE2
SLC9A3	NHE3
SLC9A3-AS1	
SLC9A3P1	NHE3P
SLC9A3P1	SLC9A3P
SLC9A3P1	SLC9A3P4
SLC9A3P2	
SLC9A3P3	
SLC9A3R1	
SLC9A3R1-AS1	
SLC9A3R2	
SLC9A4	
SLC9A5	
SLC9A6	
SLC9A7	
SLC9A7P1	
SLC9A8	
SLC9A9	
SLC9A9-AS1	
SLC9A9-AS2	
SLC9B1	NHEDC1
SLC9B1P1	NHEDC1P1
SLC9B1P2	NHEDC1P2
SLC9B1P3	
SLC9B1P4	
SLC9B1P5	
SLC9B2	NHEDC2
SLC9C1	SLC9A10
SLC9C2	SLC9A11
SLC10A1	
SLC10A2	ASBT
SLC10A2	ISBT
SLC10A3	
SLC10A4	
SLC10A5	
SLC10A5P1	
SLC10A6	
SLC10A7	C4orf13
SLC11A1	LSH
SLC11A1	NRAMP
SLC11A1	NRAMP1
SLC11A2	NRAMP2
SLC12A1	
SLC12A2	
SLC12A2-DT	LINC01184
SLC12A3	
SLC12A4	
SLC12A5	
SLC12A5-AS1	
SLC12A6	KCC3
SLC12A6	ACCPN
SLC12A7	
SLC12A8	
SLC12A9	
SLC12A9-AS1	
SLC13A1	
SLC13A2	
SLC13A3	
SLC13A4	
SLC13A5	
SLC14A1	JK
SLC14A2	
SLC14A2-AS1	
SLC15A1	
SLC15A2	
SLC15A3	
SLC15A4	
SLC15A5	
SLC16A1	
SLC16A1-AS1	
SLC16A1P1	
SLC16A2	DXS128
SLC16A2	AHDS
SLC16A2	MRX22
SLC16A3	
SLC16A4	
SLC16A4-AS1	
SLC16A5	
SLC16A6	
SLC16A6P1	
SLC16A7	
SLC16A8	
SLC16A9	C10orf36
SLC16A10	
SLC16A11	
SLC16A12	
SLC16A12-AS1	
SLC16A13	
SLC16A14	
SLC16A14P1	
SLC17A1	NPT1
SLC17A2	
SLC17A3	
SLC17A4	
SLC17A5	SIASD
SLC17A6	
SLC17A6-DT	
SLC17A7	
SLC17A8	DFNA25
SLC17A9	C20orf59
SLC18A1	VMAT1
SLC18A1	VAT1
SLC18A2	VMAT2
SLC18A2-AS1	
SLC18A3	
SLC18B1	C6orf192
SLC19A1	
SLC19A2	TRMA
SLC19A3	
SLC20A1	GLVR1
SLC20A1-DT	
SLC20A1P1	
SLC20A1P2	
SLC20A1P3	
SLC20A2	MLVAR
SLC20A2	GLVR2
SLC21A1	
SLC21A4	
SLC21A5	
SLC21A7	
SLC21A10	
SLC21A13	
SLC22A1	
SLC22A2	
SLC22A3	
SLC22A4	DFNB60
SLC22A5	CDSP
SLC22A6	
SLC22A7	
SLC22A8	
SLC22A9	
SLC22A10	
SLC22A11	
SLC22A12	
SLC22A13	ORCTL3
SLC22A14	ORCTL4
SLC22A15	
SLC22A16	
SLC22A17	
SLC22A18	ORCTL2
SLC22A18	BWSCR1A
SLC22A18	IMPT1
SLC22A18	SLC22A1L
SLC22A18AS	BWSCR1B
SLC22A18AS	ORCTL2S
SLC22A18AS	SLC22A1LS
SLC22A20P	SLC22A20
SLC22A23	C6orf85
SLC22A24	
SLC22A25	
SLC22A31	
SLC23A1	SLC23A2
SLC23A2	SLC23A1
SLC23A3	
SLC23A4P	SLC23A4
SLC24A1	
SLC24A2	
SLC24A3	
SLC24A3-AS1	
SLC24A4	
SLC24A5	
SLC25A1	SLC20A3
SLC25A1P1	
SLC25A1P2	
SLC25A1P3	
SLC25A1P4	
SLC25A1P5	
SLC25A2	
SLC25A3	PHC
SLC25A3P1	
SLC25A3P2	
SLC25A3P3	
SLC25A4	PEO3
SLC25A4	PEO2
SLC25A4	ANT1
SLC25A5	ANT2
SLC25A5-AS1	
SLC25A5P1	ANTP3
SLC25A5P2	
SLC25A5P3	ANTP1
SLC25A5P4	
SLC25A5P5	ANTP5
SLC25A5P6	ANTP6
SLC25A5P7	ANTP7
SLC25A5P8	
SLC25A5P9	
SLC25A6	ANT3
SLC25A6P1	SLC25A5L
SLC25A6P2	
SLC25A6P3	
SLC25A6P4	
SLC25A6P5	
SLC25A6P6	
SLC25A10	DIC
SLC25A11	SLC20A4
SLC25A12	
SLC25A13	CTLN2
SLC25A14	
SLC25A14P1	
SLC25A15	ORNT1
SLC25A15	HHH
SLC25A15P1	SLC25A15P
SLC25A15P2	
SLC25A15P3	
SLC25A15P4	
SLC25A15P5	
SLC25A16	
SLC25A17	
SLC25A18	
SLC25A18P1	
SLC25A19	MCPHA
SLC25A20	CACT
SLC25A20P1	CACTP
SLC25A20P1	SLC25A20P
SLC25A21	
SLC25A21-AS1	
SLC25A22	
SLC25A23	
SLC25A24	
SLC25A24P1	
SLC25A24P2	
SLC25A25	
SLC25A25-AS1	
SLC25A26	
SLC25A27	
SLC25A28	
SLC25A28-DT	
SLC25A29	C14orf69
SLC25A30	
SLC25A30-AS1	
SLC25A31	
SLC25A32	
SLC25A33	
SLC25A34	
SLC25A34-AS1	
SLC25A35	
SLC25A36	
SLC25A36P1	
SLC25A37	
SLC25A38	
SLC25A38P1	
SLC25A39	
SLC25A39P1	
SLC25A39P2	
SLC25A40	
SLC25A41	
SLC25A42	
SLC25A43	
SLC25A44	
SLC25A45	
SLC25A46	
SLC25A47	C14orf68
SLC25A47P1	
SLC25A48	
SLC25A48-AS1	LINC01959
SLC25A51	MCART1
SLC25A51P1	MCART3P
SLC25A51P2	MCART4P
SLC25A51P3	MCART5P
SLC25A51P4	
SLC25A52	MCART2
SLC25A53	MCART6
SLC25A53P1	
SLC26A1	
SLC26A2	DTD
SLC26A3	DRA
SLC26A3	CLD
SLC26A4	DFNB4
SLC26A4-AS1	
SLC26A5	PRES
SLC26A5-AS1	
SLC26A6	
SLC26A7	
SLC26A8	
SLC26A9	
SLC26A9-AS1	
SLC26A10P	SLC26A10
SLC26A11	
SLC27A1	
SLC27A2	FACVL1
SLC27A3	
SLC27A4	
SLC27A5	
SLC27A6	
SLC28A1	
SLC28A2	
SLC28A2-AS1	
SLC28A3	
SLC28A3-AS1	
SLC29A1	ENT1
SLC29A2	ENT2
SLC29A2	HNP36
SLC29A3	
SLC29A4	
SLC29A4P1	
SLC29A4P2	
SLC30A1	ZNT1
SLC30A2	ZNT2
SLC30A3	ZNT3
SLC30A4	ZNT4
SLC30A5	
SLC30A6	
SLC30A6-DT	
SLC30A6P1	
SLC30A7	
SLC30A8	
SLC30A9	C4orf1
SLC30A10	
SLC31A1	COPT1
SLC31A1P1	SLC31A1P
SLC31A2	COPT2
SLC32A1	VIAAT
SLC33A1	ACATN
SLC33A1	SPG42
SLC34A1	NPT2
SLC34A1	SLC17A2
SLC34A2	
SLC34A3	
SLC35A1	
SLC35A2	UGALT
SLC35A3	
SLC35A4	
SLC35A5	
SLC35B1	
SLC35B2	
SLC35B3	C6orf196
SLC35B4	
SLC35C1	
SLC35C2	C20orf5
SLC35C2	OVCOV1
SLC35C2P1	
SLC35D1	
SLC35D2	
SLC35D3	FRCL1
SLC35E1	
SLC35E1P1	
SLC35E2A	SLC35E2
SLC35E2B	
SLC35E3	
SLC35E4	
SLC35F1	C6orf169
SLC35F2	
SLC35F3	
SLC35F3-AS1	
SLC35F4	C14orf36
SLC35F5	
SLC35F6	C2orf18
SLC35G1	TMEM20
SLC35G2	TMEM22
SLC35G3	TMEM21A
SLC35G3	AMAC1
SLC35G4	AMAC1L1
SLC35G4	SLC35G4P
SLC35G5	AMAC
SLC35G5	AMAC1L2
SLC35G6	TMEM21B
SLC35G6	AMAC1L3
SLC36A1	
SLC36A2	
SLC36A3	
SLC36A4	
SLC37A1	
SLC37A2	
SLC37A3	
SLC37A4	G6PT1
SLC37A4	G6PT2
SLC37A4	G6PT3
SLC38A1	
SLC38A2	
SLC38A2-AS1	
SLC38A3	
SLC38A4	
SLC38A4-AS1	
SLC38A5	
SLC38A6	
SLC38A7	
SLC38A8	
SLC38A9	
SLC38A10	
SLC38A11	
SLC39A1	ZIRTL
SLC39A2	
SLC39A3	
SLC39A4	AEZ
SLC39A5	
SLC39A6	
SLC39A7	HKE4
SLC39A8	
SLC39A9	
SLC39A10	
SLC39A11	C17orf26
SLC39A12	
SLC39A12-AS1	
SLC39A13	
SLC39A14	
SLC40A1	SLC11A3
SLC41A1	
SLC41A2	
SLC41A3	
SLC41A3-AS1	
SLC43A1	POV1
SLC43A2	
SLC43A3	
SLC44A1	CDW92
SLC44A2	
SLC44A3	
SLC44A3-AS1	LINC01057
SLC44A3P1	
SLC44A4	C6orf29
SLC44A5	
SLC45A1	DNB5
SLC45A2	MATP
SLC45A3	PCANAP6
SLC45A3	PCANAP2
SLC45A3	PCANAP8
SLC45A4	
SLC46A1	
SLC46A2	TSCOT
SLC46A3	
SLC47A1	
SLC47A1P1	
SLC47A1P2	
SLC47A2	
SLC48A1	
SLC49A3	MFSD7
SLC49A4	DIRC2
SLC50A1	RAG1AP1
SLC51A	
SLC51B	
SLC52A1	GPR172B
SLC52A2	GPR172A
SLC52A3	C20orf54
SLC66A1	PQLC2
SLC66A1L	C3orf55
SLC66A1L	PQLC2L
SLC66A2	PQLC1
SLC66A2P1	PQLC1P1
SLC66A2P2	PQLC1P2
SLC66A3	C2orf22
SLC66A3	PQLC3
SLCO1A2	SLC21A3
SLCO1B1	SLC21A6
SLCO1B3	SLC21A8
SLCO1B3-SLCO1B7	
SLCO1B7	
SLCO1C1	SLC21A14
SLCO2A1	SLC21A2
SLCO2A1	MATR1
SLCO2B1	SLC21A9
SLCO3A1	SLC21A11
SLCO4A1	SLC21A12
SLCO4A1-AS1	
SLCO4A1-AS2	
SLCO4C1	
SLCO5A1	SLC21A15
SLCO5A1-AS1	
SLCO6A1	
SLEB3	
SLEH1	
SLEN1	
SLEN2	
SLEN3	
SLF1	BRCTD1
SLF1	ANKRD32
SLF2	C10orf6
SLF2	FAM178A
SLFN5	
SLFN11	
SLFN12	
SLFN12L	
SLFN13	
SLFN14	
SLFNL1	
SLFNL1-AS1	
SLIRP	C14orf156
SLIRPP1	
SLIRPP2	
SLIT1	SLIL1
SLIT1-AS1	
SLIT2	SLIL3
SLIT2-IT1	
SLIT3	SLIL2
SLIT3-AS1	
SLIT3-AS2	
SLITRK1	LRRC12
SLITRK2	SLITL1
SLITRK2	TMEM257
SLITRK2	CXorf1
SLITRK3	
SLITRK4	
SLITRK5	LRRC11
SLITRK6	
SLK	
SLMAP	
SLN	
SLPI	
SLTM	
SLU7	
SLURP1	
SLURP2	
SLX1A	GIYD1
SLX1A-SULT1A3	
SLX1B	GIYD2
SLX1B-SULT1A4	
SLX4	BTBD12
SLX4IP	C20orf94
SLX9	C21orf70
SLX9	FAM207A
SMA#	
SMAD1	MADH1
SMAD1-AS1	
SMAD1-AS2	
SMAD2	MADH2
SMAD3	MADH3
SMAD4	MADH4
SMAD5	MADH5
SMAD5-AS1	SMAD5OS
SMAD6	MADH7
SMAD6	MADH6
SMAD7	MADH8
SMAD7	MADH7
SMAD9	MADH6
SMAD9	MADH9
SMAD9-IT1	SMAD9-AS1
SMAGP	
SMAN1	
SMANTIS	
SMAP1	
SMAP2	SMAP1L
SMARCA1	SNF2L1
SMARCA1	SNF2L
SMARCA2	SNF2L2
SMARCA2-AS1	
SMARCA4	SNF2L4
SMARCA5	
SMARCA5-AS1	
SMARCAD1	
SMARCAD1-DT	
SMARCAL1	
SMARCAL1-AS1	
SMARCB1	SNF5L1
SMARCC1	
SMARCC2	
SMARCD1	
SMARCD2	
SMARCD3	
SMARCE1	
SMARCE1P1	
SMARCE1P2	
SMARCE1P3	
SMARCE1P4	
SMARCE1P5	
SMARCE1P6	
SMARCE1P7	
SMBD1P	
SMC1A	SMC1L1
SMC1B	SMC1L2
SMC2	SMC2L1
SMC2-DT	SMC2-AS1
SMC3	CSPG6
SMC3P1	
SMC4	SMC4L1
SMC4P1	
SMC5	SMC5L1
SMC5-DT	SMC5-AS1
SMC6	SMC6L1
SMCHD1	
SMCO1	C3orf43
SMCO2	C12orf70
SMCO3	C12orf69
SMCO4	C11orf75
SMCO4P1	
SMCP	MCSP
SMCR2	
SMCR3	
SMCR4	
SMCR5	
SMCR6	
SMCR8	
SMCR9	
SMDT1	C22orf32
SMG1	
SMG1-DT	
SMG1P1	
SMG1P2	
SMG1P3	
SMG1P4	
SMG1P5	
SMG1P6	
SMG1P7	
SMG5	
SMG6	C17orf31
SMG6-IT1	C17orf6
SMG7	C1orf16
SMG7-AS1	
SMG8	C17orf71
SMG9	C19orf61
SMILR	
SMIM1	
SMIM2	C13orf44
SMIM2-AS1	C13orf44-AS1
SMIM2-IT1	C13orf44-IT1
SMIM3	C5orf62
SMIM4	C3orf78
SMIM5	C17orf109
SMIM6	C17orf110
SMIM7	C19orf42
SMIM7P1	
SMIM8	C6orf162
SMIM9	CXorf68
SMIM10	CXorf69
SMIM10L1	
SMIM10L2A	NCRNA00086
SMIM10L2A	LINC00086
SMIM10L2B	NCRNA00087
SMIM10L2B	LINC00087
SMIM10L2B-AS1	
SMIM11	C21orf51
SMIM11	FAM165B
SMIM11	SMIM11A
SMIM11B	
SMIM11P1	C6orf161
SMIM11P1	FAM165A
SMIM12	C1orf212
SMIM12-AS1	
SMIM12P1	
SMIM13	C6orf228
SMIM14	C4orf34
SMIM14-DT	
SMIM15	C5orf43
SMIM15-AS1	
SMIM15P1	
SMIM15P2	
SMIM17	
SMIM18	
SMIM19	C8orf40
SMIM20	C4orf52
SMIM21	C18orf62
SMIM22	
SMIM23	C5orf50
SMIM24	C19orf77
SMIM26	LINC00493
SMIM27	C9orf133
SMIM27	TOPORS-AS1
SMIM28	
SMIM29	C6orf1
SMIM30	LINC00998
SMIM31	LINC01207
SMIM32	
SMIM33	
SMIM34	SMIM34A
SMIM34B	
SMIM35	TMPRSS4-AS1
SMIM36	
SMIM38	
SMIM39	
SMIM40	
SMIM41	
SMIM42	
SMIM43	
SMIM44	
SMIM45	LINC00634
SMKR1	
SMLR1	
SMN1	SMA@
SMN1	SMA
SMN2	
SMNDC1	
SMO	SMOH
SMOC1	
SMOC2	
SMOX	C20orf16
SMPD1	
SMPD2	
SMPD3	
SMPD4	
SMPD4BP	
SMPD4P1	
SMPD4P2	
SMPD5	
SMPDL3A	
SMPDL3B	
SMPX	DFN6
SMR3A	PROL5
SMR3B	PROL3
SMS	SRS
SMSP1	
SMTN	
SMTNL1	
SMTNL2	
SMU1	
SMU1P1	
SMUG1	
SMUG1-AS1	
SMUG1P1	
SMURF1	
SMURF2	
SMURF2P1	
SMYD1	
SMYD2	
SMYD3	ZNFN3A1
SMYD3	ZMYND1
SMYD3-AS1	
SMYD3-IT1	
SMYD4	
SMYD5	RAI15
SNAI1	
SNAI1P1	SNAI1P
SNAI1P1	SNAI1L1
SNAI2	SLUG
SNAI3	ZNF293
SNAI3-AS1	
SNAP23	
SNAP23P1	SNAP23P
SNAP25	SNAP
SNAP25-AS1	
SNAP29	
SNAP47	C1orf142
SNAP47-AS1	SNAP47-IT1
SNAP91	
SNAPC1	
SNAPC2	
SNAPC3	
SNAPC4	
SNAPC5	
SNAPC5P1	
SNAPIN	SNAPAP
SNAR-A1	
SNAR-A2	
SNAR-A3	
SNAR-A4	
SNAR-A5	
SNAR-A6	
SNAR-A7	
SNAR-A8	
SNAR-A9	
SNAR-A10	
SNAR-A11	
SNAR-A12	
SNAR-A13	
SNAR-A14	
SNAR-B1	
SNAR-B2	
SNAR-C1	
SNAR-C2	
SNAR-C3	
SNAR-C4	
SNAR-C5	
SNAR-D	
SNAR-E	
SNAR-F	
SNAR-G1	
SNAR-G2	
SNAR-H	
SNAR-I	
SNCA	PARK1
SNCA	PARK4
