ensembl_id,symbol,Chromosome,start,end
255349,TMEM211,22,24935097,24946695
85379,KIAA1671,22,25027973,25197448
100128531,LOC100128531,22,25102416,25112692
1417,CRYBB3,22,25199849,25207359
1415,CRYBB2,22,25219644,25231869
91353,IGLL3P,22,25318256,25320226
91355,LRP5L,22,25351417,25381577
1416,CRYBB2P1,22,25448086,25461678
102466198,MIR6817,22,25455645,25455711
157,GRK3,22,25564893,25729291
84700,MYO18B,22,25742143,26031041
23544,SEZ6L,22,26169473,26383597
57168,ASPHD2,22,26429313,26445012
89781,HPS4,22,26443108,26483863
402055,SRRD,22,26483883,26491938
24144,TFIP11,22,26491239,26512506
100507599,LOC100507599,22,26512531,26514567
8459,TPST2,22,26525747,26590125
100313914,MIR548J,22,26555211,26555323
1414,CRYBB1,22,26599397,26618027
1413,CRYBA4,22,26621963,26630672
440823,MIAT,22,26657481,26676477
102724827,MIATNB,22,26672842,26780893
110091768,LOC110091768,22,26860210,26881785
101929539,LINC01422,22,26903291,26920610
284898,LOC284898,22,27048143,27060518
105372977,LOC105372977,22,27187515,27189215
105372978,LINC01638,22,27221346,27224727
100507657,LINC02554,22,27310650,27317840
4330,MN1,22,27748276,27801498
23760,PITPNB,22,27851668,27919306
284900,TTC28-AS1,22,27919375,28002681
100423034,MIR3199-1,22,27920524,27920612
100422998,MIR3199-2,22,27920525,27920611
23331,TTC28,22,27978013,28679865
102466081,MIR5739,22,28459868,28459948
11200,CHEK2,22,28687742,28741834
150274,HSCB,22,28742031,28757518
150275,CCDC117,22,28772673,28789301
7494,XBP1,22,28794559,28800572
84133,ZNRF3,22,28883766,29057488
100874123,ZNRF3-AS1,22,29024998,29031476
25770,C22orf31,22,29058671,29061919
83999,KREMEN1,22,29073077,29168333
129080,EMID1,22,29205911,29259597
25807,RHBDD3,22,29259851,29268163
2130,EWSR1,22,29268008,29300525
10634,GAS2L1,22,29306994,29312789
10633,RASL10A,22,29312932,29315756
162,AP1B1,22,29327679,29388583
100113380,SNORD125,22,29333162,29333258
10740,RFPL1S,22,29437014,29442129
5988,RFPL1,22,29438582,29442455
4744,NEFH,22,29480191,29491288
8563,THOC5,22,29508166,29553747
8508,NIPSNAP1,22,29554808,29581337
4771,NF2,22,29603555,29698600
164633,CABP7,22,29720354,29731831
55954,ZMAT5,22,29730955,29767011
29796,UQCR10,22,29767368,29770413
84164,ASCC2,22,29788607,29838304
8897,MTMR3,22,29883168,30030868
102466742,MIR6818,22,30007048,30007113
101929664,HORMAD2-AS1,22,30008741,30080480
150280,HORMAD2,22,30080068,30177075
110806283,LIF-AS1,22,30239193,30240538
3976,LIF,22,30240446,30246851
91370,LOC91370,22,30246209,30246993
5008,OSM,22,30262827,30266843
652968,CASTOR1,22,30285117,30289627
83874,TBC1D10A,22,30291989,30326966
10291,SF3A1,22,30331987,30356947
550631,CCDC157,22,30356634,30378655
85371,KIAA1656,22,30368810,30377905
200312,RNF215,22,30378813,30387313
23541,SEC14L2,22,30396940,30425303
51537,MTFP1,22,30425622,30429054
105372990,LOC105372990,22,30432685,30436501
266629,SEC14L3,22,30459228,30472047
376844,SDC4P,22,30481289,30481756
284904,SEC14L4,22,30488905,30505711
730005,SEC14L6,22,30522787,30546682
9514,GAL3ST1,22,30554634,30574587
23481,PES1,22,30576624,30607013
6948,TCN2,22,30607082,30627060
339665,SLC35E4,22,30635814,30669016
150290,DUSP18,22,30652050,30667890
23762,OSBP2,22,30693781,30907824
100422912,MIR3200,22,30731556,30731641
107985544,LOC107985544,22,30886055,30921779
150291,MORC2-AS1,22,30922307,30926653
22880,MORC2,22,30925129,30968287
55000,TUG1,22,30969210,30979394
6525,SMTN,22,31081295,31104624
140606,SELENOM,22,31104771,31107587
27124,INPP5J,22,31122922,31134697
50487,PLA2G3,22,31134806,31140607
100500901,MIR3928,22,31160061,31160119
91445,RNF185,22,31160151,31207019
3985,LIMK2,22,31212263,31280080
113791,PIK3IP1,22,31281592,31292534
23598,PATZ1,22,31325803,31346263
101929760,PIK3IP1-AS1,22,31335348,31338021
54944,LINC01521,22,31346758,31351155
4733,DRG1,22,31399552,31434186
56478,EIF4ENIF1,22,31439358,31489888
9814,SFI1,22,31496138,31618551
23761,PISD,22,31618490,31662564
102465666,MIR7109,22,31621466,31621531
253143,PRR14L,22,31681347,31750134
9681,DEPDC5,22,31753950,31907034
25775,C22orf24,22,31933520,31945362
7533,YWHAH,22,31944492,31957603
105372999,LINC02558,22,31970822,32037199
6523,SLC5A1,22,32043031,32113024
23782,AP1B1P1,22,32121976,32133469
150297,C22orf42,22,32149005,32159292
10739,RFPL2,22,32190434,32204731
110806273,SLC5A4-AS1,22,32205114,32273615
6527,SLC5A4,22,32218475,32255331
10738,RFPL3,22,32354884,32361161
10737,RFPL3S,22,32359905,32371264
339666,LOC339666,22,32376663,32384342
51493,RTCB,22,32387574,32412287
254240,BPIFC,22,32413846,32457386
25793,FBXO7,22,32474719,32498831
8224,SYN3,22,32512552,33058391
7078,TIMP3,22,32800815,32863041
105373006,LINC01640,22,33108528,33116294
9215,LARGE1,22,33272860,33920428
100616295,MIR4764,22,33436581,33436669
109616998,SNORA50B,22,33704785,33704920
100506195,LARGE-AS1,22,33724985,33750816
101926957,ISX-AS1,22,34756664,34997916
91464,ISX,22,35066135,35087387
104310353,LINC01399,22,35119823,35231056
10042,HMGXB4,22,35257451,35295807
10043,TOM1,22,35299274,35347994
100500826,MIR3909,22,35335639,35335758
102464824,MIR6069,22,35336720,35336799
3162,HMOX1,22,35381066,35394214
4174,MCM5,22,35400122,35424502
23551,RASD2,22,35541304,35553998
4151,MB,22,35606763,35623354
80830,APOL6,22,35648376,35668409
80831,APOL5,22,35717871,35729482
23543,RBFOX2,22,35738733,36028537
80833,APOL3,22,36140322,36166177
80832,APOL4,22,36189127,36204833
23780,APOL2,22,36226208,36239954
8542,APOL1,22,36253070,36267531
4627,MYH9,22,36281276,36388067
102465491,MIR6819,22,36286846,36286907
25828,TXN2,22,36467045,36481640
80020,FOXRED2,22,36487185,36507101
8664,EIF3D,22,36510849,36529230
10369,CACNG2,22,36560868,36702858
105373021,LOC105373021,22,36703875,36767089
11020,IFT27,22,36758201,36776133
5816,PVALB,22,36800700,36819473
107985578,NCF4-AS1,22,36847371,36870443
4689,NCF4,22,36860987,36878017
1439,CSF2RB,22,36913632,36940437
100506241,LL22NC01-81G9.3,22,36965247,36968172
339669,TEX33,22,36991118,37007836
7263,TST,22,37010858,37020183
4357,MPST,22,37019641,37029822
79734,KCTD17,22,37051735,37063390
164656,TMPRSS6,22,37065435,37109563
3560,IL2RB,22,37125839,37175118
114904,C1QTNF6,22,37180165,37188290
6753,SSTR3,22,37204236,37212376
5880,RAC2,22,37225260,37244299
27128,CYTH4,22,37282382,37315348
114794,ELFN2,22,37340643,37427470
100506271,LOC100506271,22,37352190,37354839
4242,MFNG,22,37469062,37486440
29775,CARD10,22,37490361,37519203
11135,CDC42EP1,22,37560463,37569403
3957,LGALS2,22,37570245,37580017
26088,GGA1,22,37608473,37633564
23616,SH3BP1,22,37639474,37656119
101927051,LOC101927051,22,37641831,37658377
57026,PDXP,22,37658729,37666932
3956,LGALS1,22,37675605,37679802
79159,NOL12,22,37686336,37693478
11078,TRIOBP,22,37696987,37776556
3005,H1F0,22,37805106,37807436
23464,GCAT,22,37807904,37817176
8484,GALR3,22,37823381,37825495
129138,ANKRD54,22,37830854,37849318
724028,MIR658,22,37844271,37844371
724029,MIR659,22,37847677,37847774
51386,EIF3L,22,37849371,37888782
85377,MICALL1,22,37906147,37942458
84645,C22orf23,22,37943049,37953669
5435,POLR2F,22,37953662,38041915
102465492,MIR6820,22,37967562,37967624
6663,SOX10,22,37972311,37984532
100616146,MIR4534,22,37988793,37988853
9463,PICK1,22,38057254,38075701
23539,SLC16A8,22,38078136,38083163
80115,BAIAP2L2,22,38084888,38110669
8398,PLA2G6,22,38111494,38181909
23764,MAFF,22,38201931,38216510
25829,TMEM184B,22,38219290,38273034
106635525,SNORA92,22,38224478,38224720
1454,CSNK1E,22,38290690,38318084
102800317,TPTEP2-CSNK1E,22,38290690,38398522
400927,TPTEP2,22,38344664,38398926
3761,KCNJ4,22,38426327,38455199
11015,KDELR3,22,38468061,38483447
10521,DDX17,22,38483437,38506340
11144,DMC1,22,38518948,38570196
105373031,LOC105373031,22,38570499,38571358
646851,FAM227A,22,38578119,38656629
25776,CBY1,22,38656652,38673851
56993,TOMM22,22,38681948,38684761
9929,JOSD1,22,38685542,38701418
9567,GTPBP1,22,38705801,38733587
25777,SUN2,22,38734713,38756019
10126,DNAL4,22,38778507,38794156
23467,NPTXR,22,38818450,38844012
23466,CBX6,22,38861426,38872334
200315,APOBEC3A,22,38957521,38963183
100913187,APOBEC3A_B,22,38957521,38992778
100874530,APOBEC3B-AS1,22,38961613,38998220
9582,APOBEC3B,22,38982398,38992779
27350,APOBEC3C,22,39014259,39018820
140564,APOBEC3D,22,39021112,39033251
200316,APOBEC3F,22,39040667,39055970
60489,APOBEC3G,22,39077004,39087743
164668,APOBEC3H,22,39097223,39104067
23492,CBX7,22,39130773,39152650
5155,PDGFB,22,39223358,39245055
6122,RPL3,22,39312881,39319665
116938,SNORD83B,22,39313818,39313911
116937,SNORD83A,22,39315212,39315307
116936,SNORD139,22,39316841,39316896
26807,SNORD43,22,39319051,39319113
9145,SYNGR1,22,39349948,39385588
10454,TAB1,22,39399753,39437127
100506472,LOC100506472,22,39432159,39437128
4248,MGAT3,22,39457319,39492196
104502417,MGAT3-AS1,22,39475806,39476822
54471,MIEF1,22,39500099,39518134
468,ATF4,22,39520558,39522686
91582,RPS19BP1,22,39529092,39532855
8911,CACNA1I,22,39570752,39689736
150350,ENTHD1,22,39743043,39893790
9402,GRAP2,22,39901081,39973342
113828,FAM83F,22,39994948,40030039
100130899,LOC100130899,22,40032331,40036577
23112,TNRC6B,22,40044816,40335808
158,ADSL,22,40346499,40366748
27352,SGSM3,22,40370561,40410289
57591,MKL1,22,40410280,40636719
101927257,LOC101927257,22,40521799,40526707
2847,MCHR1,22,40679177,40682814
10478,SLC25A17,22,40769629,40819399
100616283,MIR4766,22,40813882,40813958
6767,ST13,22,40824534,40857008
63929,XPNPEP3,22,40857080,40932819
150353,DNAJB7,22,40859549,40862126
9978,RBX1,22,40951346,40973015
106635682,SNORD140,22,41073601,41073721
100302237,MIR1281,22,41092512,41092566
2033,EP300,22,41092609,41180077
101927279,EP300-AS1,22,41185214,41197501
83746,L3MBTL2,22,41205308,41231271
100506544,LOC100506544,22,41209121,41217627
150356,CHADL,22,41229509,41240931
5905,RANGAP1,22,41244776,41302213
102466758,MIR6889,22,41252991,41253050
23264,ZC3H7B,22,41301502,41360147
7008,TEF,22,41367332,41399328
10766,TOB2,22,41433487,41447023
84844,PHF5A,22,41459716,41468704
50,ACO2,22,41469124,41528989
171568,POLR3H,22,41525800,41544606
105373044,LOC105373044,22,41551708,41560883
27254,CSDC2,22,41561009,41576666
5372,PMM1,22,41576885,41589867
27351,DESI1,22,41598027,41621057
2547,XRCC6,22,41621162,41664048
4809,SNU13,22,41673932,41688909
79640,C22orf46,22,41690542,41698136
150365,MEI1,22,41699513,41799455
79879,CCDC134,22,41800621,41826299
6721,SREBF2,22,41833078,41907308
407039,MIR33A,22,41900943,41901012
440829,SHISA8,22,41909535,41915095
100616259,MIR378I,22,41923221,41923297
115650,TNFRSF13C,22,41925031,41926817
79019,CENPM,22,41938720,41947164
339674,LINC00634,22,41952186,41958942
55964,SEPT3,22,41976926,41998221
164684,WBP2NL,22,41998724,42028473
4668,NAGA,22,42058333,42070842
150368,PHETA2,22,42074250,42079438
91689,SMDT1,22,42079690,42084284
4700,NDUFA6,22,42085525,42090772
100132273,NDUFA6-DT,22,42090932,42137501
101929829,LOC101929829,22,42126498,42144554
1565,CYP2D6,22,42126498,42144554
1564,CYP2D7,22,42139590,42144575
6942,TCF20,22,42160012,42283927
388906,OGFRP1,22,42269752,42274862
102723775,LINC01315,22,42364399,42369208
150372,NFAM1,22,42380407,42432395
94009,SERHL,22,42500578,42512560
27341,RRP7A,22,42508334,42519823
253190,SERHL2,22,42553861,42574382
91695,RRP7BP,22,42573259,42582011
84271,POLDIP3,22,42583720,42614962
267010,RNU12,22,42615244,42615393
1727,CYB5R3,22,42617839,42649399
267020,ATP5MGL,22,42639802,42640601
53947,A4GALT,22,42692111,42721301
26286,ARFGAP3,22,42796525,42857402
11252,PACSIN2,22,42869765,43015176
100506679,LOC100506679,22,43038584,43052365
25809,TTLL1,22,43039515,43089428
638,BIK,22,43110747,43129712
27349,MCAT,22,43132205,43143397
706,TSPO,22,43151513,43163242
23170,TTLL12,22,43166621,43187131
150378,FLJ30901,22,43197280,43201154
80274,SCUBE1,22,43203222,43343388
105373051,LOC105373051,22,43212673,43213661
101927447,LOC101927447,22,43275941,43283826
105373054,LINC01639,22,43400330,43409681
758,MPPED1,22,43412013,43506920
100874197,EFCAB6-AS1,22,43516253,43536605
64800,EFCAB6,22,43528743,43812337
25830,SULT4A1,22,43824506,43862498
150379,PNPLA5,22,43879677,43892013
80339,PNPLA3,22,43923738,43947568
25813,SAMM50,22,43955380,43996532
29780,PARVB,22,43999210,44169232
64098,PARVG,22,44172955,44208469
85352,SHISAL1,22,44243676,44312851
101927526,LINC01656,22,44443326,44444788
84247,RTL6,22,44492569,44498125
388910,LINC00207,22,44569339,44572449
414351,LINC00229,22,44606327,44625419
55615,PRR5,22,44668546,44737681
553158,PRR5-ARHGAP8,22,44702197,44862784
23779,ARHGAP8,22,44752557,44862784
112885,PHF21B,22,44881162,45009928
101927551,LOC101927551,22,45000564,45003619
100506714,NUP50-DT,22,45133757,45163781
10762,NUP50,22,45163844,45188009
105373064,LOC105373064,22,45176241,45191612
23313,KIAA0930,22,45192241,45240769
100302149,MIR1249,22,45200953,45201019
7380,UPK3A,22,45284986,45295874
55007,FAM118A,22,45308959,45341955
27127,SMC1B,22,45344063,45413619
26150,RIBC2,22,45413690,45432422
2192,FBLN1,22,45502838,45601134
100506737,LINC01589,22,45604431,45605647
25814,ATXN10,22,45671797,45845307
100616253,MIR4762,22,45760523,45760598
7477,WNT7B,22,45920365,45977128
730668,LOC730668,22,46006615,46010777
100271722,LINC00899,22,46039906,46044868
55267,PRR34,22,46050458,46054144
150381,PRR34-AS1,22,46053845,46058522
642648,LOC642648,22,46064650,46071021
400931,MIRLET7BHG,22,46085996,46113928
100500828,MIR3619,22,46091043,46091126
406883,MIRLET7A3,22,46112748,46112822
100616143,MIR4763,22,46113565,46113657
406884,MIRLET7B,22,46113685,46113768
5465,PPARA,22,46150595,46243756
150383,CDPF1,22,46244012,46250296
10343,PKDREJ,22,46255662,46263322
55020,TTC38,22,46267963,46294008
150384,GTSE1-DT,22,46295142,46296660
51512,GTSE1,22,46296740,46330810
55687,TRMU,22,46335400,46357340
9620,CELSR1,22,46360833,46537170
23151,GRAMD4,22,46620401,46679791
64781,CERK,22,46684409,46738255
25771,TBC1D22A,22,46762616,47175699
642757,TBC1D22A-AS1,22,46914091,46916042
339685,LOC339685,22,47345570,47373541
101927722,LINC01644,22,47461298,47487111
400932,LINC00898,22,47621042,47631569
284930,LOC284930,22,47631673,47855600
100422916,MIR3201,22,48274363,48274415
25817,FAM19A5,22,48489459,48751935
284933,LOC284933,22,48538899,48547387
100616415,MIR4535,22,48780294,48780353
100128946,LINC01310,22,48866769,48898386
348645,C22orf34,22,49414524,49657542
100500882,MIR3667,22,49543392,49543466
23774,BRD1,22,49773277,49827927
9889,ZBED4,22,49853848,49890078
79087,ALG12,22,49903205,49918458
79174,CRELD2,22,49918629,49927540
415116,PIM3,22,49960494,49964072
102465493,MIR6821,22,49962865,49962939
400935,IL17REL,22,49994512,50012626
164714,TTLL8,22,50018574,50058227
23209,MLC1,22,50059390,50085929
54456,MOV10L1,22,50090005,50161687
56666,PANX2,22,50170730,50180295
80305,TRABD,22,50185911,50199599
83642,SELENOO,22,50200978,50217616
85378,TUBGCP6,22,50217688,50244971
83933,HDAC10,22,50245183,50251405
6300,MAPK12,22,50252900,50261810
5600,MAPK11,22,50263712,50270393
23654,PLXNB2,22,50274978,50307572
414918,DENND6B,22,50311962,50327060
9701,PPP6R2,22,50343316,50445089
6305,SBF1,22,50445000,50475071
79924,ADM2,22,50481723,50486437
55586,MIOX,22,50486783,50490321
91289,LMF2,22,50502946,50507706
29781,NCAPH2,22,50508215,50524780
9997,SCO2,22,50523567,50526439
1890,TYMP,22,50525752,50530085
440836,ODF3B,22,50530408,50532579
113730,KLHDC7B,22,50546202,50551023
644186,SYCE3,22,50551111,50562952
1375,CPT1B,22,50568860,50578667
386593,CHKB-CPT1B,22,50568860,50582999
1120,CHKB,22,50578957,50582999
100144603,CHKB-DT,22,50583025,50595281
23542,MAPK8IP2,22,50600684,50613981
410,ARSA,22,50622753,50628173
85358,SHANK3,22,50674641,50733212
105373100,LOC105373100,22,50735828,50738169
49,ACR,22,50738223,50745299
284942,RPL23AP82,22,50757085,50799637
11158,RABL2B,22,50767491,50783682
102723448,LINC01986,3,11750,24501
101927174,CHL1-AS2,3,195757,197341
10752,CHL1,3,196595,409414
101927193,CHL1-AS1,3,363372,385795
101927215,LINC01266,3,592104,846015
27255,CNTN6,3,1092657,1403608
152330,CNTN4,3,2098802,3057961
100873976,CNTN4-AS2,3,2110408,2144241
100873975,CNTN4-AS1,3,3039660,3061145
3568,IL5RA,3,3066323,3110374
51095,TRNT1,3,3126915,3149022
51185,CRBN,3,3149632,3179717
100130207,LOC100130207,3,3700813,3800875
57633,LRRN1,3,3799430,3849834
6419,SETMAR,3,4303303,4317265
285362,SUMF1,3,4361144,4467282
100996539,ITPR1-DT,3,4490316,4493163
3708,ITPR1,3,4493347,4847840
100126791,EGOT,3,4749193,4751590
100507582,BHLHE40-AS1,3,4896808,4979961
8553,BHLHE40,3,4979411,4985180
55207,ARL8B,3,5122244,5180916
9695,EDEM1,3,5187673,5219965
100616334,MIR4790,3,5250176,5250255
101927347,GRM7-AS3,3,6632357,6805449
2917,GRM7,3,6861114,7741531
105376946,GRM7-AS2,3,6892636,6894017
100873937,GRM7-AS1,3,7519740,7535284
101927394,LOC101927394,3,7952804,8016307
100288428,LMCD1-AS1,3,8221146,8501658
29995,LMCD1,3,8501806,8568125
29931,LINC00312,3,8571781,8574668
51066,SSUH2,3,8619399,8652078
859,CAV3,3,8733799,8746765
5021,OXTR,3,8750408,8769614
56852,RAD18,3,8877195,8963475
9901,SRGAP3,3,8980590,9249685
101927416,SRGAP3-AS2,3,9192492,9194453
100288831,SRGAP3-AS3,3,9216894,9219508
101927440,SRGAP3-AS4,3,9249755,9257507
25917,THUMPD3,3,9363032,9386791
440944,THUMPD3-AS1,3,9385263,9397494
55209,SETD5,3,9397699,9478154
375323,LHFPL4,3,9498360,9553802
64419,MTMR14,3,9649432,9702394
151835,CPNE9,3,9703806,9729908
7862,BRPF1,3,9731728,9748016
4968,OGG1,3,9749943,9766669
8536,CAMK1,3,9757344,9769984
10474,TADA3,3,9779963,9793011
10093,ARPC4,3,9792494,9807105
100526693,ARPC4-TTLL3,3,9792547,9836356
26140,TTLL3,3,9809959,9836356
285367,RPUSD3,3,9837802,9844059
63924,CIDEC,3,9866709,9880254
84522,JAGN1,3,9890586,9894347
132014,IL17RE,3,9902611,9916400
84818,IL17RC,3,9917073,9933621
78987,CRELD1,3,9933839,9945413
285368,PRRT3,3,9945541,9952415
100874032,PRRT3-AS1,3,9947403,9954787
55831,EMC3,3,9962679,10011248
442075,EMC3-AS1,3,9986892,10007003
152302,CIDECP,3,10017552,10026136
2177,FANCD2,3,10026386,10101937
115795,FANCD2OS,3,10081319,10108231
55845,BRK1,3,10115648,10127190
7428,VHL,3,10141634,10153670
3656,IRAK2,3,10164878,10243743
9797,TATDN2,3,10248492,10281222
100126793,GHRLOS,3,10280951,10293449
84657,LINC00852,3,10284418,10285746
51738,GHRL,3,10285749,10292947
6396,SEC13,3,10300928,10321188
491,ATP2B2,3,10324022,10619961
100422933,MIR378B,3,10330228,10330285
100126334,MIR885,3,10394488,10394562
100874325,ATP2B2-IT2,3,10626015,10626807
285370,LINC00606,3,10759341,10764209
6538,SLC6A11,3,10816199,10940733
6529,SLC6A1,3,10992733,11039249
100874090,SLC6A1-AS1,3,11006097,11019224
3269,HRH1,3,11137092,11263253
10533,ATG7,3,11272323,11564652
9686,VGLL4,3,11556066,11720768
132001,TAMM41,3,11790441,11846919
6854,SYN2,3,12004359,12192032
7079,TIMP4,3,12153067,12159351
5468,PPARG,3,12287484,12434356
80746,TSEN2,3,12484431,12539624
100129480,MKRN2OS,3,12539780,12545464
23609,MKRN2,3,12557013,12583711
5894,RAF1,3,12583600,12664201
55287,TMEM40,3,12733529,12769457
23066,CAND2,3,12796671,12834814
6161,RPL32,3,12834944,12841582
619563,SNORA7A,3,12840311,12840450
105376955,LINC02022,3,12877521,12885211
9922,IQSEC1,3,12897042,13073117
23225,NUP210,3,13316229,13420319
100874101,HDAC11-AS1,3,13476987,13480053
79885,HDAC11,3,13480164,13506424
2199,FBLN2,3,13549124,13638422
106635526,SNORA93,3,13618380,13618548
285375,LINC00620,3,13650720,13746635
7476,WNT7A,3,13818584,13880121
100132526,FGD5P1,3,13933055,13936944
348825,TPRXL,3,13937306,14065981
131474,CHCHD4,3,14112076,14124871
79188,TMEM43,3,14124939,14143680
7508,XPC,3,14145147,14178672
27258,LSM3,3,14178727,14198369
101927565,LINC01267,3,14348450,14352568
6533,SLC6A6,3,14402575,14489349
80852,GRIP2,3,14489110,14540343
51244,CCDC174,3,14651745,14672659
84077,C3orf20,3,14675098,14773036
152274,LINC02011,3,14799330,14811414
152273,FGD5,3,14818961,14934565
100505641,FGD5-AS1,3,14942778,14948441
7182,NR2C2,3,14947583,15049279
64432,MRPS25,3,15042250,15065337
64145,RBSN,3,15070068,15099157
344875,COL6A4P1,3,15165361,15205959
23473,CAPN7,3,15206225,15252916
100505696,SH3BP5-AS1,3,15254183,15264498
9467,SH3BP5,3,15254355,15341394
131965,METTL6,3,15409759,15427547
85403,EAF1,3,15427556,15442613
8292,COLQ,3,15450132,15521751
100422868,MIR4270,3,15496238,15496308
26061,HACL1,3,15560703,15601852
686,BTD,3,15601351,15647634
23243,ANKRD28,3,15667235,15859546
100422990,MIR3134,3,15697297,15697371
693148,MIR563,3,15873770,15873849
117248,GALNT15,3,16174321,16231992
285381,DPH3,3,16257060,16264989
92106,OXNAD1,3,16265077,16352095
23180,RFTN1,3,16315844,16513715
100996597,LINC00690,3,16536317,16541373
1618,DAZL,3,16586793,16605499
23228,PLCL2,3,16884958,17090606
100500913,MIR3714,3,16933195,16933260
9779,TBC1D5,3,17157161,17742739
105376975,LOC105376975,3,17742943,17745662
339862,LOC339862,3,17962571,18268918
6304,SATB1,3,18345387,18445588
101927777,SATB1-AS1,3,18445236,18530114
131096,KCNH8,3,19148524,19535643
100616291,MIR4791,3,19314847,19314931
151651,EFHB,3,19879473,19947025
5868,RAB5A,3,19947079,19985175
151649,PP2D1,3,19979960,20012273
8850,KAT2B,3,20040031,20154404
100422901,MIR3135A,3,20137564,20137641
151648,SGO1,3,20160592,20186233
100874028,SGO1-AS1,3,20174285,20186115
101927829,LOC101927829,3,20342467,20350928
391518,VENTXP7,3,21405725,21406685
79750,ZNF385D,3,21420997,21751324
100874216,ZNF385D-AS1,3,21542788,21579959
100874221,ZNF385D-AS2,3,21957138,21979828
100505877,UBE2E2-AS1,3,23195070,23202993
7325,UBE2E2,3,23203292,23590805
100874092,UBE2E1-AS1,3,23804023,23806905
7324,UBE2E1,3,23805892,23891640
28512,NKIRAS1,3,23892080,23917046
6138,RPL15,3,23916544,23924631
9975,NR1D2,3,23945259,23980618
152024,LINC00691,3,24099973,24103247
7068,THRB,3,24117153,24495281
101927854,LOC101927854,3,24151323,24189956
644990,THRB-AS1,3,24494086,24500011
5915,RARB,3,24829322,25597931
105376997,LOC105376997,3,25383105,25384927
7155,TOP2B,3,25597904,25664499
100616477,MIR4442,3,25664872,25664939
55768,NGLY1,3,25718943,25790039
54995,OXSM,3,25790071,25794534
285326,LINC00692,3,25858531,25873695
116135,LRRC3B,3,26622805,26710774
152110,NEK10,3,27110902,27369460
9497,SLC4A7,3,27372720,27484420
8320,EOMES,3,27715948,27722715
105377007,LINC01980,3,27797587,27860325
100996624,LINC01981,3,27830885,27834136
152100,CMC1,3,28241632,28319772
64343,AZI2,3,28322352,28349127
152098,ZCWPW2,3,28349148,28526366
645206,LINC00693,3,28575277,28758337
100873979,RBMS3-AS3,3,29264193,29280939
27303,RBMS3,3,29281311,30010395
100873977,RBMS3-AS1,3,29926810,29934156
101928015,LINC01985,3,30518867,30527193
7048,TGFBR2,3,30606501,30694141
339896,GADL1,3,30726199,30894661
100423038,MIR466,3,31161703,31161787
201595,STT3B,3,31532500,31637622
114884,OSBPL10,3,31660824,31981850
100874206,OSBPL10-AS1,3,31704212,31721586
344787,ZNF860,3,31981773,31991736
23171,GPD1L,3,32106510,32168715
152189,CMTM8,3,32238678,32370326
112616,CMTM7,3,32391670,32455528
54918,CMTM6,3,32481311,32502911
102465247,MIR548AY,3,32506282,32506389
51143,DYNC1LI1,3,32525970,32570924
25904,CNOT10,3,32685144,32773875
131405,TRIM71,3,32818017,32897826
1233,CCR4,3,32951573,32954911
2720,GLB1,3,32996607,33097230
643853,TMPPE,3,33090415,33096801
10491,CRTAP,3,33113957,33147773
26032,SUSD5,3,33150044,33219215
25827,FBXL2,3,33277024,33422698
7342,UBP1,3,33388335,33440405
23122,CLASP2,3,33496245,33718213
10015,PDCD6IP,3,33798570,33869707
101928135,LOC101928135,3,34875795,35394023
10777,ARPP21,3,35639173,35794496
406916,MIR128-2,3,35744475,35744559
6769,STAC,3,36380486,36548006
85443,DCLK3,3,36712421,36739861
105377031,LINC02033,3,36820549,36822500
9881,TRANK1,3,36826816,36945057
9852,EPM2AIP1,3,36985865,36993304
4292,MLH1,3,36993349,37050846
9209,LRRFIP2,3,37052625,37176360
152048,LOC152048,3,37241790,37244195
2803,GOLGA4,3,37243190,37366879
339883,C3orf35,3,37386268,37435497
3680,ITGA9,3,37452321,37819790
101928153,ITGA9-AS1,3,37753688,37861780
10217,CTDSPL,3,37862177,37984469
407015,MIR26A1,3,37969403,37969480
50853,VILL,3,37993586,38007185
5333,PLCD1,3,38007495,38029663
9940,DLEC1,3,38039204,38122741
30,ACAA1,3,38122709,38137242
4615,MYD88,3,38138477,38143021
9943,OXSR1,3,38165534,38255488
9390,SLC22A13,3,38265806,38278315
9389,SLC22A14,3,38282293,38318575
9942,XYLB,3,38346759,38427183
100128640,ACVR2B-AS1,3,38451026,38454820
93,ACVR2B,3,38454298,38493142
9941,EXOG,3,38496271,38526305
6331,SCN5A,3,38548061,38649673
6336,SCN10A,3,38697345,38794010
11280,SCN11A,3,38845768,39051945
57599,WDR48,3,39051985,39096670
64689,GORASP1,3,39096598,39108363
199223,TTC21A,3,39107660,39138903
102466743,MIR6822,3,39138205,39138266
64651,CSRNP1,3,39141850,39154602
165904,XIRP1,3,39183209,39192596
1524,CX3CR1,3,39263493,39281735
1237,CCR8,3,39329705,39333680
54977,SLC25A38,3,39383323,39397351
3921,RPSA,3,39406688,39412541
574040,SNORA6,3,39408390,39408539
6044,SNORA62,3,39411053,39411207
4336,MOBP,3,39467572,39529497
25924,MYRIP,3,39808913,40260320
440952,EIF1B-AS1,3,40173146,40309698
10289,EIF1B,3,40309681,40312426
956,ENTPD3,3,40387155,40428626
285266,ENTPD3-AS1,3,40390950,40453308
9045,RPL14,3,40457291,40462372
285267,ZNF619,3,40477112,40490237
253639,ZNF620,3,40506038,40518221
285268,ZNF621,3,40524877,40539794
1499,CTNNB1,3,41199423,41240453
