entity:sample_id	participant	Source	target_type	WES_bai	WES_bam	WES_bam_path
sanger_ACH-000403	ACH-000403		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH747_LARGE_INTESTINE.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH747_LARGE_INTESTINE.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH747_LARGE_INTESTINE.bam
sanger_ACH-000408	ACH-000408		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TE5_OESOPHAGUS.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TE5_OESOPHAGUS.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TE5_OESOPHAGUS.bam
sanger_ACH-000410	ACH-000410		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SAOS2_BONE.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SAOS2_BONE.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SAOS2_BONE.bam
sanger_ACH-000411	ACH-000411		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_769P_KIDNEY.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_769P_KIDNEY.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_769P_KIDNEY.bam
sanger_ACH-000414	ACH-000414		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH1944_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH1944_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH1944_LUNG.bam
sanger_ACH-000416	ACH-000416		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH838_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH838_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH838_LUNG.bam
sanger_ACH-000417	ACH-000417		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_PANC0813_PANCREAS.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_PANC0813_PANCREAS.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_PANC0813_PANCREAS.bam
sanger_ACH-000420	ACH-000420		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SNU449_LIVER.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SNU449_LIVER.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SNU449_LIVER.bam
sanger_ACH-000421	ACH-000421		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SW837_LARGE_INTESTINE.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SW837_LARGE_INTESTINE.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SW837_LARGE_INTESTINE.bam
sanger_ACH-000422	ACH-000422		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SNU475_LIVER.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SNU475_LIVER.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SNU475_LIVER.bam
sanger_ACH-000423	ACH-000423		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SKMEL3_SKIN.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SKMEL3_SKIN.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SKMEL3_SKIN.bam
sanger_ACH-000424	ACH-000424		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TC71_BONE.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TC71_BONE.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TC71_BONE.bam
sanger_ACH-000425	ACH-000425		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_UACC62_SKIN.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_UACC62_SKIN.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_UACC62_SKIN.bam
sanger_ACH-000427	ACH-000427		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIN87_STOMACH.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIN87_STOMACH.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIN87_STOMACH.bam
sanger_ACH-000428	ACH-000428		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_UO31_KIDNEY.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_UO31_KIDNEY.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_UO31_KIDNEY.bam
sanger_ACH-000429	ACH-000429		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_A704_KIDNEY.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_A704_KIDNEY.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_A704_KIDNEY.bam
sanger_ACH-000430	ACH-000430		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TYKNU_OVARY.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TYKNU_OVARY.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TYKNU_OVARY.bam
sanger_ACH-000431	ACH-000431		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH1694_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH1694_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH1694_LUNG.bam
sanger_ACH-000432	ACH-000432		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam
sanger_ACH-000433	ACH-000433		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_CAKI1_KIDNEY.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_CAKI1_KIDNEY.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_CAKI1_KIDNEY.bam
sanger_ACH-000434	ACH-000434		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH1915_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH1915_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH1915_LUNG.bam
sanger_ACH-000437	ACH-000437		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SW1088_CENTRAL_NERVOUS_SYSTEM.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SW1088_CENTRAL_NERVOUS_SYSTEM.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SW1088_CENTRAL_NERVOUS_SYSTEM.bam
sanger_ACH-000438	ACH-000438		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_LU65_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_LU65_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_LU65_LUNG.bam
sanger_ACH-000439	ACH-000439		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam
sanger_ACH-000440	ACH-000440		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam
sanger_ACH-000441	ACH-000441		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SH4_SKIN.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SH4_SKIN.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SH4_SKIN.bam
sanger_ACH-000442	ACH-000442		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_RERFLCSQ1_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_RERFLCSQ1_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_RERFLCSQ1_LUNG.bam
sanger_ACH-000443	ACH-000443		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_OVKATE_OVARY.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_OVKATE_OVARY.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_OVKATE_OVARY.bam
sanger_ACH-000444	ACH-000444		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_LU99_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_LU99_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_LU99_LUNG.bam
sanger_ACH-000447	ACH-000447		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH2228_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH2228_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH2228_LUNG.bam
sanger_ACH-000448	ACH-000448		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH1666_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH1666_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH1666_LUNG.bam
sanger_ACH-000449	ACH-000449		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_MESSA_SOFT_TISSUE.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_MESSA_SOFT_TISSUE.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_MESSA_SOFT_TISSUE.bam
sanger_ACH-000450	ACH-000450		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_MELHO_SKIN.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_MELHO_SKIN.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_MELHO_SKIN.bam
sanger_ACH-000451	ACH-000451		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH2085_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH2085_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH2085_LUNG.bam
sanger_ACH-000452	ACH-000452		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TE8_OESOPHAGUS.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TE8_OESOPHAGUS.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TE8_OESOPHAGUS.bam
sanger_ACH-000456	ACH-000456		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_BCPAP_THYROID.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_BCPAP_THYROID.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_BCPAP_THYROID.bam
sanger_ACH-000457	ACH-000457		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_CAL54_KIDNEY.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_CAL54_KIDNEY.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_CAL54_KIDNEY.bam
sanger_ACH-000463	ACH-000463		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH460_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH460_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH460_LUNG.bam
sanger_ACH-000464	ACH-000464		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_CAS1_CENTRAL_NERVOUS_SYSTEM.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_CAS1_CENTRAL_NERVOUS_SYSTEM.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_CAS1_CENTRAL_NERVOUS_SYSTEM.bam
sanger_ACH-000465	ACH-000465		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SKMEL1_SKIN.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SKMEL1_SKIN.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SKMEL1_SKIN.bam
sanger_ACH-000467	ACH-000467		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_HCC56_LARGE_INTESTINE.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_HCC56_LARGE_INTESTINE.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_HCC56_LARGE_INTESTINE.bam
sanger_ACH-000469	ACH-000469		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_YH13_CENTRAL_NERVOUS_SYSTEM.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_YH13_CENTRAL_NERVOUS_SYSTEM.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_YH13_CENTRAL_NERVOUS_SYSTEM.bam
sanger_ACH-000470	ACH-000470		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SW1463_LARGE_INTESTINE.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SW1463_LARGE_INTESTINE.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SW1463_LARGE_INTESTINE.bam
sanger_ACH-000472	ACH-000472		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_HSC2_UPPER_AERODIGESTIVE_TRACT.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_HSC2_UPPER_AERODIGESTIVE_TRACT.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_HSC2_UPPER_AERODIGESTIVE_TRACT.bam
sanger_ACH-000473	ACH-000473		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_RT112_URINARY_TRACT.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_RT112_URINARY_TRACT.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_RT112_URINARY_TRACT.bam
sanger_ACH-000475	ACH-000475		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_HUH1_LIVER.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_HUH1_LIVER.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_HUH1_LIVER.bam
sanger_ACH-000476	ACH-000476		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_JHH4_LIVER.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_JHH4_LIVER.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_JHH4_LIVER.bam
sanger_ACH-000478	ACH-000478		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SNU387_LIVER.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SNU387_LIVER.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SNU387_LIVER.bam
sanger_ACH-000480	ACH-000480		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_HUH7_LIVER.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_HUH7_LIVER.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_HUH7_LIVER.bam
sanger_ACH-000481	ACH-000481		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH2170_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH2170_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_NCIH2170_LUNG.bam
sanger_ACH-000482	ACH-000482		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_RERFLCKJ_LUNG.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_RERFLCKJ_LUNG.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_RERFLCKJ_LUNG.bam
sanger_ACH-000483	ACH-000483		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SNU182_LIVER.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SNU182_LIVER.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SNU182_LIVER.bam
sanger_ACH-000484	ACH-000484		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_VMRCRCW_KIDNEY.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_VMRCRCW_KIDNEY.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_VMRCRCW_KIDNEY.bam
sanger_ACH-000486	ACH-000486		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_KU1919_URINARY_TRACT.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_KU1919_URINARY_TRACT.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_KU1919_URINARY_TRACT.bam
sanger_ACH-000488	ACH-000488		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TE11_OESOPHAGUS.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TE11_OESOPHAGUS.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_TE11_OESOPHAGUS.bam
sanger_ACH-000489	ACH-000489		AGILENT	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SW1116_LARGE_INTESTINE.bam.bai	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SW1116_LARGE_INTESTINE.bam	gs://fc-2210c534-596e-4230-84fd-926d53e5ca99/xchip/cle/data/Sanger/wes_recalib/SANGER_SW1116_LARGE_INTESTINE.bam
