,cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,matched_normal,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2,size
2943,CDS-p33L9h,ACH-000257,1,,,CORL279,PT-CIe4uKZN,CVCL_1140,,gs://cclebams/rna/G20467.COR-L279.2.bam,gs://cclebams/rna/G20467.COR-L279.2.bai,,Male,,63.0,lymph_node,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,UsreQg==,,,,,,,,,,,12379847246
2944,CDS-aOJYR9,ACH-000698,1,,,DMS53,PT-aZ9bulrh,CVCL_1177,,gs://cclebams/rna/G20468.DMS_53.2.bam,gs://cclebams/rna/G20468.DMS_53.2.bai,,Male,,54.0,lung,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,uta4LA==,,,,,,,,,,,12859862743
2945,CDS-PP0aCP,ACH-000132,1,,,JHOS2,PT-l7UkOMvM,CVCL_4647,,gs://cclebams/rna/G20469.JHOS-2.2.bam,gs://cclebams/rna/G20469.JHOS-2.2.bai,,Female,,45.0,ovary,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,rna,,polyA,CCLE line; Ovary serous adenocarcinoma.,DEPMAP,24/7/2012,,,,zpbTFA==,,,,,,,,,,,14305291973
2946,CDS-XQchnV,ACH-000508,1,,,CORL88,PT-LdMQiaqM,CVCL_1141,,gs://cclebams/rna/G20470.COR-L88.2.bam,gs://cclebams/rna/G20470.COR-L88.2.bai,,Male,,55.0,pleural_effusion,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,J9FUTA==,,,,,,,,,,,11073793883
2947,CDS-p4p5Jz,ACH-000211,1,,,DAOY,PT-DDDJGzPk,CVCL_1167,,gs://cclebams/rna/G20471.Daoy.2.bam,gs://cclebams/rna/G20471.Daoy.2.bai,,Male,,4.0,central_nervous_system,Brain Cancer,medulloblastoma,,central_nervous_system,,,rna,,polyA,"CCLE line; Medulloblastoma, Desmoplastic Cerebellar",DEPMAP,24/7/2012,,,,yGMHGg==,,,,,,,,,,,12994803951
2948,CDS-ZT4KRU,ACH-000120,1,,,CHP212,PT-xSlFaibS,CVCL_1125,,gs://cclebams/rna/G20472.CHP-212.2.bam,gs://cclebams/rna/G20472.CHP-212.2.bai,,Male,,1,central_nervous_system,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,rna,,polyA,CCLE line; MYCN amp; mesenchymal; 1p-,DEPMAP,24/7/2012,,,,HJ+xHg==,,,,,,,,,,,14383905202
2949,CDS-rub2mh,ACH-000703,1,,,DMS79,PT-XWWWdSkS,CVCL_1178,,gs://cclebams/rna/G20473.DMS_79.2.bam,gs://cclebams/rna/G20473.DMS_79.2.bai,,Male,,65.0,pleural_effusion,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,e7URfw==,,,,,,,,,,,12188442539
2950,CDS-wBUuHs,ACH-000616,1,,,HS746T,PT-n8BGjVvK,CVCL_0333,,gs://cclebams/rna/G20474.Hs_746T.2.bam,gs://cclebams/rna/G20474.Hs_746T.2.bai,,Male,,74.0,soft_tissue,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,IK3N9Q==,,,,,,,,,,,15452378845
2951,CDS-Q7rlOh,ACH-000936,1,,,EFO27,PT-cOMmKqzM,CVCL_1192,,gs://cclebams/rna/G20475.EFO-27.2.bam,gs://cclebams/rna/G20475.EFO-27.2.bai,,Female,,36.0,abdomen,Ovarian Cancer,ovary_adenocarcinoma,endometrioid,ovary,,,rna,,polyA,CCLE line; hypermutated,DEPMAP,24/7/2012,,,,0TBnMg==,,,,,,,,,,,11332751705
2952,CDS-uaenVf,ACH-000844,1,,,DMS454,PT-niZKvCmp,CVCL_2438,,gs://cclebams/rna/G20476.DMS_454.2.bam,gs://cclebams/rna/G20476.DMS_454.2.bai,,Male,,U,lung,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,aVV1wA==,,,,,,,,,,,14698060620
2953,CDS-RGD6K4,ACH-000803,1,,,COLO668,PT-AFKNLwA7,CVCL_1128,,gs://cclebams/rna/G20477.COLO_668.2.bam,gs://cclebams/rna/G20477.COLO_668.2.bai,,Female,,47.0,central_nervous_system,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line; Oat,DEPMAP,24/7/2012,,,,/4+5ug==,,,,,,,,,,,13461348357
2954,CDS-3jfBC8,ACH-000880,1,,,AGS,PT-AUgNDeB5,CVCL_0139,,gs://cclebams/rna/G20478.AGS.2.bam,gs://cclebams/rna/G20478.AGS.2.bai,,Female,,54.0,stomach,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,90V7JA==,,,,,,,,,,,18151201317
2955,CDS-HmRSK9,ACH-000374,1,,,HCC1143,PT-TRbh2Ida,CVCL_1245,,gs://cclebams/rna/G20479.HCC1143.2.bam,gs://cclebams/rna/G20479.HCC1143.2.bai,,Female,,52.0,breast,Breast Cancer,breast_ductal_carcinoma,ERneg_HER2neg,breast,,,rna,,polyA,CCLE line; basal; TNBC,DEPMAP,24/7/2012,,,,lUGZ6Q==,,,,,,,,,,,12979604769
2956,CDS-8WDe81,ACH-000594,1,,,DMS153,PT-tYlQs0Z3,CVCL_1175,,gs://cclebams/rna/G20480.DMS_153.2.bam,gs://cclebams/rna/G20480.DMS_153.2.bai,,Male,,44.0,liver,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,cFKGEQ==,,,,,,,,,,,14353838932
2957,CDS-7XjKNt,ACH-000749,1,,,DMS273,PT-cTrqO8HE,CVCL_1176,,gs://cclebams/rna/G20481.DMS_273.2.bam,gs://cclebams/rna/G20481.DMS_273.2.bai,,Female,,50.0,pleural_effusion,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,i6hy3A==,,,,,,,,,,,12875427290
2958,CDS-9g7mMx,ACH-000530,1,,,DMS114,PT-iJN6ttoz,CVCL_1174,,gs://cclebams/rna/G20482.DMS_114.2.bam,gs://cclebams/rna/G20482.DMS_114.2.bai,,Male,,68.0,lung,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,C0r0+g==,,,,,,,,,,,12652833044
2959,CDS-nJsaO2,ACH-000878,1,,,HCC15,PT-zsGxXUCu,CVCL_2057,,gs://cclebams/rna/G20483.HCC-15.2.bam,gs://cclebams/rna/G20483.HCC-15.2.bai,,Male,,47.0,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,far0XA==,,,,,,,,,,,14400933388
2960,CDS-fR4j8M,ACH-000913,1,,,ESS1,PT-slgJFlbQ,CVCL_1205,,gs://cclebams/rna/G20484.ESS-1.2.bam,gs://cclebams/rna/G20484.ESS-1.2.bai,,Female,,76.0,endometrium,Endometrial/Uterine Cancer,endometrial_stromal_sarcoma,,uterus,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,PVvUzQ==,,,,,,,,,,,13305443024
2961,CDS-2KUV3a,ACH-000633,1,,,FU97,PT-Vt6txeUg,CVCL_2908,,gs://cclebams/rna/G20485.FU97.2.bam,gs://cclebams/rna/G20485.FU97.2.bai,,Female,,66.0,stomach,Gastric Cancer,gastric_adenocarcinoma,diffuse_gastric,gastric,,,rna,,polyA,CCLE line; Diffuse gastric cancer,DEPMAP,24/7/2012,,,,q0gxxA==,,,,,,,,,,,14885345724
2962,CDS-KsErwe,ACH-000793,1,,,KATOIII,PT-VpmSsgky,CVCL_0371,,gs://cclebams/rna/G20487.KATO_III.2.bam,gs://cclebams/rna/G20487.KATO_III.2.bai,,Male,,55.0,pleural_effusion,Gastric Cancer,gastric_adenocarcinoma,signet_ring_cell,gastric,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,rrzxkA==,,,,,,,,,,,11752598840
2963,CDS-HlK5DR,ACH-000334,1,,,DB,PT-u5DFjtCt,CVCL_1168,,gs://cclebams/rna/G20488.DB.2.bam,gs://cclebams/rna/G20488.DB.2.bai,,Male,,45.0,ascites,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,+mj6IQ==,,,,,,,,,,,13522743857
2964,CDS-pO1aBc,ACH-000096,1,,,G401,PT-paHVRsA6,CVCL_0270,,gs://cclebams/rna/G20489.G-401.2.bam,gs://cclebams/rna/G20489.G-401.2.bai,,Male,,0.25,kidney,Rhabdoid,malignant_rhabdoid_tumor,,kidney,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,5wSxUg==,,,,,,,,,,,12880855560
2965,CDS-5q8Y78,ACH-000971,1,,,HCT116,PT-IvMzjI3t,CVCL_0291,,gs://cclebams/rna/G20490.HCT_116.2.bam,gs://cclebams/rna/G20490.HCT_116.2.bai,,Male,,48,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,rna,,polyA,,DEPMAP,24/7/2012,,,,hSG+2w==,,,,,,,,,,,13170073831
2966,CDS-QxeR7N,ACH-000572,1,,,G361,PT-QNvS4mCn,CVCL_1220,,gs://cclebams/rna/G20491.G-361.2.bam,gs://cclebams/rna/G20491.G-361.2.bai,,Male,,31.0,skin,Skin Cancer,melanoma,,skin,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,yb3EZA==,,,,,,,,,,,14482656146
2967,CDS-70vMGD,ACH-000858,1,,,KNS62,PT-jpWZCh6j,CVCL_1335,,gs://cclebams/rna/G20493.KNS-62.2.bam,gs://cclebams/rna/G20493.KNS-62.2.bai,,Male,,49.0,central_nervous_system,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,YK++hA==,,,,,,,,,,,9839425064
2968,CDS-WsC6sB,ACH-000843,1,,,HARA,PT-TPtkQ6ak,CVCL_2914,,gs://cclebams/rna/G20494.HARA.2.bam,gs://cclebams/rna/G20494.HARA.2.bai,,Male,,57.0,pleural_effusion,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,yvaJJQ==,,,,,,,,,,,10857705236
2969,CDS-VGyWol,ACH-000649,1,,,786O,PT-JLZKYOJS,CVCL_1051,,gs://cclebams/rna/G20495.786-O.2.bam,gs://cclebams/rna/G20495.786-O.2.bai,,Male,,58.0,kidney,Kidney Cancer,renal_cell_carcinoma,clear_cell,kidney,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,0eT0fQ==,,,,,,,,,,,12068164537
2970,CDS-WDj0yP,ACH-000859,1,,,HCC1954,PT-hPVcT5fN,CVCL_1259,,gs://cclebams/rna/G20496.HCC1954.2.bam,gs://cclebams/rna/G20496.HCC1954.2.bai,,Female,,61.0,breast,Breast Cancer,breast_ductal_carcinoma,ERneg_HER2pos,breast,,,rna,,polyA,CCLE line; HER2Amp; basal,DEPMAP,24/7/2012,,,,StLabw==,,,,,,,,,,,12001858896
2971,CDS-6fGMy2,ACH-000832,1,,,CAL27,PT-cqOBcRo7,CVCL_1107,,gs://cclebams/rna/G20497.CAL_27.2.bam,gs://cclebams/rna/G20497.CAL_27.2.bai,,Male,,56.0,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,,upper_aerodigestive,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,SMcoVw==,,,,,,,,,,,11871059456
2972,CDS-ewTn4G,ACH-000693,1,,,KYSE180,PT-Sj4lntYW,CVCL_1349,,gs://cclebams/rna/G20498.KYSE-180.2.bam,gs://cclebams/rna/G20498.KYSE-180.2.bai,,Male,,53.0,oesophagus,Esophageal Cancer,esophagus_squamous,,esophagus,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,JiEsUQ==,,,,,,,,,,,15490706591
2973,CDS-E6386u,ACH-000681,1,,,A549,PT-nQfdBG4E,CVCL_0023,,gs://cclebams/rna/G20499.A549.2.bam,gs://cclebams/rna/G20499.A549.2.bai,,Male,,52.0,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,e0A2kg==,,,,,,,,,,,13996028657
2974,CDS-VsSV3S,ACH-000650,1,,,IGR37,PT-ggD8VfSf,CVCL_2075,,gs://cclebams/rna/G20500.IGR-37.2.bam,gs://cclebams/rna/G20500.IGR-37.2.bai,,Male,,26.0,lymph_node,Skin Cancer,melanoma,,skin,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,V83A3A==,,,,,,,,,,,14821261665
2975,CDS-VdkWKH,ACH-000809,1,,,KYSE410,PT-bwQsRxMO,CVCL_1352,,gs://cclebams/rna/G20501.KYSE-410.2.bam,gs://cclebams/rna/G20501.KYSE-410.2.bai,,Male,,51.0,oesophagus,Esophageal Cancer,esophagus_squamous,,esophagus,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,JxduWg==,,,,,,,,,,,10847813329
2976,CDS-QOc0fG,ACH-000956,1,,,22RV1,PT-KLnVw7Nh,CVCL_1045,,gs://cclebams/rna/G20502.22Rv1.2.bam,gs://cclebams/rna/G20502.22Rv1.2.bai,,Male,,A,prostate,Prostate Cancer,prostate_adenocarcinoma,,prostate,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,nGZlcA==,,,,,,,,,,,15406648045
2977,CDS-XmYXtj,ACH-000667,1,,,HCC44,PT-YoCDTqgV,CVCL_2060,,gs://cclebams/rna/G20504.HCC-44.2.bam,gs://cclebams/rna/G20504.HCC-44.2.bai,,Female,,54.0,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,jgZw8g==,,,,,,,,,,,12244978418
2978,CDS-mOOXwy,ACH-000948,1,,,2313287,PT-lDpk0veh,CVCL_1046,,gs://cclebams/rna/G20505.23132_87.2.bam,gs://cclebams/rna/G20505.23132_87.2.bai,,Male,,72.0,stomach,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,6VV9pA==,,,,,,,,,,,11604550534
2979,CDS-B1ywOH,ACH-000979,1,,,DU145,PT-whUVSesY,CVCL_0105,,gs://cclebams/rna/G20506.DU_145.2.bam,gs://cclebams/rna/G20506.DU_145.2.bai,,Male,,69.0,central_nervous_system,Prostate Cancer,prostate_adenocarcinoma,,prostate,,,rna,,polyA,CCLE line,DEPMAP,24/7/2012,,,,v1nj4A==,,,,,,,,,,,8982671671
2980,CDS-EREqaa,ACH-000997,1,,,HCT15,PT-Vkh7m9RQ,CVCL_0292,,gs://cclebams/rna/G20507.HCT-15.2.bam,gs://cclebams/rna/G20507.HCT-15.2.bai,,Male,,67.0,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,rna,,polyA,"CCLE line; Identical lines: HRT18, HCT15 and DLD1 share high SNP identity",DEPMAP,24/7/2012,,,,1zjT/Q==,,,,,,,,,,,13206721602
2981,CDS-El0m3g,ACH-000758,1,,,MKN74,PT-d6zZlV8g,CVCL_2791,,gs://cclebams/rna/G25201/NA/MKN74/v1/MKN74.bam,gs://cclebams/rna/G25201/NA/MKN74/v1/MKN74.bai,,Male,,37.0,liver,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,rna,,polyA,CCLE line; tubular_adenocarcinoma; MKN28 is derived from MKN74 (JCRB). See also PMID:20143388.,DEPMAP,1/11/2012,,,,hFT/Og==,,,,,,,,,,,14531713095
2982,CDS-DVVzkU,ACH-000153,1,,,NCIH2052,PT-6O7Od7YE,CVCL_1518,,gs://cclebams/rna/G25202.NCI-H2052.1.bam,gs://cclebams/rna/G25202.NCI-H2052.1.bai,,Male,,65.0,pleural_effusion,Lung Cancer,mesothelioma,,lung,,,rna,,polyA,CCLE line; pleural effusion,DEPMAP,1/11/2012,,,,Rc9uCw==,,,,,,,,,,,13632822354
2983,CDS-PtV57f,ACH-000514,1,,,NCIH1092,PT-Deq6WsKp,CVCL_1454,,gs://cclebams/rna/G25203.NCI-H1092.1.bam,gs://cclebams/rna/G25203.NCI-H1092.1.bai,,Male,,67.0,bone_marrow,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,S8ly1A==,,,,,,,,,,,16460916464
2984,CDS-lnb9Nh,ACH-000335,1,,,MSTO211H,PT-uP1xgDMC,CVCL_1430,,gs://cclebams/rna/G25204.MSTO-211H.1.bam,gs://cclebams/rna/G25204.MSTO-211H.1.bai,,Male,,62.0,pleural_effusion,Lung Cancer,mesothelioma,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,2xjsLg==,,,,,,,,,,,10334442537
2985,CDS-XIQkIT,ACH-000912,1,,,NCIH2286,PT-FTdAX2cD,CVCL_1545,,gs://cclebams/rna/G25205.NCI-H2286.1.bam,gs://cclebams/rna/G25205.NCI-H2286.1.bai,,Female,,57.0,lung,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,2C/Eew==,,,,,,,,,,,14850948905
2986,CDS-r9af7e,ACH-000431,1,,,NCIH1694,PT-qLUSqGEj,CVCL_1489,,gs://cclebams/rna/G25206.NCI-H1694.1.bam,gs://cclebams/rna/G25206.NCI-H1694.1.bai,,Male,,61.0,ascites,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,qs2Wpw==,,,,,,,,,,,13962820730
2987,CDS-GJ0nuG,ACH-000816,1,,,NCIH524,PT-DMzoIqNy,CVCL_1568,,gs://cclebams/rna/G25207.NCI-H524.1.bam,gs://cclebams/rna/G25207.NCI-H524.1.bai,,Male,,63.0,lymph_node,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line; Variant,DEPMAP,1/11/2012,,,,yyhTLA==,,,,,,,,,,,12032717030
2988,CDS-GiWbLM,ACH-000523,1,,,NCIH1184,PT-aThK3NZc,CVCL_1458,,gs://cclebams/rna/G25208.NCI-H1184.1.bam,gs://cclebams/rna/G25208.NCI-H1184.1.bai,,Male,,42.0,lymph_node,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,Q3HghA==,,,,,,,,,,,13384385656
2989,CDS-uXvN3n,ACH-000510,1,,,NCIH1299,PT-uGzZTfX7,CVCL_0060,,gs://cclebams/rna/G25209.NCI-H1299.1.bam,gs://cclebams/rna/G25209.NCI-H1299.1.bai,,Male,,43.0,lymph_node,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,nZGuYg==,,,,,,,,,,,13708592459
2990,CDS-6HvdTP,ACH-000871,1,,,NCIH510,PT-E53afbmw,CVCL_1565,,gs://cclebams/rna/G25210.NCI-H510.1.bam,gs://cclebams/rna/G25210.NCI-H510.1.bai,,Male,,56.0,autonomic_ganglia,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,n9AD9Q==,,,,,,,,,,,14671152886
2991,CDS-3dhfOY,ACH-000729,1,,,NCIH1963,PT-w6cfDQAU,CVCL_1510,,gs://cclebams/rna/G25211.NCI-H1963.1.bam,gs://cclebams/rna/G25211.NCI-H1963.1.bai,,Male,,56.0,lung,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,X6TAMQ==,,,,,,,,,,,12799582998
2992,CDS-MAUhVY,ACH-000853,1,,,NCIH661,PT-qQLBGU1T,CVCL_1577,,gs://cclebams/rna/G25212.NCI-H661.1.bam,gs://cclebams/rna/G25212.NCI-H661.1.bai,,Male,,43.0,lymph_node,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,Y7cedg==,,,,,,,,,,,10940600780
2993,CDS-jwGJMd,ACH-000610,1,,,NCIH2227,PT-v383Oeie,CVCL_1542,,gs://cclebams/rna/G25213.NCI-H2227.1.bam,gs://cclebams/rna/G25213.NCI-H2227.1.bai,,Male,,54.0,lung,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,ZE2u1w==,,,,,,,,,,,12893264844
2994,CDS-1laqsK,ACH-000678,1,,,MKN7,PT-9KKE2yyw,CVCL_1417,,gs://cclebams/rna/G25214.MKN7.1.bam,gs://cclebams/rna/G25214.MKN7.1.bai,,Male,,39.0,lymph_node,Gastric Cancer,gastric_adenocarcinoma,tubular,gastric,,,rna,,polyA,CCLE line; tubular_adenocarcinoma,DEPMAP,1/11/2012,,,,Lffu+w==,,,,,,,,,,,11350907430
2995,CDS-UfmINA,ACH-000589,1,,,NCIH1437,PT-x8oPniO0,CVCL_1472,,gs://cclebams/rna/G25215.NCI-H1437.1.bam,gs://cclebams/rna/G25215.NCI-H1437.1.bai,,Male,,60.0,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,fCGQeQ==,,,,,,,,,,,11974886118
2996,CDS-bBEcdP,ACH-000448,1,,,NCIH1666,PT-weOu137N,CVCL_1485,,gs://cclebams/rna/G25216.NCI-H1666.1.bam,gs://cclebams/rna/G25216.NCI-H1666.1.bai,,Female,,50.0,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line; pleural effusion,DEPMAP,1/11/2012,,,,LeWQVg==,,,,,,,,,,,12641163893
2997,CDS-Oybki3,ACH-000129,1,,,NCIH1341,PT-vd7h2i1m,CVCL_1463,,gs://cclebams/rna/G25217.NCI-H1341.1.bam,gs://cclebams/rna/G25217.NCI-H1341.1.bai,,Female,,26,cervix,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,LyGn2Q==,,,,,,,,,,,14320648644
2998,CDS-KUSLrA,ACH-000865,1,,,KYSE450,PT-gk9B8iHf,CVCL_1353,,gs://cclebams/rna/G25218.KYSE-450.1.bam,gs://cclebams/rna/G25218.KYSE-450.1.bai,,Male,,59.0,oesophagus,Esophageal Cancer,esophagus_squamous,,esophagus,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,MqHj0g==,,,,,,,,,,,14195940696
2999,CDS-iNIW6z,ACH-000355,1,,,NCIH82,PT-rTUSpR9F,CVCL_1591,,gs://cclebams/rna/G25219.NCI-H82.1.bam,gs://cclebams/rna/G25219.NCI-H82.1.bai,,Male,,41.0,pleural_effusion,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,KNNxXw==,,,,,,,,,,,11745136745
3000,CDS-IIre4o,ACH-000403,1,,,NCIH747,PT-zLJSbQMN,CVCL_1587,,gs://cclebams/rna/G25221.NCI-H747.1.bam,gs://cclebams/rna/G25221.NCI-H747.1.bai,,Male,,69.0,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,h4ZsCw==,,,,,,,,,,,11652482164
3001,CDS-LzhC9x,ACH-000525,1,,,NCIH2171,PT-w9liralS,CVCL_1536,,gs://cclebams/rna/G25222.NCI-H2171.1.bam,gs://cclebams/rna/G25222.NCI-H2171.1.bai,,Male,,50.0,pleural_effusion,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,Pcw3Rw==,,,,,,,,,,,10084667140
3002,CDS-zYpKQj,ACH-000830,1,,,NCIH1436,PT-Azba1OnA,CVCL_1471,,gs://cclebams/rna/G25223.NCI-H1436.1.bam,gs://cclebams/rna/G25223.NCI-H1436.1.bai,,Male,,39.0,lymph_node,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,amS6Eg==,,,,,,,,,,,11537980768
3003,CDS-9hv1zM,ACH-000727,1,,,NCIH2066,PT-ZOMxbXpC,CVCL_1520,,gs://cclebams/rna/G25224.NCI-H2066.1.bam,gs://cclebams/rna/G25224.NCI-H2066.1.bai,,Female,,70.0,lung,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,yPfftQ==,,,,,,,,,,,12316797840
3004,CDS-c2HMlc,ACH-000343,1,,,NCIH522,PT-et3EVXag,CVCL_1567,,gs://cclebams/rna/G25225.NCI-H522.1.bam,gs://cclebams/rna/G25225.NCI-H522.1.bai,,Male,,60.0,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,eU2/FA==,,,,,,,,,,,14094138194
3005,CDS-f5cfGK,ACH-000290,1,,,NCIH209,PT-E8ln9EVa,CVCL_1525,,gs://cclebams/rna/G25226.NCI-H209.1.bam,gs://cclebams/rna/G25226.NCI-H209.1.bai,,Male,,55.0,bone_marrow,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,+Rum1g==,,,,,,,,,,,15312081080
3006,CDS-NqsvSI,ACH-000506,1,,,NCIH146,PT-qYpQzoyH,CVCL_1473,,gs://cclebams/rna/G25227.NCI-H146.1.bam,gs://cclebams/rna/G25227.NCI-H146.1.bai,,Male,,59.0,bone_marrow,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,0M3zhA==,,,,,,,,,,,12783699938
3007,CDS-srDwv2,ACH-000298,1,,,NCIH2029,PT-P6gGZdIG,CVCL_1516,,gs://cclebams/rna/G25228.NCI-H2029.1.bam,gs://cclebams/rna/G25228.NCI-H2029.1.bai,,Female,,69.0,lymph_node,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,RJuDOA==,,,,,,,,,,,14791525375
3008,CDS-5QmADg,ACH-000179,1,,,NCIH1618,PT-KuN7erFD,CVCL_1480,,gs://cclebams/rna/G25229.NCI-H1618.1.bam,gs://cclebams/rna/G25229.NCI-H1618.1.bai,,Female,,55.0,bone_marrow,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,kiHiCA==,,,,,,,,,,,11857826502
3009,CDS-ep5XRq,ACH-000870,1,,,NCIH1930,PT-kn0RaUqo,CVCL_1507,,gs://cclebams/rna/G25230.NCI-H1930.1.bam,gs://cclebams/rna/G25230.NCI-H1930.1.bai,,Male,,41.0,lymph_node,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,6r9dkg==,,,,,,,,,,,11927296201
3010,CDS-7s4Blg,ACH-000358,1,,,NCIH69,PT-s0gVvVOB,CVCL_1579,,gs://cclebams/rna/G25231.NCI-H69.1.bam,gs://cclebams/rna/G25231.NCI-H69.1.bai,,Male,,55.0,pleural_effusion,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,Yq5elg==,,,,,,,,,,,15127003000
