ensembl_gene_id,hgnc_id
ENSG00000211643,LV5-52
ENSG00000211644,LV1-51
ENSG00000211645,LV1-50
ENSG00000225724,H2LP3
ENSG00000223350,LV9-49
ENSG00000232515,245060.1
ENSG00000211647,LV5-48
ENSG00000211648,LV1-47
ENSG00000237428,H2LP2
ENSG00000211649,LV7-46
ENSG00000232603,245291.3
ENSG00000211650,LV5-45
ENSG00000211651,LV1-44
ENSG00000211652,LV7-43
ENSG00000254175,LVI-42
ENSG00000254073,LVVII-41-1
ENSG00000253818,LV1-41
ENSG00000211653,LV1-40
ENSG00000224144,H2LP1
ENSG00000253889,LVI-38
ENSG00000211654,LV5-37
ENSG00000211655,LV1-36
ENSG00000230821,245291.2
ENSG00000253631,LV7-35
ENSG00000226595,245291.1
ENSG00000275004,F280B
ENSG00000169548,F280A
ENSG00000185686,AME
ENSG00000220891,22NC03-63E9.3
ENSG00000253120,LV2-34
ENSG00000211656,LV2-33
ENSG00000211657,LV3-32
ENSG00000253920,LV3-31
ENSG00000253329,LV3-30
ENSG00000215456,RP4
ENSG00000183169,M121L1P
ENSG00000100121,TLC2
ENSG00000253338,LV3-29
ENSG00000253451,LV2-28
ENSG00000211658,LV3-27
ENSG00000253913,LV3-26
ENSG00000253779,LVVI-25-1
ENSG00000211659,LV3-25
ENSG00000232350,244250.2
ENSG00000223999,244250.1
ENSG00000253822,LV3-24
ENSG00000211660,LV2-23
ENSG00000253546,LVVI-22-1
ENSG00000211661,LV3-22
ENSG00000211662,LV3-21
ENSG00000254240,LVI-20
ENSG00000211663,LV3-19
ENSG00000278667,244250.3
ENSG00000211664,LV2-18
ENSG00000253152,LV3-17
ENSG00000211665,LV3-16
ENSG00000253786,LV3-15
ENSG00000211666,LV2-14
ENSG00000253590,LV3-13
ENSG00000211667,LV3-12
ENSG00000231392,244157.1
ENSG00000275772,244157.2
ENSG00000211668,LV2-11
ENSG00000274381,245028.3
ENSG00000211669,LV3-10
ENSG00000226477,245028.1
ENSG00000211670,LV3-9
ENSG00000278196,LV2-8
ENSG00000284049,R650
ENSG00000237127,245028.2
ENSG00000254077,LV3-7
ENSG00000253448,LV3-6
ENSG00000253234,LV2-5
ENSG00000226420,LV3-4
ENSG00000211672,LV4-3
ENSG00000253963,LV3-2
ENSG00000211673,LV3-1
ENSG00000264824,R5571
ENSG00000254709,LL5
ENSG00000211674,LJ1
ENSG00000211675,LC1
ENSG00000211676,LJ2
ENSG00000211677,LC2
ENSG00000211678,LJ3
ENSG00000211679,LC3
ENSG00000211680,LJ4
ENSG00000254029,LC4
ENSG00000211681,LJ5
ENSG00000254030,LC5
ENSG00000211682,LJ6
ENSG00000222037,LC6
ENSG00000211684,LJ7
ENSG00000211685,LC7
ENSG00000237472,245054.2
ENSG00000223679,245054.1
ENSG00000100218,PH14
ENSG00000128266,AZ
ENSG00000283438,00017
ENSG00000275635,00066
ENSG00000100228,B36
ENSG00000186716,R
ENSG00000236794,RP8
ENSG00000240160,7SL263P
ENSG00000230701,XW4P1
ENSG00000214526,000343.1
ENSG00000236611,NC02556
ENSG00000215478,S5AP1
ENSG00000133519,HHC8P1
ENSG00000248409,000344.2
ENSG00000234928,NC01659
ENSG00000227755,000344.1
ENSG00000178248,NC01658
ENSG00000225413,NC02557
ENSG00000280623,AT14
ENSG00000224277,000345.1
ENSG00000128322,LL1
ENSG00000272733,000345.2
ENSG00000278655,000346.4
ENSG00000189269,ICH1
ENSG00000275609,000346.3
ENSG00000211683,000346.1
ENSG00000228315,SBP11
ENSG00000234353,000346.2
ENSG00000244723,LP1
ENSG00000273000,000347.2
ENSG00000272578,000347.1
ENSG00000159496,L4
ENSG00000187792,F70
ENSG00000128218,REB3
ENSG00000169314,2orf15
ENSG00000250479,CHD10
ENSG00000099953,P11
ENSG00000099956,ARCB1
ENSG00000099958,RL3
ENSG00000272973,000350.5
ENSG00000133460,C2A11
ENSG00000251357,000350.4
ENSG00000279467,000350.7
ENSG00000244425,7SL268P
ENSG00000240972,F
ENSG00000218537,F-AS1
ENSG00000273295,000350.6
ENSG00000225282,000350.2
ENSG00000206090,000350.1
ENSG00000231271,000350.3
ENSG00000133433,TT2B
ENSG00000228039,253536.2
ENSG00000099974,TL
ENSG00000272787,253536.6
ENSG00000099977,T
ENSG00000285762,253536.7
ENSG00000224205,253536.1
ENSG00000250470,253536.5
ENSG00000099984,TT2
ENSG00000276950,TT4
ENSG00000235689,253536.4
ENSG00000099991,BIN1
ENSG00000232545,253536.3
ENSG00000099994,SD2
ENSG00000099998,T5
ENSG00000230712,TLC4P
ENSG00000128262,M121L9P
ENSG00000225098,RP1
ENSG00000215464,000354.1
ENSG00000100014,ECC1L
ENSG00000258555,ECC1L-ADORA2A
ENSG00000128271,ORA2A
ENSG00000178803,ORA2A-AS1
ENSG00000100024,B1
ENSG00000228923,000355.1
ENSG00000138867,CD1
ENSG00000100028,RPD3
ENSG00000100031,T1
ENSG00000178026,RC75B
ENSG00000230947,000356.1
ENSG00000215481,RP3
ENSG00000284233,000356.4
ENSG00000284128,000356.3
ENSG00000284070,000356.2
ENSG00000224124,M121L10P
ENSG00000224806,L5AP4
ENSG00000224334,000357.1
ENSG00000282012,000357.2
ENSG00000237601,000358.1
ENSG00000182351,IP1P4
ENSG00000184571,WIL3
ENSG00000167037,SM1
ENSG00000199783,00275
ENSG00000206069,EM211
ENSG00000197077,AA1671
ENSG00000279085,022323.3
ENSG00000279548,022323.5
ENSG00000279006,022323.2
ENSG00000279110,022323.4
ENSG00000203280,022323.1
ENSG00000271181,9916.2
ENSG00000100053,YBB3
ENSG00000236641,9916.1
ENSG00000244752,YBB2
ENSG00000279298,9916.3
ENSG00000233577,022332.1
ENSG00000285968,022324.4
ENSG00000285690,022332.2
ENSG00000206066,LL3P
ENSG00000230637,022324.1
ENSG00000231466,022324.2
ENSG00000100068,P5L
ENSG00000272942,022324.3
ENSG00000272798,008721.1
ENSG00000271138,LVIVOR22-1
ENSG00000100058,YBB2P1
ENSG00000277872,R6817
ENSG00000272977,008721.2
ENSG00000234884,022329.1
ENSG00000100077,K3
ENSG00000237387,022329.2
ENSG00000224003,S1P1
ENSG00000222585,A5SP494
ENSG00000133454,O18B
ENSG00000278960,022329.3
ENSG00000231933,8949.1
ENSG00000232464,8949.3
ENSG00000223056,7SKP169
ENSG00000232050,8949.2
ENSG00000236464,NC02559
ENSG00000229770,022337.1
ENSG00000100095,Z6L
ENSG00000224192,080273.1
ENSG00000252267,A5SP495
ENSG00000230203,9714.1
ENSG00000128203,PHD2
ENSG00000100099,S4
ENSG00000100104,RD
ENSG00000100109,IP11
ENSG00000261188,5115.1
ENSG00000128294,ST2
ENSG00000221760,R548J
ENSG00000213707,GB1P10
ENSG00000100122,YBB1
ENSG00000196431,YBA4
ENSG00000226912,CA2P1
ENSG00000225783,AT
ENSG00000278404,01874
ENSG00000206028,9774.1
ENSG00000277941,01875
ENSG00000275942,01876
ENSG00000244625,ATNB
ENSG00000276991,01877
ENSG00000223704,NC01422
ENSG00000231369,7353.1
ENSG00000235271,NC01422
ENSG00000279440,008638.3
ENSG00000200443,U6-1066P
ENSG00000279914,008638.5
ENSG00000279848,008638.4
ENSG00000236858,008638.2
ENSG00000280025,008638.6
ENSG00000231405,008638.1
ENSG00000238195,021153.1
ENSG00000233521,NC01638
ENSG00000233574,020994.3
ENSG00000223726,020994.1
ENSG00000226741,NC02554
ENSG00000230051,020994.2
ENSG00000280445,049536.1
ENSG00000227880,050402.1
ENSG00000224027,133456.1
ENSG00000227838,121885.2
ENSG00000231495,121885.3
ENSG00000226169,121885.1
ENSG00000169184,1
ENSG00000180957,TPNB
ENSG00000235954,C28-AS1
ENSG00000277460,02198
ENSG00000264073,R3199-1
ENSG00000283225,R3199-2
ENSG00000276150,02199
ENSG00000100154,C28
ENSG00000274342,02200
ENSG00000276675,02201
ENSG00000239249,7SL757P
ENSG00000201209,00150
ENSG00000199797,00019
ENSG00000276162,R5739
ENSG00000266503,7SL162P
ENSG00000183765,EK2
ENSG00000100209,CB
ENSG00000159873,DC117
ENSG00000100219,P1
ENSG00000226471,3930.2
ENSG00000272858,3930.3
ENSG00000224256,3930.1
ENSG00000183579,RF3
ENSG00000235786,RF3-IT1
ENSG00000177993,RF3-AS1
ENSG00000100249,2orf31
ENSG00000183762,EMEN1
ENSG00000226772,021393.1
ENSG00000200871,U6-810P
ENSG00000251952,U6-1219P
ENSG00000186998,ID1
ENSG00000100263,BDD3
ENSG00000237015,031186.1
ENSG00000182944,SR1
ENSG00000185340,S2L1
ENSG00000100276,SL10A
ENSG00000273216,002059.1
ENSG00000100280,1B1
ENSG00000280968,R3653
ENSG00000239127,ORD125
ENSG00000285697,002059.2
ENSG00000242156,000041.1
ENSG00000278292,PL4AP6
ENSG00000225465,PL1S
ENSG00000128250,PL1
ENSG00000282816,000035.1
ENSG00000100285,FH
ENSG00000100296,OC5
ENSG00000234208,005529.1
ENSG00000184117,PSNAP1
ENSG00000186575,2
ENSG00000233010,EP4
ENSG00000232396,004882.1
ENSG00000239446,004882.2
ENSG00000100314,BP7
ENSG00000100319,AT5
ENSG00000200976,00019
ENSG00000184076,CR10
ENSG00000100325,CC2
ENSG00000100330,MR3
ENSG00000207455,U6-331P
ENSG00000279159,003681.1
ENSG00000275818,R6818
ENSG00000227117,RMAD2-AS1
ENSG00000227201,N2P1
ENSG00000176635,RMAD2
ENSG00000226573,003071.2
ENSG00000225971,003071.1
ENSG00000225676,002378.1
ENSG00000232530,F-AS1
ENSG00000128342,F
ENSG00000268812,004264.1
ENSG00000099985,M
ENSG00000279699,004264.2
ENSG00000239282,STOR1
ENSG00000248751,004997.1
ENSG00000099992,C1D10A
ENSG00000099995,3A1
ENSG00000187860,DC157
ENSG00000099999,F215
ENSG00000100003,C14L2
ENSG00000249590,004832.3
ENSG00000273350,004832.5
ENSG00000222915,U6-564P
ENSG00000272689,004832.4
ENSG00000242114,FP1
ENSG00000273428,004832.6
ENSG00000230137,004832.2
ENSG00000100012,C14L3
ENSG00000181123,004832.1
ENSG00000214161,C4P
ENSG00000133488,C14L4
ENSG00000214491,C14L6
ENSG00000225774,RPAP1
ENSG00000128242,L3ST1
ENSG00000100029,S1
ENSG00000223831,005006.1
ENSG00000185339,N2
ENSG00000100036,C35E4
ENSG00000167065,SP18
ENSG00000250318,003072.1
ENSG00000184792,BP2
ENSG00000264661,R3200
ENSG00000237977,F4HP2
ENSG00000235989,RC2-AS1
ENSG00000133422,RC2
ENSG00000253352,G1
ENSG00000276664,01882
ENSG00000276057,01883
ENSG00000276965,01891
ENSG00000275307,01892
ENSG00000269987,004542.2
ENSG00000269972,004542.1
ENSG00000278920,005005.4
ENSG00000240186,7SL633P
ENSG00000183963,TN
ENSG00000273387,005005.3
ENSG00000198832,LENOM
ENSG00000235573,005005.2
ENSG00000185133,PP5J
ENSG00000100078,A2G3
ENSG00000214125,005005.1
ENSG00000264141,R3928
ENSG00000138942,F185
ENSG00000254835,F185-AS1
ENSG00000182541,MK2
ENSG00000199695,U6-1128P
ENSG00000202019,00019
ENSG00000100100,K3IP1
ENSG00000228839,K3IP1-AS1
ENSG00000212542,A5SP496
ENSG00000100105,TZ1
ENSG00000213888,NC01521
ENSG00000206615,U6-338P
ENSG00000185721,G1
ENSG00000184708,F4ENIF1
ENSG00000240591,096701.3
ENSG00000199248,U6-28P
ENSG00000198089,I1
ENSG00000233733,AFZP6
ENSG00000229169,096701.2
ENSG00000214093,096701.1
ENSG00000241878,SD
ENSG00000284082,R7109
ENSG00000183530,R14L
ENSG00000100150,PDC5
ENSG00000285404,2190.2
ENSG00000242251,7SL20P
ENSG00000236132,022331.1
ENSG00000252909,U6-201P
ENSG00000227813,2190.1
ENSG00000128254,2orf24
ENSG00000128245,HAH
ENSG00000227519,008719.1
ENSG00000230866,NC02558
ENSG00000240647,7SL305P
ENSG00000232346,4021.1
ENSG00000100170,C5A1
ENSG00000234479,1B1P1
ENSG00000237439,3839.1
ENSG00000232707,1B1P2
ENSG00000239674,3839.2
ENSG00000205856,2orf42
ENSG00000230120,008723.2
ENSG00000275656,02171
ENSG00000128253,PL2
ENSG00000254127,LCOR22-1
ENSG00000242082,C5A4-AS1
ENSG00000100191,C5A4
ENSG00000214076,SF1P1
ENSG00000224050,008723.1
ENSG00000273325,008723.3
ENSG00000234626,021937.3
ENSG00000128276,PL3
ENSG00000271093,LCOR22-2
ENSG00000205853,PL3S
ENSG00000274617,02171
ENSG00000274170,02172
ENSG00000230736,021937.1
ENSG00000243519,LVIVOR22-2
ENSG00000241954,021937.4
ENSG00000232218,021937.2
ENSG00000100220,CB
ENSG00000184459,IFC
ENSG00000100225,XO7
ENSG00000185666,N3
ENSG00000236054,2246.1
ENSG00000251890,A5SP497
ENSG00000229673,3495.1
ENSG00000100234,MP3
ENSG00000228194,3846.1
ENSG00000228622,2198.1
ENSG00000231253,NC01640
ENSG00000233632,2198.3
ENSG00000133424,RGE1
ENSG00000232073,2198.2
ENSG00000230741,2173.1
ENSG00000266012,R4764
ENSG00000253007,ORA50B
ENSG00000281295,ORA50B
ENSG00000232081,RGE-IT1
ENSG00000224973,RGE-AS1
ENSG00000273082,3429.1
ENSG00000236052,NC01643
ENSG00000224404,8323.1
ENSG00000235485,021877.1
ENSG00000280356,021877.2
ENSG00000234891,2196.1
ENSG00000237316,2196.2
ENSG00000227895,X-AS1
ENSG00000175329,X
ENSG00000233080,NC01399
ENSG00000273068,9755.2
ENSG00000238153,9755.1
ENSG00000238584,U7-167P
ENSG00000100281,GXB4
ENSG00000273176,008635.1
ENSG00000100284,M1
ENSG00000266320,R3909
ENSG00000274280,R6069
ENSG00000282602,2244.2
ENSG00000282041,2244.1
ENSG00000100292,OX1
ENSG00000100297,M5
ENSG00000233388,022334.1
ENSG00000273044,022334.2
ENSG00000100302,SD2
ENSG00000198125,
ENSG00000268818,049747.1
ENSG00000221963,OL6
ENSG00000228587,049748.1
ENSG00000226336,PS16P3
ENSG00000128313,OL5
ENSG00000100320,FOX2
ENSG00000237406,UFA9P1
ENSG00000279652,2217.1
ENSG00000279927,5114.4
ENSG00000279217,5114.1
ENSG00000279714,5114.2
ENSG00000279805,5114.3
ENSG00000128284,OL3
ENSG00000233764,CO1P20
ENSG00000231576,CO2P20
ENSG00000237948,ATP6P20
ENSG00000225557,CO3P20
ENSG00000237129,CYBP34
ENSG00000229088,ND1P10
ENSG00000100336,OL4
ENSG00000128335,OL2
ENSG00000100342,OL1
ENSG00000100345,H9
ENSG00000278420,R6819
ENSG00000223695,393418.1
ENSG00000237668,S15AP38
ENSG00000252225,00019
ENSG00000228719,022313.2
ENSG00000100348,N2
ENSG00000100350,XRED2
ENSG00000100353,F3D
ENSG00000188078,022313.1
ENSG00000229971,022313.3
ENSG00000261675,022313.4
ENSG00000166862,CNG2
ENSG00000234688,049749.1
ENSG00000100360,T27
ENSG00000100362,ALB
ENSG00000234979,2185.1
ENSG00000183822,F4-AS1
ENSG00000100365,F4
ENSG00000100368,F2RB
ENSG00000232254,F2RBP1
ENSG00000215403,22NC01-81G9.3
ENSG00000185264,X33
ENSG00000128311,T
ENSG00000252412,00019
ENSG00000128309,ST
ENSG00000100379,TD17
ENSG00000201078,7SKP214
ENSG00000187045,PRSS6
ENSG00000231467,022314.1
ENSG00000100385,2RB
ENSG00000235237,2188.2
ENSG00000133466,QTNF6
ENSG00000278195,TR3
ENSG00000226233,2188.1
ENSG00000128340,C2
ENSG00000100055,TH4
ENSG00000243902,FN2
ENSG00000237862,4160.1
ENSG00000166897,FN2
ENSG00000272694,4160.2
ENSG00000100060,NG
ENSG00000100065,RD10
ENSG00000225867,022315.1
ENSG00000128283,C42EP1
ENSG00000100079,ALS2
ENSG00000273866,00017
ENSG00000100083,A1
ENSG00000100092,3BP1
ENSG00000285304,3844.3
ENSG00000233360,3844.2
ENSG00000241360,XP
ENSG00000241333,7SL385P
ENSG00000100097,ALS1
ENSG00000273899,L12
ENSG00000100101,3844.1
ENSG00000100106,IOBP
ENSG00000189060,F0
ENSG00000100116,AT
ENSG00000128310,LR3
ENSG00000100124,KRD54
ENSG00000284197,R658
ENSG00000207696,R659
ENSG00000100129,F3L
ENSG00000279738,022311.1
ENSG00000207227,U6-900P
ENSG00000100139,CALL1
ENSG00000278948,031587.5
ENSG00000128346,2orf23
ENSG00000272582,031587.3
ENSG00000100142,LR2F
ENSG00000284289,R6820
ENSG00000100146,X10
ENSG00000284266,R4534
ENSG00000222044,031587.1
ENSG00000273214,031587.4
ENSG00000100151,CK1
ENSG00000233739,031587.2
ENSG00000100156,C16A8
ENSG00000128298,IAP2L2
ENSG00000272720,022322.1
ENSG00000184381,A2G6
ENSG00000279080,022322.2
ENSG00000185022,FF
ENSG00000198792,EM184B
ENSG00000235246,020993.1
ENSG00000241693,7SL704P
ENSG00000277385,00017
ENSG00000213923,NK1E
ENSG00000283900,TEP2-CSNK1E
ENSG00000244627,TEP2
ENSG00000229955,8749.1
ENSG00000228620,7056.1
ENSG00000168135,NJ4
ENSG00000100196,ELR3
ENSG00000100201,X17
ENSG00000100206,C1
ENSG00000224279,S29P31
ENSG00000184949,M227A
ENSG00000100211,Y1
ENSG00000230912,021707.4
ENSG00000228274,021707.2
ENSG00000100216,MM22
ENSG00000100221,SD1
ENSG00000100226,PBP1
ENSG00000229598,DX3P1
ENSG00000244491,021707.5
ENSG00000100242,N2
ENSG00000230149,021707.3
ENSG00000273096,021707.8
ENSG00000225450,021707.1
ENSG00000272669,021707.6
ENSG00000273076,021707.7
ENSG00000100246,AL4
ENSG00000221890,TXR
ENSG00000183741,X6
ENSG00000235209,022318.1
ENSG00000128383,OBEC3A
ENSG00000179750,OBEC3B
ENSG00000249310,OBEC3B-AS1
ENSG00000244509,OBEC3C
ENSG00000284554,022318.4
ENSG00000243811,OBEC3D
ENSG00000128394,OBEC3F
ENSG00000259421,022318.2
ENSG00000239713,OBEC3G
ENSG00000225720,031846.1
ENSG00000100298,OBEC3H
ENSG00000100307,X7
ENSG00000226024,X5BP7
ENSG00000279833,031846.2
ENSG00000227009,NDC2P4
ENSG00000100311,GFB
ENSG00000284633,031590.1
ENSG00000224794,022326.1
ENSG00000100316,L3
ENSG00000209480,ORD83B
ENSG00000209482,ORD83A
ENSG00000263764,ORD43
ENSG00000100321,NGR1
ENSG00000280216,022326.2
ENSG00000100324,B1
ENSG00000128268,AT3
ENSG00000227188,AT3-AS1
ENSG00000100335,EF1
ENSG00000285025,022312.1
ENSG00000128272,F4
ENSG00000187051,S19BP1
ENSG00000100346,CNA1I
ENSG00000176177,THD1
ENSG00000235647,022319.1
ENSG00000238875,7SKP210
ENSG00000226085,CRFS1P1
ENSG00000100351,AP2
ENSG00000225528,2206.1
ENSG00000133477,M83F
ENSG00000261202,3847.1
ENSG00000100354,RC6B
ENSG00000228599,L7P52
ENSG00000239900,SL
ENSG00000284431,022238.4
ENSG00000100359,SM3
ENSG00000229999,022238.2
ENSG00000196588,TFA
ENSG00000272834,022238.3
ENSG00000227413,022238.1
ENSG00000232564,TFA-AS1
ENSG00000172912,X6B1P3
ENSG00000230071,L4P6
ENSG00000231907,PDHP37
ENSG00000128285,HR1
ENSG00000100372,C25A17
ENSG00000230769,8048.1
ENSG00000233603,BP1
ENSG00000266594,R4766
ENSG00000100380,13
ENSG00000196236,NPEP3
ENSG00000172404,AJB7
ENSG00000273979,00017
ENSG00000200683,U6-379P
ENSG00000100387,X1
ENSG00000222698,00019
ENSG00000237214,080243.2
ENSG00000199515,00019
ENSG00000213857,080243.1
ENSG00000100393,300
ENSG00000284015,R1281
ENSG00000252859,U6-375P
ENSG00000232754,035658.1
ENSG00000231993,300-AS1
ENSG00000215771,RC37A14P
ENSG00000100395,MBTL2
ENSG00000235513,035681.1
ENSG00000100399,ADL
ENSG00000100401,NGAP1
ENSG00000274552,R6889
ENSG00000100403,3H7B
ENSG00000167074,F
ENSG00000199865,U6-495P
ENSG00000273424,008582.1
ENSG00000183864,B2
ENSG00000100410,F5A
ENSG00000100412,O2
ENSG00000100413,LR3H
ENSG00000172346,DC2
ENSG00000100417,M1
ENSG00000100418,SI1
ENSG00000196419,CC6
ENSG00000200332,00019
ENSG00000100138,U13
ENSG00000285531,3840.1
ENSG00000207457,U6-476P
ENSG00000184208,2orf46
ENSG00000167077,I1
ENSG00000231261,GN2P10
ENSG00000252603,U6ATAC22P
ENSG00000206813,00019
ENSG00000100147,DC134
ENSG00000184068,EBF2-AS1
ENSG00000198911,EBF2
ENSG00000207932,R33A
ENSG00000234965,ISA8
ENSG00000159958,FRSF13C
ENSG00000283829,R378I
ENSG00000100162,NPM
ENSG00000205704,NC00634
ENSG00000100167,PT3
ENSG00000224883,9716.1
ENSG00000183066,P2NL
ENSG00000215347,C25A5P1
ENSG00000198951,GA
ENSG00000177096,ETA2
ENSG00000238498,ORD13P1
ENSG00000183172,DT1
ENSG00000184983,UFA6
ENSG00000270083,021878.2
ENSG00000237037,UFA6-DT
ENSG00000213790,A1P1
ENSG00000100197,P2D6
ENSG00000227370,254562.1
ENSG00000232710,254562.2
ENSG00000281538,254562.3
ENSG00000205702,P2D7
ENSG00000226450,P2D8P
ENSG00000100207,F20
ENSG00000182057,FRP1
ENSG00000233903,3851.1
ENSG00000273366,3851.2
ENSG00000229891,NC01315
ENSG00000235568,AM1
ENSG00000230107,022316.1
ENSG00000172250,RHL
ENSG00000189306,P7A
ENSG00000183569,RHL2
ENSG00000182841,P7BP
ENSG00000202058,7SKP80
ENSG00000251913,U6-513P
ENSG00000100227,LDIP3
ENSG00000276027,U12
ENSG00000270022,3241.1
ENSG00000100243,B5R3
ENSG00000249222,P5MGL
ENSG00000128274,GALT
ENSG00000200448,00019
ENSG00000234009,L5P34
ENSG00000229608,LGA2P4
ENSG00000274717,049757.1
ENSG00000242247,FGAP3
ENSG00000100266,CSIN2
ENSG00000226989,049758.1
ENSG00000230319,022476.1
ENSG00000100271,LL1
ENSG00000234735,022237.1
ENSG00000100290,K
ENSG00000100294,AT
ENSG00000100300,PO
ENSG00000100304,LL12
ENSG00000159307,UBE1
ENSG00000236272,2214.2
ENSG00000234892,2214.1
ENSG00000203527,9756.1
ENSG00000236117,NC01639
ENSG00000186732,PED1
ENSG00000223843,CAB6-AS1
ENSG00000186976,CAB6
ENSG00000233157,7055.1
ENSG00000180150,GN2P9
ENSG00000261251,7055.2
ENSG00000130540,LT4A1
ENSG00000100341,PLA5
ENSG00000100344,PLA3
ENSG00000100347,MM50
ENSG00000224856,035398.1
ENSG00000188677,RVB
ENSG00000279175,033543.1
ENSG00000280434,031595.3
ENSG00000138964,RVG
ENSG00000279933,031595.1
ENSG00000280011,031595.2
ENSG00000138944,ISAL1
ENSG00000220702,5994.1
ENSG00000236079,5994.2
ENSG00000232655,NC01656
ENSG00000228807,PS18CP6
ENSG00000279642,023973.1
ENSG00000188636,L6
ENSG00000215333,T18P23
ENSG00000187012,NC00207
ENSG00000234300,NC00229
ENSG00000231801,P32BP2
ENSG00000186654,R5
ENSG00000248405,R5-ARHGAP8
ENSG00000241484,HGAP8
ENSG00000056487,F21B
ENSG00000223730,3838.1
ENSG00000230922,079301.1
ENSG00000226328,P50-DT
ENSG00000273243,2243.1
ENSG00000093000,P50
ENSG00000273353,008718.3
ENSG00000100364,AA0930
ENSG00000221598,R1249
ENSG00000273287,008718.2
ENSG00000213752,008718.1
ENSG00000100373,K3A
ENSG00000100376,M118A
ENSG00000077935,C1B
ENSG00000128408,BC2
ENSG00000232363,021391.1
ENSG00000077942,LN1
ENSG00000238120,NC01589
ENSG00000251985,U6-1161P
ENSG00000280383,5331.1
ENSG00000130638,XN10
ENSG00000264160,R4762
ENSG00000235347,4478.1
ENSG00000279954,324167.2
ENSG00000235091,324167.1
ENSG00000188064,T7B
ENSG00000280424,537318.2
ENSG00000273145,537318.1
ENSG00000231711,NC00899
ENSG00000182257,R34
ENSG00000273289,121672.3
ENSG00000241990,R34-AS1
ENSG00000197182,RLET7BHG
ENSG00000231010,121672.1
ENSG00000235159,121672.2
ENSG00000266533,R3619
ENSG00000283990,RLET7A3
ENSG00000284175,R4763
ENSG00000284520,RLET7B
ENSG00000186951,ARA
ENSG00000280384,325332.1
ENSG00000205643,PF1
ENSG00000130943,DREJ
ENSG00000075234,C38
ENSG00000277232,SE1-DT
ENSG00000075218,SE1
ENSG00000100416,MU
ENSG00000075275,LSR1
ENSG00000230634,031597.1
ENSG00000234869,021392.1
ENSG00000075240,AMD4
ENSG00000100422,RK
ENSG00000260708,118516.1
ENSG00000054611,C1D22A
ENSG00000280080,C1D22A-AS1
ENSG00000278881,325331.1
ENSG00000280312,3836.1
ENSG00000224715,2186.1
ENSG00000218357,NC01644
ENSG00000205634,NC00898
ENSG00000224271,117329.1
ENSG00000232897,117329.2
ENSG00000230345,121580.1
ENSG00000279712,325330.3
ENSG00000235154,325330.1
ENSG00000278890,325330.2
ENSG00000238192,284656.2
ENSG00000229275,284656.1
ENSG00000285707,008720.1
ENSG00000266508,R3201
ENSG00000285855,2006.1
ENSG00000233179,2249.1
ENSG00000219438,M19A5
ENSG00000281732,4468.1
ENSG00000266887,R4535
ENSG00000205632,NC01310
ENSG00000285623,2202.2
ENSG00000226142,L35P8
ENSG00000280199,2202.1
ENSG00000285722,207130.1
ENSG00000188511,2orf34
ENSG00000280224,008636.1
ENSG00000279597,031593.1
ENSG00000264139,R3667
ENSG00000212939,7192.1
ENSG00000213279,7192.2
ENSG00000235111,7192.3
ENSG00000226954,023802.1
ENSG00000223142,7SKP252
ENSG00000214727,L5P35
ENSG00000100425,D1
ENSG00000279345,8885.3
ENSG00000236867,8885.1
ENSG00000260613,8885.2
ENSG00000229409,117328.1
ENSG00000277771,00017
ENSG00000279494,117328.2
ENSG00000100426,ED4
ENSG00000182858,G12
ENSG00000273192,671710.1
ENSG00000184164,ELD2
ENSG00000278869,539320.1
ENSG00000198355,M3
ENSG00000276753,R6821
ENSG00000188263,17REL
ENSG00000138892,LL8
ENSG00000100427,C1
ENSG00000073146,V10L1
ENSG00000280395,034546.1
ENSG00000073150,NX2
ENSG00000170638,ABD
ENSG00000273188,022328.3
ENSG00000273253,022328.4
ENSG00000073169,LENOO
ENSG00000272836,022328.1
ENSG00000273137,022328.2
ENSG00000128159,BGCP6
ENSG00000100429,AC10
ENSG00000188130,PK12
ENSG00000185386,PK11
ENSG00000196576,XNB2
ENSG00000205593,NND6B
ENSG00000227484,559946.1
ENSG00000279182,559946.2
ENSG00000100239,P6R2
ENSG00000100241,F1
ENSG00000128165,M2
ENSG00000100253,OX
ENSG00000100258,F2
ENSG00000025770,APH2
ENSG00000130489,O2
ENSG00000284194,O2
ENSG00000272821,2317.2
ENSG00000025708,MP
ENSG00000177989,F3B
ENSG00000272666,2317.1
ENSG00000273272,2317.4
ENSG00000130487,HDC7B
ENSG00000217442,CE3
ENSG00000205560,T1B
ENSG00000254413,KB-CPT1B
ENSG00000100288,KB
ENSG00000205559,KB-DT
ENSG00000272940,2317.3
ENSG00000008735,PK8IP2
ENSG00000100299,SA
ENSG00000212569,00019
ENSG00000251322,ANK3
ENSG00000206841,U6-409P
ENSG00000225929,000036.1
ENSG00000100312,R
ENSG00000254499,002056.2
ENSG00000213683,002056.1
ENSG00000184319,L23AP82
ENSG00000079974,BL2B
ENSG00000228572,954722.1
ENSG00000182378,CXD1
ENSG00000178605,PBP6
ENSG00000226179,NC00685
ENSG00000167393,P2R3B
ENSG00000281849,732314.6
ENSG00000275287,00017
ENSG00000280767,732314.4
ENSG00000234958,BP5P13
ENSG00000229232,T18P53
ENSG00000185960,OX
ENSG00000237531,672277.1
ENSG00000225661,L14P5
ENSG00000205755,LF2
ENSG00000198223,F2RA
ENSG00000265658,R3690
ENSG00000223274,A5SP498
